mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
10,13,4,AA,425,ORD,1721,16.00,275,5
10,20,4,US,178,SFO,414,7.00,90,-18
0,4,5,AA,678,SFO,337,16.25,80,480
7,22,5,AA,2074,ORD,1197,20.00,179,22
8,5,5,OO,6019,ORD,462,17.78,96,-15
6,19,6,OO,5967,ORD,693,13.28,127,5
6,17,4,B6,148,JFK,267,20.58,100,29
5,24,2,OH,5123,LGA,834,8.47,159,27
9,27,1,OO,5497,SFO,250,22.50,76,-2
10,5,3,UA,289,ORD,1846,13.27,293,-31
7,5,2,OO,5444,SFO,191,17.95,70,37
0,28,1,UA,1534,ORD,1005,15.92,153,132
11,2,2,AA,1345,ORD,1745,14.08,275,30
4,12,1,AA,1704,ORD,719,9.25,125,27
2,22,6,UA,978,TUS,1933,8.50,247,-16
2,11,2,WN,1061,SJC,417,15.75,75,-2
5,13,5,AA,16,SFO,2586,11.25,350,56
2,4,2,OH,5637,JFK,508,16.07,148,NA
6,21,1,OO,5966,ORD,174,8.02,56,-12
7,7,4,UA,512,ORD,594,13.18,116,53
10,29,6,OO,4855,SMF,532,7.00,92,18
2,7,5,OO,3979,ORD,606,6.00,120,28
3,13,0,AA,1545,ORD,978,12.25,155,26
2,15,6,UA,311,SFO,372,12.17,87,17
9,9,4,OH,6677,LGA,866,21.75,159,21
7,2,6,B6,36,JFK,264,21.00,99,82
10,15,6,OH,6391,JFK,94,17.33,94,236
11,28,0,OH,6616,ORD,264,7.58,85,NA
2,31,1,AA,1067,ORD,925,9.58,165,NA
7,8,5,AA,1407,ORD,1745,12.33,255,-17
11,8,1,B6,703,JFK,1597,15.25,239,-22
3,23,3,AA,294,ORD,1197,11.08,178,6
5,18,3,UA,36,SFO,447,7.13,92,36
2,18,2,AA,1733,ORD,1440,19.42,230,0
7,6,3,UA,512,ORD,594,13.18,116,136
4,2,5,UA,299,SFO,326,9.00,70,-4
1,16,6,B6,1057,JFK,340,20.25,117,-5
3,12,6,OO,5811,ORD,116,10.08,49,69
5,22,0,WN,2712,SMF,373,7.67,80,-7
4,2,5,HA,30,OGG,2640,14.50,320,10
0,17,4,UA,650,ORD,528,19.35,102,241
0,16,3,OO,6476,ORD,264,15.75,75,NA
0,28,1,OO,6004,ORD,116,16.63,51,NA
2,30,0,UA,266,ORD,240,19.42,67,72
0,31,4,OO,5564,SMF,86,20.93,45,66
1,10,0,B6,931,ORD,1735,8.00,268,-12
0,7,1,UA,393,ORD,403,9.92,94,19
7,28,4,AA,1559,LGA,1097,17.42,190,6
3,16,3,WN,696,SMF,479,10.75,85,2
0,4,5,WN,908,SMF,397,18.17,75,29
5,30,1,UA,763,ORD,258,15.08,73,-17
8,30,2,US,1856,TUS,1735,14.08,214,4
6,2,3,OO,5446,SFO,191,10.52,70,22
3,1,2,OO,5912,ORD,316,11.02,70,2
0,12,6,B6,135,JFK,1074,7.92,200,-10
8,5,5,B6,63,JFK,1005,6.08,162,-2
2,3,1,UA,1530,ORD,1005,10.68,153,21
10,22,6,B6,69,JFK,1028,14.98,189,55
9,2,4,HA,175,OGG,100,9.42,34,-12
3,16,3,UA,130,ORD,137,21.92,48,65
6,6,0,UA,830,SFO,1846,10.95,251,2
3,2,3,AA,1918,ORD,719,20.00,125,-25
3,1,2,OO,5817,ORD,196,20.75,62,68
11,28,0,AA,1229,LGA,1035,12.00,195,-29
8,15,1,B6,143,JFK,1028,14.83,178,24
11,13,6,OO,4659,ORD,606,12.83,119,-15
2,25,2,UA,687,LGA,733,16.10,158,123
8,9,2,B6,1016,JFK,187,19.00,100,55
5,11,3,B6,201,JFK,2465,8.50,357,94
6,28,1,US,329,ORD,1515,18.67,227,-11
9,18,6,UA,837,JFK,2586,7.03,391,18
2,17,1,UA,818,ORD,719,21.00,121,24
8,27,6,OO,5840,ORD,531,7.10,103,15
0,26,6,UA,1130,ORD,763,17.75,120,112
9,15,3,AA,690,TUS,813,5.75,130,9
3,9,3,US,2118,LGA,185,8.00,70,-12
9,2,4,WN,1207,SMF,358,16.50,70,-3
9,29,3,UA,943,ORD,1745,18.85,271,20
0,20,0,B6,1309,JFK,228,17.58,93,52
3,1,2,UA,344,SFO,550,10.92,102,14
10,23,0,AA,1637,ORD,1437,9.42,240,-13
5,11,3,UA,628,ORD,612,21.00,107,39
6,19,6,B6,95,JFK,2576,18.08,391,63
6,18,5,B6,141,JFK,1028,6.58,158,-5
11,1,1,US,899,LGA,544,8.17,128,17
6,3,4,UA,780,SFO,550,20.92,96,-6
0,2,3,B6,45,JFK,944,8.00,185,72
6,13,0,B6,375,LGA,1076,9.58,185,-31
7,18,1,WN,41,SMF,397,9.08,80,-1
1,1,5,UA,11,JFK,2586,11.17,394,11
3,14,1,OO,5929,ORD,654,8.92,110,-12
3,1,2,AA,335,LGA,733,14.50,165,74
1,11,1,OH,5519,LGA,585,7.98,134,21
2,8,6,WN,30,SJC,342,9.75,75,-6
2,13,4,OO,6371,ORD,1013,9.75,176,2
4,16,5,WN,1791,SMF,480,14.42,85,65
2,31,1,UA,1532,ORD,1005,13.70,158,37
0,31,4,AA,324,SFO,1464,15.17,210,138
5,13,5,UA,146,ORD,647,19.12,120,161
11,17,3,WN,2369,SMF,479,17.75,95,72
4,19,1,OH,5139,LGA,292,8.42,97,-1
1,21,4,OO,6485,ORD,438,18.50,99,-14
3,2,3,AA,637,LGA,1097,13.08,185,-1
1,4,1,AA,1037,LGA,1020,10.42,200,53
4,9,5,AA,756,ORD,403,8.08,85,16
8,11,4,OH,6687,ORD,740,17.37,164,40
5,21,6,US,2126,LGA,185,12.00,73,39
6,12,6,AA,2260,SFO,2585,6.17,340,-1
0,29,2,OO,3894,ORD,606,11.75,120,-2
1,13,3,OO,6266,ORD,316,21.67,71,-4
6,15,2,UA,824,SFO,2704,13.17,348,-17
11,3,3,WN,2154,SJC,621,9.58,110,153
0,20,0,US,52,JFK,2248,20.17,370,19
8,13,6,AA,933,JFK,1090,12.00,170,35
5,26,4,AA,2019,LGA,887,20.42,155,40
3,22,2,AA,459,ORD,1197,9.83,175,1
1,28,4,AQ,215,OGG,100,15.17,34,-8
1,8,5,AA,1224,TUS,813,16.83,125,16
11,13,6,US,870,ORD,1515,18.83,237,35
0,4,5,US,67,SFO,414,8.92,90,454
7,15,5,OH,5139,LGA,292,8.83,94,66
9,23,4,UA,653,LGA,733,7.22,143,-17
3,1,2,OO,6051,ORD,177,11.22,65,51
11,6,6,B6,19,JFK,1069,8.15,191,51
6,25,5,UA,687,LGA,733,16.00,169,44
4,16,5,OH,5649,LGA,431,20.00,114,116
5,4,3,UA,540,ORD,867,18.05,146,83
7,27,3,WN,1008,TUS,321,7.08,60,-7
2,5,3,AA,2317,ORD,802,10.25,150,1
6,7,1,OO,6760,ORD,286,10.85,83,107
1,2,6,AA,2057,ORD,2072,7.83,270,28
1,13,3,B6,177,JFK,2153,8.08,343,-8
8,18,4,OH,6780,LGA,461,17.83,118,37
9,22,3,OH,6457,JFK,1028,13.67,187,9
2,18,2,AA,368,ORD,733,13.33,130,26
7,11,1,B6,179,JFK,2153,20.00,330,NA
11,2,2,US,2179,LGA,214,15.00,70,-15
8,10,3,OH,6898,ORD,740,9.52,138,-4
5,6,5,AA,1345,ORD,1745,14.08,250,185
5,26,4,AA,1345,ORD,1745,14.08,250,20
0,24,4,AA,2435,ORD,1440,12.33,230,30
7,8,5,WN,3482,SFO,337,19.83,80,5
8,4,4,UA,562,SFO,550,13.08,107,71
3,14,1,WN,732,SMF,480,6.00,85,3
10,9,0,OO,5796,SFO,153,20.10,56,3
4,10,6,UA,807,SFO,337,20.17,89,-4
0,14,1,AA,454,ORD,647,18.25,110,33
6,2,3,AA,510,ORD,235,18.83,80,211
5,26,4,UA,334,ORD,296,19.17,72,125
8,7,0,WN,866,SJC,308,18.83,85,-10
5,26,4,AA,1720,SJC,1438,9.50,205,4
0,1,2,AA,154,ORD,867,17.25,135,49
4,12,1,OH,5525,LGA,866,21.98,153,NA
11,6,6,OO,5563,SMF,86,8.58,50,NA
5,3,2,OO,5449,SFO,86,16.33,42,5
3,18,5,WN,2003,TUS,367,11.17,75,37
4,8,4,OH,5014,LGA,722,21.00,154,14
6,10,4,B6,600,JFK,274,9.17,84,52
1,13,3,B6,265,SMF,387,20.33,80,57
6,13,0,B6,11,JFK,1069,21.42,193,73
4,6,2,AA,1282,SFO,1464,7.92,205,53
8,19,5,AA,1721,JFK,944,15.50,175,7
4,20,2,OO,5488,SFO,329,20.17,92,15
8,14,0,OO,6509,TUS,451,8.60,94,15
1,1,5,US,2132,LGA,185,15.00,76,34
6,31,4,UA,279,LGA,1619,9.50,262,9
6,26,6,AA,1393,LGA,761,9.25,150,-25
9,14,2,HA,549,OGG,100,18.43,34,-5
4,3,6,UA,548,SFO,599,12.92,108,-6
5,12,4,AA,319,LGA,733,10.75,150,26
0,20,0,AA,73,ORD,4243,9.08,560,16
7,13,3,WN,2174,SJC,417,6.75,80,-3
4,30,5,OO,6398,SFO,522,21.42,90,124
7,28,4,UA,10,SFO,2586,11.58,354,105
6,2,3,US,4,ORD,1440,10.67,216,-3
11,30,2,WN,2488,SMF,479,21.50,90,11
8,20,6,UA,837,JFK,2586,7.00,380,44
3,10,4,AA,1130,SJC,1829,6.75,255,NA
10,5,3,AA,1120,ORD,258,13.92,70,-14
9,21,2,B6,65,JFK,1005,10.92,172,-18
9,30,4,UA,357,ORD,802,16.83,149,-19
3,7,1,AA,1571,ORD,334,11.92,85,-10
0,14,1,US,1881,ORD,599,18.00,117,28
3,11,5,AA,1753,ORD,258,15.75,70,NA
11,17,3,AA,1815,ORD,1249,19.67,210,59
11,28,0,UA,183,ORD,1745,9.22,272,4
2,1,6,OH,5447,JFK,740,7.08,182,NA
0,24,4,AA,1184,ORD,719,12.00,125,94
9,24,5,HA,180,OGG,84,11.90,31,-3
11,11,4,UA,692,ORD,733,20.92,124,42
0,19,6,WN,2300,SMF,397,10.25,80,26
1,13,3,OO,5701,SJC,234,7.80,63,NA
0,21,1,OO,5560,SFO,77,6.40,39,16
5,26,4,AA,1969,ORD,1440,16.42,220,45
7,1,5,OO,6693,ORD,1060,10.05,172,31
8,7,0,AA,269,JFK,2421,16.83,370,35
1,8,5,UA,599,ORD,334,10.00,85,7
5,30,1,UA,534,ORD,867,13.08,146,-19
11,25,4,UA,858,SFO,337,9.88,98,19
8,29,1,UA,434,ORD,235,8.17,72,1
6,16,3,B6,1051,JFK,340,8.00,102,-4
0,27,0,OO,6150,SFO,363,17.67,80,NA
8,26,5,WN,513,TUS,367,14.08,70,9
11,19,5,B6,179,JFK,2153,18.92,361,NA
5,3,2,UA,842,ORD,1745,8.08,255,19
8,27,6,AA,1559,LGA,1097,16.25,195,78
7,15,5,UA,600,ORD,612,6.08,106,-1
4,29,4,AA,1561,ORD,1846,18.58,275,237
11,12,5,AA,408,ORD,678,18.33,125,-17
8,24,3,OO,5450,SFO,77,15.08,45,34
2,8,6,B6,1134,JFK,267,13.17,74,186
2,9,0,OO,5446,SFO,191,10.67,66,-5
1,6,3,AA,2085,ORD,403,17.00,90,NA
3,15,2,US,784,SFO,2296,22.67,294,36
7,11,1,WN,2493,SJC,333,8.50,70,-12
3,22,2,OO,6750,ORD,264,6.42,70,54
5,19,4,UA,1506,SFO,651,18.30,126,78
4,13,2,AA,730,TUS,1437,6.00,195,-23
11,22,1,UA,693,LGA,733,19.08,158,92
2,18,2,AA,1359,ORD,606,11.33,120,56
3,12,6,AA,1715,ORD,1515,12.83,235,-15
2,11,2,HA,165,OGG,100,13.50,34,-6
6,24,4,AA,2349,ORD,802,18.92,140,56
0,21,1,UA,1514,ORD,1182,19.17,179,100
1,6,3,OO,6503,SFO,451,18.03,93,7
11,18,4,UA,608,ORD,612,10.08,107,34
0,27,0,UA,19,JFK,2586,19.95,404,65
3,4,5,OO,5952,ORD,585,12.55,110,9
4,8,4,OO,6093,SFO,326,20.60,70,-12
11,17,3,HA,335,OGG,100,16.13,34,10
1,6,3,UA,689,LGA,733,17.00,164,NA
11,8,1,AA,1374,ORD,1197,14.25,185,15
1,22,5,WN,699,SJC,333,12.17,70,-7
3,15,2,OO,6037,ORD,462,20.08,96,33
9,21,2,AA,2019,LGA,887,20.67,170,-6
10,30,0,OH,6623,JFK,589,13.58,137,18
8,2,2,OH,6347,LGA,292,11.75,102,-2
9,1,3,OH,6499,LGA,292,18.67,105,-7
4,29,4,OO,4014,ORD,1249,13.50,216,-21
5,15,0,US,1881,ORD,599,17.75,116,13
11,10,3,AA,398,ORD,733,6.00,115,NA
7,20,3,B6,904,ORD,740,9.58,130,8
1,13,3,AA,378,ORD,733,11.75,130,NA
3,12,6,US,323,ORD,1515,8.48,235,-21
0,21,1,WN,3133,SMF,358,18.17,70,40
11,19,5,OO,5867,ORD,1041,20.40,176,92
1,26,2,AA,2364,ORD,647,20.33,110,35
9,18,6,AA,469,ORD,258,9.67,65,-15
5,6,5,WN,2155,SMF,1790,12.42,240,17
0,7,1,WN,2558,SJC,333,13.75,70,-12
0,31,4,WN,2799,SFO,447,20.83,85,148
5,13,5,UA,574,ORD,235,14.53,79,33
1,16,6,OO,6336,SFO,192,7.00,57,3
3,11,5,UA,1240,SMF,910,10.52,137,13
0,27,0,WN,3139,SMF,389,12.08,75,23
8,3,3,AA,1103,ORD,888,7.83,155,-14
2,12,3,B6,383,LGA,1076,21.75,170,90
0,18,5,UA,1160,ORD,678,11.00,119,64
8,30,2,WN,1322,SMF,389,13.92,75,-9
1,1,5,B6,187,JFK,2248,6.75,341,18
8,27,6,WN,1585,SMF,479,7.08,85,-4
3,11,5,OO,6053,TUS,639,11.78,114,-6
3,27,0,AA,362,ORD,733,14.33,130,24
9,11,6,AA,177,JFK,2586,17.42,385,23
11,15,1,B6,1436,SFO,354,16.08,84,27
0,19,6,UA,136,SFO,1846,9.90,251,5
9,19,0,AA,1721,JFK,944,15.50,175,-16
10,11,2,B6,195,JFK,2248,18.67,378,-37
8,7,0,AA,6,OGG,3711,17.00,420,-20
9,30,4,HA,529,OGG,100,12.83,34,24
1,2,6,AA,1709,LGA,1097,20.83,185,-23
8,1,1,AA,3,JFK,2475,12.00,350,-10
0,28,1,UA,677,LGA,733,11.00,158,NA
1,18,1,B6,615,JFK,829,13.75,152,31
9,5,0,AA,1362,ORD,740,13.17,139,49
6,2,3,OO,6155,ORD,693,12.45,123,-6
5,10,2,US,128,SFO,651,15.58,120,-5
8,11,4,OO,6475,ORD,179,13.20,58,29
6,10,4,AA,1637,ORD,1437,9.83,210,4
4,14,3,UA,943,ORD,1745,15.07,261,26
5,10,2,OO,5572,SFO,329,10.47,89,16
11,14,0,WN,2118,SMF,397,13.92,80,7
6,13,0,UA,518,ORD,412,16.75,86,13
3,18,5,AA,305,ORD,1721,9.42,260,24
6,26,6,AA,1051,LGA,431,16.42,105,1
8,16,2,WN,1230,SJC,697,14.75,130,-26
9,29,3,AA,753,LGA,1389,14.75,235,-32
11,28,0,B6,1012,JFK,187,16.58,90,42
7,31,0,OH,5042,JFK,145,12.58,72,18
2,30,0,AA,2502,ORD,1197,6.00,170,21
4,14,3,OH,5079,ORD,264,10.17,75,201
6,27,0,WN,2188,SFO,337,13.17,80,20
11,23,2,UA,681,LGA,733,13.00,159,41
7,17,0,AA,1761,LGA,1097,19.20,183,116
9,1,3,UA,393,ORD,403,9.87,92,-20
5,8,0,AA,1058,ORD,1005,19.50,155,58
11,19,5,UA,1178,SMF,910,7.75,148,NA
4,26,1,OO,6147,SMF,373,6.33,84,0
11,11,4,WN,3235,SJC,697,7.50,135,-19
2,11,2,AA,2364,ORD,647,20.33,110,24
1,14,4,UA,894,SFO,967,8.78,153,6
11,23,2,B6,611,JFK,829,8.08,163,-19
2,12,3,HA,595,OGG,100,21.17,34,-17
0,11,5,UA,776,ORD,264,13.30,74,NA
1,5,2,OO,6099,ORD,1437,17.23,226,71
11,14,0,UA,844,SFO,337,15.68,88,38
6,25,5,AA,317,ORD,925,12.17,160,-14
9,29,3,WN,1007,SMF,389,20.50,75,69
9,27,1,US,961,SFO,2521,8.25,318,-2
9,20,1,AA,867,ORD,888,20.00,160,21
6,11,5,AA,1787,JFK,1005,15.67,175,16
6,11,5,UA,839,JFK,2475,17.98,384,-19
3,8,2,OH,5263,LGA,292,15.67,103,27
4,9,5,AA,2275,LGA,764,12.92,145,54
3,15,2,OO,5947,ORD,531,13.97,105,24
8,1,1,OO,6356,SFO,599,21.42,103,-4
11,24,3,WN,2806,SMF,358,10.08,70,8
4,19,1,UA,1142,ORD,473,13.63,92,-15
11,20,6,B6,95,JFK,2576,18.50,421,NA
0,15,2,AA,1438,ORD,409,18.33,90,-11
2,8,6,WN,3587,SMF,389,20.58,75,10
9,10,5,AA,889,ORD,1745,17.33,270,0
3,9,3,AA,1689,ORD,1739,19.33,255,NA
7,1,5,AA,853,ORD,1236,18.67,185,16
4,29,4,AA,1639,JFK,1597,19.00,245,42
9,30,4,OO,5759,SFO,412,19.88,113,24
5,1,0,AA,1847,JFK,1391,7.83,215,20
7,23,6,WN,2948,SJC,417,12.08,80,-1
4,11,0,AA,2470,ORD,647,20.92,110,24
9,11,6,AA,455,ORD,1745,15.17,260,30
11,2,2,US,2130,LGA,185,14.00,67,-18
1,27,3,B6,1315,JFK,228,22.25,90,24
4,28,3,UA,41,SFO,2447,9.00,335,-24
9,19,0,UA,894,SFO,967,8.35,157,-6
5,17,2,OH,5715,LGA,585,16.50,138,17
8,24,3,UA,107,ORD,1745,8.95,265,-30
6,22,2,US,784,SFO,2296,22.42,301,-21
8,9,2,OO,6350,SFO,363,11.42,80,9
4,23,5,B6,707,JFK,1597,20.67,247,3
3,22,2,UA,1499,ORD,1440,20.17,226,22
10,20,4,OO,5550,SFO,262,13.65,79,104
0,30,3,AA,1635,JFK,1597,8.08,235,9
2,18,2,OH,5033,LGA,722,9.25,172,8
7,28,4,AA,2189,LGA,1097,7.50,175,22
8,4,4,WN,937,SFO,337,13.33,85,-11
1,28,4,UA,892,SFO,2586,10.63,327,17
0,19,6,AA,1243,ORD,1721,9.08,275,-8
3,21,1,B6,30,JFK,264,22.92,83,-4
11,23,2,UA,259,ORD,888,12.00,162,105
11,12,5,OO,6056,ORD,344,21.15,74,-15
7,2,6,UA,310,ORD,473,21.75,92,0
7,15,5,UA,520,ORD,783,7.20,124,-12
5,2,1,AA,1194,SJC,1829,13.33,250,-15
11,13,6,OO,5590,SFO,158,7.77,60,17
8,1,1,OH,6887,JFK,541,19.50,136,-23
11,26,5,AA,593,ORD,1440,16.75,235,173
7,29,5,UA,1499,ORD,1440,19.93,220,96
9,18,6,B6,375,LGA,1076,9.50,190,-14
4,26,1,UA,693,LGA,733,19.00,156,37
3,2,3,AA,85,JFK,2586,15.50,385,14
8,13,6,AA,743,LGA,1389,12.17,230,NA
4,7,3,AA,363,LGA,733,19.42,154,74
7,11,1,B6,183,JFK,2446,11.17,346,186
11,29,1,UA,266,ORD,240,18.75,70,20
11,19,5,UA,620,ORD,612,16.08,107,-7
3,15,2,AA,664,LGA,950,9.25,170,30
4,11,0,UA,1286,SFO,451,22.42,94,18
11,17,3,OO,5981,ORD,557,20.30,117,20
7,22,5,B6,1081,JFK,541,7.00,123,-3
3,10,4,AA,1282,SFO,1464,7.92,205,NA
5,24,2,OO,5899,ORD,122,13.22,50,-6
1,25,1,AA,309,LGA,733,8.17,155,13
11,26,5,WN,3069,SMF,605,13.33,115,35
11,27,6,AA,1855,LGA,887,8.33,175,-6
11,11,4,UA,546,ORD,867,19.75,137,21
7,8,5,AA,1612,SFO,1846,9.58,245,27
3,20,0,UA,133,SFO,337,8.67,93,-19
1,21,4,UA,257,ORD,1739,8.17,269,-25
10,29,6,UA,588,SJC,948,11.33,147,24
7,24,0,US,2187,LGA,214,19.00,73,-14
8,29,1,UA,548,SFO,599,12.80,109,-8
4,18,0,US,658,SFO,2521,10.83,326,-14
3,13,0,OO,6011,ORD,323,11.05,75,22
4,18,0,US,231,SJC,621,6.25,119,83
2,31,1,OO,6202,ORD,84,12.02,44,NA
0,15,2,OO,6391,TUS,451,17.07,96,-14
4,13,2,UA,597,ORD,334,20.15,83,153
0,25,5,OH,5059,JFK,264,12.12,92,-11
5,27,5,B6,365,LGA,1035,14.92,178,-25
3,21,1,OO,6388,SFO,522,16.63,93,-17
8,24,3,UA,19,JFK,2586,20.00,408,17
4,18,0,UA,477,ORD,1723,11.92,259,-24
0,6,0,WN,106,SFO,1855,13.17,250,36
2,20,4,AA,451,ORD,1846,10.17,285,35
1,22,5,OO,5942,ORD,654,16.70,109,83
2,12,3,OO,5438,SFO,199,10.42,65,-8
6,27,0,WN,2125,TUS,367,6.67,70,-6
6,21,1,UA,888,SFO,337,11.58,89,-17
5,7,6,UA,1452,ORD,1005,17.58,156,84
3,13,0,UA,685,LGA,733,15.00,162,152
9,14,2,B6,1107,JFK,426,16.58,120,-14
4,7,3,UA,1295,SFO,451,17.25,90,79
0,5,6,UA,77,SFO,2398,16.17,333,332
4,11,0,AA,2185,LGA,1097,6.00,170,-8
6,16,3,B6,1057,JFK,340,20.58,117,100
8,3,3,UA,248,ORD,235,18.33,85,100
11,21,0,OO,6063,ORD,179,13.23,55,134
11,27,6,OH,6759,LGA,292,11.58,98,NA
2,7,5,AA,2057,ORD,2072,7.83,270,17
5,19,4,AA,14,OGG,2486,21.33,300,78
4,20,2,US,26,OGG,2845,21.67,349,12
11,11,4,WN,1883,SMF,1790,13.42,235,-15
5,10,2,UA,692,ORD,733,20.33,129,53
5,4,3,UA,1575,ORD,1515,10.00,235,23
1,15,5,WN,274,SJC,296,18.42,60,-5
0,13,0,B6,1018,JFK,187,22.75,71,NA
0,24,4,OO,6369,TUS,751,7.32,138,0
6,28,1,B6,141,JFK,1028,6.58,158,NA
11,29,1,WN,2962,SMF,389,9.50,75,3
1,5,2,US,660,ORD,1440,14.08,231,-26
3,24,4,OH,5424,LGA,610,9.45,141,-19
7,17,0,B6,359,JFK,2465,18.67,371,24
5,30,1,AA,1051,LGA,431,16.42,105,106
5,19,4,WN,290,SJC,342,9.33,80,24
2,31,1,OO,5948,ORD,344,9.35,73,75
9,14,2,UA,1504,SFO,414,10.78,100,-7
6,23,3,B6,188,JFK,187,17.42,93,37
0,9,3,UA,893,JFK,2586,8.50,403,1
5,27,5,WN,1939,SMF,404,15.92,85,74
5,7,6,WN,346,SMF,358,8.50,70,-1
5,18,3,AA,2491,ORD,978,21.92,150,29
8,12,5,HA,195,OGG,100,18.78,34,-1
2,12,3,UA,831,ORD,1846,7.05,281,NA
5,15,0,AA,730,ORD,1182,12.17,185,232
5,11,3,UA,909,ORD,888,14.92,155,3
3,10,4,UA,334,ORD,296,19.47,72,187
9,10,5,OH,6719,JFK,301,12.58,89,8
0,22,2,OO,6093,SFO,326,20.48,72,104
7,16,6,AA,301,ORD,258,8.08,65,-13
1,5,2,OO,6004,ORD,116,16.63,51,NA
11,1,1,OO,6163,ORD,416,12.33,89,NA
10,2,0,B6,717,JFK,1597,8.98,240,-19
3,28,1,UA,612,ORD,612,12.00,103,27
7,13,3,AA,1339,ORD,1723,18.33,255,29
5,30,1,OO,6519,SJC,308,17.78,80,-19
0,21,1,UA,502,ORD,837,20.25,146,214
11,15,1,OO,5561,SFO,262,11.60,79,147
5,5,4,AA,309,LGA,733,7.83,140,25
9,31,5,UA,602,ORD,612,6.83,107,59
2,5,3,HA,529,OGG,100,13.00,34,-6
0,4,5,UA,320,ORD,403,9.75,92,-4
4,24,6,WN,854,SMF,605,7.00,105,-6
3,11,5,AA,485,ORD,585,20.58,110,NA
8,17,3,WN,670,SJC,308,6.67,75,-9
3,20,0,OO,5488,SFO,329,20.00,92,16
4,25,0,UA,714,SFO,1635,10.67,237,1
5,6,5,US,899,LGA,544,8.25,122,39
3,10,4,OO,6016,ORD,738,6.92,135,-16
11,21,0,UA,134,SFO,1846,8.87,253,-13
7,8,5,UA,635,ORD,416,8.77,85,-9
6,10,4,OH,5062,JFK,199,13.58,89,6
9,14,2,AA,2393,LGA,761,15.50,160,-25
2,25,2,AA,329,LGA,733,12.83,160,88
0,14,1,AA,301,LGA,733,6.00,150,NA
6,11,5,B6,1081,JFK,541,7.00,123,-13
5,11,3,OO,5492,SFO,77,17.25,46,-1
1,3,0,AA,21,JFK,2475,19.00,394,32
5,2,1,US,471,SFO,414,15.75,90,19
5,4,3,B6,19,JFK,1069,7.92,180,38
0,19,6,UA,1096,ORD,1182,10.92,179,52
6,23,3,B6,739,JFK,1617,23.98,234,217
11,28,0,B6,1069,JFK,1522,20.08,279,16
3,20,0,B6,1134,JFK,267,13.17,74,-13
4,11,0,WN,2616,SMF,358,20.67,70,34
7,21,4,UA,722,ORD,589,15.85,117,2
6,10,4,UA,139,ORD,1846,10.00,261,23
6,5,6,OO,5857,ORD,130,18.75,55,-12
10,21,5,AA,613,JFK,1090,18.92,205,49
1,12,2,B6,215,JFK,2465,16.08,370,33
2,9,0,UA,182,ORD,606,13.33,117,6
9,17,5,AA,865,TUS,813,8.00,125,-11
1,13,3,AA,971,JFK,1090,5.75,185,32
3,4,5,OO,5560,SFO,77,6.48,38,7
4,8,4,OO,6149,ORD,531,9.00,101,-2
11,10,3,OO,6380,SFO,522,10.70,98,-12
5,15,0,UA,798,ORD,528,19.67,106,NA
0,8,2,AA,411,LGA,1183,10.50,215,14
2,24,1,B6,735,JFK,1576,6.00,218,12
6,22,2,OH,5417,LGA,610,20.00,133,25
2,1,6,UA,894,SFO,967,9.00,151,-16
3,1,2,UA,686,ORD,733,15.00,136,105
2,27,4,OO,6001,ORD,416,15.42,89,NA
5,4,3,OO,3973,TUS,601,15.17,110,-11
9,8,3,OH,6359,JFK,760,21.48,174,-3
8,18,4,WN,1079,SJC,308,14.42,75,NA
5,5,4,AA,1544,SFO,1846,10.75,260,88
0,14,1,AA,1031,ORD,1236,18.83,195,85
11,17,3,OO,5847,ORD,409,13.23,89,23
5,13,5,WN,1077,SJC,417,17.33,80,42
11,25,4,AA,1843,ORD,1721,8.50,275,16
4,27,2,UA,121,ORD,1745,12.42,261,9
1,13,3,US,158,SMF,647,6.00,111,6
2,21,5,WN,3257,TUS,321,6.50,60,-11
4,30,5,AA,1479,SJC,342,18.58,75,149
9,27,1,AA,1135,LGA,764,8.50,150,7
3,16,3,UA,446,ORD,599,15.92,114,69
4,15,4,B6,1087,JFK,541,21.67,134,-14
9,28,2,UA,687,LGA,733,16.00,158,58
5,20,5,UA,1166,SFO,337,18.30,87,20
3,18,5,US,1781,LGA,544,14.67,117,32
6,7,1,AA,350,ORD,733,18.08,140,67
2,13,4,OO,3894,ORD,606,11.67,120,-4
2,9,0,AA,1067,ORD,925,9.58,165,8
11,21,0,UA,1281,SFO,337,18.58,95,70
3,2,3,HA,545,OGG,100,17.92,34,NA
7,13,3,UA,1675,ORD,2072,8.25,291,4
1,3,0,OO,5479,SFO,238,12.42,75,85
0,2,3,B6,713,JFK,1597,6.00,224,47
9,8,3,UA,155,ORD,1846,20.58,283,-15
9,13,1,OO,5847,ORD,978,13.28,159,2
6,24,4,UA,515,ORD,1781,20.55,262,-5
8,23,2,AA,1768,ORD,678,16.08,135,49
10,20,4,OO,6123,ORD,286,13.15,74,-7
2,1,6,HA,177,OGG,100,14.97,34,-3
9,9,4,UA,330,ORD,678,20.02,118,3
0,24,4,UA,1135,TUS,639,14.72,114,-24
7,11,1,B6,45,JFK,1005,8.00,172,25
0,1,2,UA,616,ORD,612,14.00,108,104
7,11,1,US,323,ORD,1515,8.50,229,-12
0,24,4,WN,3683,SJC,386,15.00,80,19
3,20,0,OO,5481,SFO,199,8.17,65,-11
5,15,0,HA,30,OGG,2640,14.50,320,-1
5,21,6,WN,2154,SMF,647,9.25,110,-2
