,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math
622,5.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,few hours a day,3.0,18.0,1.0,female,city,Less than 21,False
623,5.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,3.0,few hours a day,1.0,21.0,3.0,male,city,21+,False
624,5.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,few hours a day,1.0,21.0,1.0,female,city,21+,False
625,5.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,3.0,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False
626,5.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,less than an hour a day,4.0,22.0,0.0,female,village,21+,False
627,5.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,less than an hour a day,5.0,20.0,1.0,female,city,Less than 21,False
628,4.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,few hours a day,3.0,19.0,0.0,male,city,Less than 21,True
629,5.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,few hours a day,1.0,20.0,0.0,female,city,Less than 21,False
630,5.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False
631,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,few hours a day,2.0,18.0,1.0,female,village,Less than 21,True
632,5.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,few hours a day,2.0,17.0,1.0,male,village,Less than 21,False
633,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,less than an hour a day,2.0,21.0,2.0,male,city,21+,False
634,5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False
635,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,less than an hour a day,3.0,25.0,1.0,female,city,21+,False
636,5.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,few hours a day,1.0,24.0,2.0,male,village,21+,False
637,5.0,2.0,,4.0,5.0,5.0,1.0,2.0,3.0,less than an hour a day,2.0,29.0,1.0,male,village,21+,True
638,5.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,few hours a day,2.0,21.0,1.0,female,city,21+,False
639,5.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False
640,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,few hours a day,2.0,21.0,3.0,female,city,21+,False
641,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,most of the day,4.0,17.0,2.0,male,city,Less than 21,False
642,4.0,3.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,most of the day,4.0,22.0,0.0,male,city,21+,True
643,5.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,few hours a day,4.0,18.0,2.0,female,village,Less than 21,False
644,4.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,few hours a day,4.0,18.0,3.0,female,village,Less than 21,True
645,5.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,few hours a day,4.0,23.0,1.0,male,village,21+,False
646,4.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,few hours a day,3.0,22.0,1.0,male,city,21+,False
647,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,most of the day,3.0,21.0,0.0,female,village,21+,False
648,5.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,few hours a day,3.0,23.0,3.0,female,city,21+,False
649,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,few hours a day,2.0,17.0,1.0,female,city,Less than 21,False
650,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,few hours a day,3.0,20.0,1.0,male,city,Less than 21,True
651,5.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,few hours a day,5.0,22.0,1.0,male,city,21+,False
652,4.0,1.0,5.0,3.0,4.0,1.0,4.0,5.0,4.0,few hours a day,4.0,21.0,0.0,male,city,21+,True
653,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,4.0,few hours a day,5.0,22.0,0.0,female,village,21+,False
654,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,few hours a day,4.0,24.0,2.0,male,village,21+,False
655,5.0,4.0,5.0,1.0,3.0,1.0,4.0,4.0,4.0,few hours a day,3.0,19.0,1.0,female,village,Less than 21,False
656,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,few hours a day,3.0,18.0,1.0,female,city,Less than 21,True
657,5.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,most of the day,3.0,24.0,1.0,female,city,21+,False
658,5.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,few hours a day,4.0,22.0,3.0,male,city,21+,True
659,5.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,few hours a day,4.0,20.0,1.0,male,village,Less than 21,False
660,5.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,less than an hour a day,5.0,20.0,1.0,female,city,Less than 21,False
661,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,few hours a day,2.0,19.0,1.0,female,city,Less than 21,False
662,5.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,few hours a day,4.0,21.0,1.0,female,city,21+,True
663,5.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,no time at all,3.0,25.0,1.0,male,city,21+,False
664,5.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,few hours a day,4.0,28.0,1.0,female,village,21+,False
665,5.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False
666,5.0,1.0,4.0,3.0,1.0,5.0,2.0,5.0,3.0,few hours a day,2.0,20.0,2.0,female,city,Less than 21,False
667,5.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,few hours a day,4.0,23.0,1.0,male,city,21+,False
668,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,few hours a day,3.0,27.0,1.0,male,city,21+,True
669,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,few hours a day,4.0,21.0,1.0,male,village,21+,False
670,5.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,few hours a day,3.0,23.0,1.0,female,city,21+,False
671,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,few hours a day,3.0,22.0,2.0,female,city,21+,False
672,3.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,4.0,28.0,1.0,female,city,21+,False
673,4.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,less than an hour a day,4.0,22.0,2.0,female,city,21+,False
674,5.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,less than an hour a day,3.0,18.0,1.0,male,city,Less than 21,False
675,5.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,most of the day,3.0,25.0,1.0,female,city,21+,False
676,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,few hours a day,3.0,20.0,2.0,female,city,Less than 21,False
677,4.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,few hours a day,2.0,28.0,1.0,female,city,21+,True
678,5.0,1.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,few hours a day,3.0,23.0,1.0,female,city,21+,False
679,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,4.0,few hours a day,4.0,21.0,0.0,female,city,21+,False
680,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,few hours a day,3.0,25.0,1.0,female,city,21+,False
681,5.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,few hours a day,3.0,28.0,1.0,female,city,21+,False
682,4.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,few hours a day,1.0,19.0,4.0,male,village,Less than 21,True
683,5.0,1.0,5.0,4.0,1.0,5.0,,3.0,4.0,less than an hour a day,3.0,30.0,1.0,female,village,21+,False
684,5.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,few hours a day,2.0,28.0,1.0,female,village,21+,False
685,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,few hours a day,3.0,19.0,0.0,female,village,Less than 21,False
686,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,less than an hour a day,3.0,21.0,1.0,male,city,21+,False
687,5.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False
688,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False
689,5.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,few hours a day,4.0,18.0,1.0,male,city,Less than 21,False
690,5.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,few hours a day,3.0,18.0,1.0,male,city,Less than 21,False
691,5.0,2.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,less than an hour a day,2.0,17.0,0.0,female,city,Less than 21,False
692,5.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,few hours a day,3.0,21.0,1.0,male,city,21+,False
693,5.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,few hours a day,3.0,18.0,1.0,female,village,Less than 21,False
694,5.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,few hours a day,3.0,21.0,4.0,male,city,21+,True
695,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,few hours a day,3.0,23.0,0.0,female,city,21+,False
696,5.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,less than an hour a day,3.0,18.0,1.0,female,city,Less than 21,False
697,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,3.0,most of the day,2.0,20.0,1.0,female,city,Less than 21,True
698,5.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,5.0,most of the day,1.0,19.0,0.0,female,city,Less than 21,False
699,5.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False
700,5.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,3.0,few hours a day,4.0,26.0,3.0,female,village,21+,False
701,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,few hours a day,4.0,21.0,1.0,female,city,21+,False
702,5.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,most of the day,3.0,19.0,2.0,male,city,Less than 21,True
703,4.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,few hours a day,1.0,23.0,1.0,male,city,21+,False
704,5.0,2.0,5.0,2.0,1.0,4.0,5.0,3.0,3.0,less than an hour a day,3.0,21.0,2.0,female,village,21+,False
705,5.0,3.0,5.0,4.0,4.0,5.0,1.0,1.0,4.0,few hours a day,3.0,22.0,1.0,female,village,21+,True
706,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,few hours a day,1.0,18.0,2.0,male,city,Less than 21,False
707,5.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,few hours a day,4.0,21.0,1.0,female,village,21+,False
708,5.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,2.0,few hours a day,3.0,23.0,1.0,male,city,21+,False
709,5.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,less than an hour a day,2.0,17.0,0.0,female,city,Less than 21,False
710,4.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,few hours a day,4.0,20.0,1.0,female,city,Less than 21,True
711,4.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0,few hours a day,4.0,22.0,1.0,female,village,21+,False
712,5.0,1.0,5.0,1.0,1.0,3.0,5.0,1.0,4.0,few hours a day,3.0,20.0,1.0,female,village,Less than 21,False
713,5.0,2.0,3.0,5.0,1.0,3.0,5.0,3.0,3.0,most of the day,1.0,19.0,2.0,female,village,Less than 21,False
714,5.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,less than an hour a day,5.0,25.0,0.0,female,village,21+,False
715,4.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,few hours a day,3.0,29.0,1.0,male,village,21+,False
716,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,less than an hour a day,5.0,29.0,2.0,male,village,21+,True
717,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,few hours a day,3.0,17.0,1.0,female,city,Less than 21,False
718,5.0,,5.0,3.0,1.0,4.0,5.0,4.0,3.0,less than an hour a day,3.0,17.0,1.0,female,city,Less than 21,False
719,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,few hours a day,2.0,19.0,2.0,male,city,Less than 21,True
720,4.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False
721,5.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,5.0,less than an hour a day,4.0,20.0,3.0,female,city,Less than 21,False
722,5.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,few hours a day,3.0,21.0,0.0,female,city,21+,False
723,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,4.0,few hours a day,,18.0,1.0,female,city,Less than 21,False
724,4.0,2.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,Less than 21,False
725,5.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,few hours a day,1.0,19.0,0.0,male,village,Less than 21,False
726,5.0,4.0,5.0,2.0,1.0,5.0,3.0,5.0,3.0,less than an hour a day,2.0,20.0,2.0,male,city,Less than 21,False
727,5.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,less than an hour a day,3.0,19.0,1.0,male,village,Less than 21,False
728,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,few hours a day,1.0,18.0,1.0,female,village,Less than 21,True
729,5.0,3.0,,4.0,4.0,5.0,2.0,3.0,4.0,few hours a day,3.0,18.0,1.0,male,city,Less than 21,True
730,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,2.0,few hours a day,,16.0,1.0,female,village,Less than 21,False
731,5.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,few hours a day,4.0,18.0,1.0,female,city,Less than 21,True
732,5.0,2.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,few hours a day,3.0,19.0,0.0,female,village,Less than 21,False
733,4.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,most of the day,3.0,24.0,2.0,female,village,21+,True
734,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,less than an hour a day,5.0,19.0,3.0,female,city,Less than 21,True
735,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,no time at all,5.0,,1.0,female,village,21+,False
736,4.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False
737,5.0,3.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,most of the day,3.0,21.0,0.0,female,city,21+,False
738,5.0,,5.0,1.0,4.0,4.0,1.0,2.0,3.0,few hours a day,2.0,23.0,2.0,male,city,21+,True
739,5.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,few hours a day,4.0,23.0,0.0,male,city,21+,True
740,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,less than an hour a day,3.0,17.0,1.0,male,city,Less than 21,False
741,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,few hours a day,3.0,18.0,3.0,female,city,Less than 21,True
742,5.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,few hours a day,1.0,26.0,5.0,male,village,21+,True
743,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,few hours a day,1.0,22.0,0.0,male,city,21+,False
744,5.0,,5.0,3.0,1.0,3.0,1.0,4.0,2.0,less than an hour a day,2.0,22.0,2.0,male,city,21+,False
745,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,most of the day,3.0,25.0,2.0,male,village,21+,True
746,5.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,few hours a day,3.0,21.0,1.0,female,city,21+,True
747,5.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,few hours a day,4.0,18.0,2.0,female,city,Less than 21,False
748,5.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,less than an hour a day,3.0,15.0,2.0,female,city,Less than 21,False
749,5.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,few hours a day,3.0,17.0,0.0,male,city,Less than 21,False
750,5.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,less than an hour a day,4.0,22.0,6.0,female,city,21+,True
751,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,few hours a day,4.0,21.0,1.0,female,city,21+,False
752,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,few hours a day,1.0,21.0,3.0,female,village,21+,False
753,5.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,3.0,few hours a day,2.0,19.0,3.0,female,village,Less than 21,False
754,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,few hours a day,1.0,26.0,1.0,male,city,21+,True
755,5.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,few hours a day,3.0,26.0,1.0,female,city,21+,True
756,5.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,few hours a day,4.0,25.0,2.0,male,city,21+,False
757,5.0,5.0,5.0,2.0,1.0,4.0,2.0,3.0,3.0,few hours a day,4.0,19.0,3.0,female,village,Less than 21,False
758,5.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,village,Less than 21,False
759,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,few hours a day,4.0,18.0,0.0,male,village,Less than 21,True
760,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,few hours a day,4.0,25.0,1.0,female,city,21+,False
761,5.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,few hours a day,1.0,23.0,1.0,male,city,21+,False
762,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,4.0,less than an hour a day,2.0,24.0,1.0,male,city,21+,False
763,5.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,few hours a day,3.0,20.0,3.0,male,village,Less than 21,False
764,5.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,less than an hour a day,4.0,19.0,2.0,female,village,Less than 21,False
765,5.0,2.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,few hours a day,4.0,18.0,1.0,male,village,Less than 21,False
766,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,most of the day,4.0,25.0,2.0,female,city,21+,False
767,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,few hours a day,3.0,22.0,2.0,male,city,21+,False
768,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,few hours a day,2.0,26.0,1.0,male,city,21+,False
769,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,less than an hour a day,4.0,19.0,0.0,female,city,Less than 21,True
770,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,less than an hour a day,3.0,16.0,2.0,female,city,Less than 21,False
771,5.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,few hours a day,4.0,18.0,0.0,male,city,Less than 21,False
772,5.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,3.0,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False
773,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,less than an hour a day,3.0,17.0,0.0,female,city,Less than 21,False
774,3.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,most of the day,2.0,20.0,0.0,female,city,Less than 21,False
775,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,few hours a day,1.0,19.0,3.0,female,city,Less than 21,False
776,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,few hours a day,4.0,25.0,1.0,male,village,21+,False
777,5.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False
778,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,few hours a day,2.0,18.0,0.0,female,city,Less than 21,False
779,5.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,less than an hour a day,2.0,17.0,0.0,female,village,Less than 21,False
780,5.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,3.0,few hours a day,3.0,18.0,1.0,male,city,Less than 21,True
781,4.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,less than an hour a day,2.0,20.0,1.0,female,city,Less than 21,False
782,5.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,most of the day,4.0,17.0,3.0,female,village,Less than 21,False
783,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,few hours a day,4.0,21.0,1.0,male,village,21+,False
784,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,4.0,few hours a day,2.0,19.0,1.0,male,city,Less than 21,False
785,4.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,2.0,few hours a day,2.0,19.0,0.0,male,city,Less than 21,False
786,5.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,few hours a day,3.0,19.0,0.0,male,city,Less than 21,False
787,5.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,4.0,few hours a day,2.0,16.0,1.0,male,city,Less than 21,False
788,5.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,less than an hour a day,4.0,18.0,2.0,female,city,Less than 21,False
789,5.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,most of the day,2.0,19.0,3.0,male,village,Less than 21,False
790,5.0,4.0,5.0,3.0,3.0,1.0,2.0,5.0,2.0,few hours a day,4.0,20.0,,female,village,Less than 21,False
791,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,few hours a day,1.0,19.0,1.0,female,city,Less than 21,False
792,5.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,less than an hour a day,3.0,21.0,1.0,male,village,21+,False
793,2.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,5.0,few hours a day,4.0,24.0,2.0,male,city,21+,True
794,4.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,less than an hour a day,5.0,23.0,1.0,male,city,21+,False
795,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,most of the day,5.0,30.0,0.0,female,city,21+,True
796,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,less than an hour a day,4.0,27.0,3.0,male,city,21+,True
797,5.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False
798,5.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,few hours a day,3.0,18.0,2.0,female,city,Less than 21,False
799,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,few hours a day,4.0,18.0,2.0,male,city,Less than 21,True
800,5.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,few hours a day,5.0,17.0,2.0,male,city,Less than 21,True
801,4.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,less than an hour a day,1.0,30.0,1.0,female,village,21+,False
802,5.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,few hours a day,4.0,19.0,0.0,female,city,Less than 21,False
803,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,most of the day,3.0,27.0,5.0,female,village,21+,False
804,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,most of the day,1.0,21.0,1.0,female,village,21+,False
805,5.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,few hours a day,3.0,17.0,3.0,female,city,Less than 21,False
806,1.0,1.0,5.0,5.0,1.0,5.0,1.0,2.0,3.0,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False
807,3.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,2.0,few hours a day,3.0,20.0,0.0,male,city,Less than 21,False
808,5.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,few hours a day,2.0,20.0,1.0,male,city,Less than 21,False
809,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,most of the day,2.0,18.0,0.0,male,city,Less than 21,False
810,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,3.0,few hours a day,1.0,20.0,1.0,male,city,Less than 21,False
811,5.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,few hours a day,4.0,20.0,1.0,male,city,Less than 21,False
812,5.0,1.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,few hours a day,1.0,17.0,1.0,female,city,Less than 21,False
813,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,few hours a day,1.0,19.0,1.0,male,city,Less than 21,False
814,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,few hours a day,2.0,20.0,1.0,female,city,Less than 21,False
815,5.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,few hours a day,3.0,20.0,1.0,male,city,Less than 21,True
816,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,few hours a day,2.0,21.0,0.0,male,city,21+,False
817,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,most of the day,3.0,23.0,0.0,male,city,21+,False
818,4.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,few hours a day,2.0,24.0,2.0,male,village,21+,False
819,5.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,less than an hour a day,4.0,17.0,0.0,female,city,Less than 21,False
820,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,few hours a day,2.0,18.0,1.0,female,city,Less than 21,False
821,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,few hours a day,1.0,17.0,1.0,male,city,Less than 21,False
822,5.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,few hours a day,4.0,19.0,1.0,female,city,Less than 21,False
823,5.0,3.0,4.0,4.0,1.0,1.0,2.0,5.0,2.0,few hours a day,2.0,21.0,0.0,male,city,21+,False
824,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,most of the day,4.0,29.0,1.0,female,city,21+,False
825,4.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,few hours a day,2.0,21.0,1.0,female,city,21+,False
826,5.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,few hours a day,1.0,20.0,1.0,female,village,Less than 21,False
827,5.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,few hours a day,1.0,20.0,1.0,female,city,Less than 21,False
828,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,few hours a day,4.0,19.0,1.0,male,village,Less than 21,False
829,5.0,1.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,few hours a day,3.0,20.0,0.0,female,city,Less than 21,False
