host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
100%,67%,1,2,Private room,1.0,1.0,1.0,$90.00,$15.00,$95.00,1,1125,98,38.928311570976106,-77.02443466750105,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,$25.00,,2,1125,15,38.92332449282119,-77.03186975061482,Washington,20009,DC
100%,78%,6,2,Private room,1.0,1.5,1.0,$85.00,,,2,120,3,38.93260815824779,-77.02668987988184,Washington,20010,DC
90%,67%,1,2,Private room,1.0,1.0,1.0,$30.00,$30.00,$300.00,2,28,0,38.93302867420936,-77.02614050796315,Washington,20010,DC
83%,67%,1,2,Entire home/apt,0.0,1.0,2.0,$95.00,$25.00,$300.00,1,1125,5,38.927648508433826,-77.03567565851917,Washington,20009,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$60.00,$35.00,$100.00,1,15,5,38.9336223740561,-77.03082342375086,Washington,20010,DC
100%,67%,1,2,Entire home/apt,1.0,1.0,2.0,$85.00,$75.00,$150.00,3,1200,1,38.933940215146215,-77.03312320875729,Washington,20010,DC
94%,100%,1,2,Shared room,1.0,1.0,1.0,$50.00,,,1,3,8,38.9317497713942,-77.02952117696441,Washington,20010,DC
20%,75%,1,2,Entire home/apt,0.0,1.0,1.0,$120.00,,,1,1125,8,38.9221870184621,-77.03247523223985,Washington,20009,DC
100%,25%,2,3,Entire home/apt,2.0,2.0,1.0,$140.00,$75.00,$150.00,2,1125,7,38.931680714169296,-77.0447393283598,Washington,20010,DC
,,1,4,Entire home/apt,2.0,1.0,1.0,$299.00,,,2,1125,5,38.9337648216458,-77.03148846807397,Washington,20010,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$85.00,$30.00,$250.00,1,92,2,38.925691646966406,-77.03261582239385,Washington,20009,DC
100%,100%,1,6,Entire home/apt,2.0,2.0,3.0,$175.00,$65.00,$850.00,1,1125,62,38.92757219248325,-77.03360355076309,Washington,20009,DC
100%,100%,6,6,Entire home/apt,2.0,1.0,2.0,$165.00,$135.00,$200.00,3,30,0,38.93138338994083,-77.03048859482092,Washington,20010,DC
94%,89%,1,4,Private room,1.0,1.0,2.0,$54.00,$9.00,,1,1125,53,38.92798283457203,-77.03090576573003,Washington,20010,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$49.00,$29.00,,2,30,23,38.92507766600104,-77.02643637951536,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$129.00,$30.00,,2,7,16,38.92321476752637,-77.03617385633329,Washington,20009,DC
67%,0%,2,3,Entire home/apt,1.0,1.0,1.0,$110.00,$40.00,$150.00,3,365,34,38.93149644774193,-77.0408949184563,Washington,20010,DC
100%,60%,3,4,Entire home/apt,1.0,1.0,2.0,$150.00,$75.00,,4,1125,3,38.929750977121614,-77.02577034801648,Washington,20010,DC
100%,100%,2,6,Entire home/apt,0.0,1.0,1.0,$119.00,$35.00,$200.00,1,30,161,38.925255288000066,-77.02758260795801,Washington,20009,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$55.00,,,1,1125,8,38.930914682920665,-77.0364035394158,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$168.00,$25.00,$200.00,3,14,31,38.92860487278788,-77.02923424952067,Washington,20010,DC
50%,67%,1,1,Private room,1.0,1.0,1.0,$55.00,,,5,1125,0,38.93168466818828,-77.03606976502749,Washington,20010,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$90.00,,,1,1125,6,38.92647666154957,-77.02935618811439,Washington,20009,DC
86%,63%,2,2,Entire home/apt,0.0,1.0,1.0,$105.00,$60.00,$150.00,1,1125,28,38.92355562282621,-77.03592355698233,Washington,20009,DC
89%,33%,1,2,Entire home/apt,1.0,1.0,1.0,$109.00,,,1,3,2,38.93314735228452,-77.03082208544423,Washington,20010,DC
100%,83%,1,2,Entire home/apt,1.0,1.0,1.0,$85.00,$50.00,$500.00,1,1125,9,38.9337300008671,-77.03041661286218,Washington,20010,DC
70%,80%,1,3,Entire home/apt,1.0,1.0,1.0,$120.00,,,1,1125,1,38.9276109634556,-77.0272480454612,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$104.00,$45.00,$250.00,2,1125,19,38.933679926102855,-77.03216221311865,Washington,20010,DC
100%,100%,2,2,Entire home/apt,0.0,1.0,1.0,$90.00,$20.00,,2,180,5,38.935691405911996,-77.04235191567442,Washington,20010,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$97.00,$120.00,,1,1125,0,38.93539913042789,-77.02403258480078,Washington,20010,DC
,,1,1,Private room,1.0,1.0,1.0,$130.00,,,1,1125,0,38.93121538466646,-77.02308239512499,Washington,20010,DC
100%,100%,2,2,Private room,1.0,2.5,1.0,$100.00,,,1,4,1,38.93095578803526,-77.02827576144732,Washington,20010,DC
33%,67%,1,3,Entire home/apt,1.0,1.0,2.0,$85.00,$25.00,,1,2,0,38.936451303031546,-77.0203773447119,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$89.00,$40.00,"$1,000.00",4,1125,1,38.927349278883256,-77.03779093376335,Washington,20009,DC
100%,100%,1,4,Entire home/apt,2.0,1.0,2.0,$129.00,,$100.00,3,8,49,38.92758259128205,-77.02472436253444,Washington,20001,DC
,,1,2,Private room,1.0,1.0,1.0,$90.00,$15.00,,1,1125,0,38.93209959782608,-77.02556422936176,Washington,20010,DC
100%,100%,1,1,Private room,1.0,1.5,1.0,$67.00,$25.00,,5,60,22,38.93104706034392,-77.02474067262199,Washington,20010,DC
100%,100%,1,3,Private room,1.0,1.5,2.0,$89.00,$20.00,$100.00,1,30,40,38.93401333899715,-77.04430338380298,Washington,20010,DC
100%,89%,1,2,Private room,1.0,1.0,2.0,$63.00,,,1,1125,13,38.92871042939285,-77.02780089836008,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$65.00,$12.00,,2,1125,13,38.93456437361731,-77.02278385764507,Washington,20010,DC
100%,100%,1,3,Entire home/apt,3.0,2.0,2.0,$120.00,,,1,1125,0,38.929771613301526,-77.02690764385021,Washington,20010,DC
86%,100%,3,4,Entire home/apt,2.0,2.0,2.0,$85.00,,$100.00,7,30,6,38.93160911954588,-77.02343846427394,Washington,20010,DC
100%,75%,1,2,Entire home/apt,0.0,1.0,1.0,$99.00,$25.00,,2,1125,31,38.93170629848729,-77.0375381080805,Washington,20010,DC
67%,0%,2,4,Entire home/apt,3.0,1.0,3.0,$250.00,$100.00,$500.00,5,1125,0,38.928214707161544,-77.03962867585496,Washington,20010,DC
100%,100%,5,8,Entire home/apt,3.0,1.5,5.0,$425.00,$200.00,$400.00,3,27,3,38.92736383080996,-77.02660069839213,Washington,20001,DC
,,1,3,Entire home/apt,0.0,1.0,1.0,$65.00,$25.00,,2,7,1,38.92885140986295,-77.02748534352943,Washington,20009,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$59.00,$29.00,,2,2000,92,38.92181339817966,-77.02472216034226,Washington,20001,DC
100%,100%,2,4,Entire home/apt,2.0,2.0,2.0,$175.00,$125.00,,3,1125,0,38.92752817974481,-77.02951182642552,Washington,20009,DC
96%,88%,3,1,Private room,1.0,1.0,1.0,$49.00,,,4,180,0,38.9316777891231,-77.02752435756163,Washington,20010,DC
83%,86%,1,2,Entire home/apt,1.0,1.0,1.0,$69.00,$40.00,$250.00,1,1125,6,38.928008020950564,-77.03264272102693,Washington,20010,DC
100%,100%,3,3,Entire home/apt,1.0,1.0,1.0,$171.00,$80.00,,3,1125,0,38.93326269579108,-77.03073445547805,Washington,20010,DC
100%,98%,4,7,Entire home/apt,2.0,2.5,4.0,$209.00,$120.00,$150.00,2,1125,10,38.934185254311146,-77.02717276142066,Washington,20010,DC
75%,60%,1,2,Entire home/apt,0.0,1.0,1.0,$70.00,,,1,1125,0,38.92257263483336,-77.0359850660692,Washington,20009,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$94.00,,,1,1125,0,38.93152469791715,-77.02016633027998,Washington,20010,DC
100%,,1,1,Shared room,1.0,1.0,1.0,$25.00,,,1,1125,1,38.932531962064736,-77.02651327783244,Washington,20010,DC
43%,100%,1,2,Private room,1.0,1.0,1.0,$60.00,$10.00,,1,14,12,38.93657848718684,-77.03659434131231,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$149.00,$45.00,$200.00,1,1125,5,38.920750120056034,-77.03268844561327,Washington,20009,DC
,,1,5,Entire home/apt,1.0,2.0,1.0,$136.00,,$200.00,7,14,1,38.93191526622486,-77.02533737887795,Washington,20010,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$90.00,$30.00,,1,1125,9,38.9335131376258,-77.04636448807916,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,$40.00,$200.00,1,1125,13,38.9327071820922,-77.02025593474968,Washington,20010,DC
,,1,7,Entire home/apt,3.0,2.0,3.0,$750.00,,,2,2,0,38.92691646158149,-77.03665444426431,Washington,20009,DC
100%,57%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,,,2,1125,10,38.93212619781236,-77.03364293378252,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$80.00,$20.00,,2,13,2,38.92780831537424,-77.04176323580928,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,2.0,$101.00,$25.00,,5,1125,4,38.92439338461927,-77.02992423487288,Washington,20009,DC
85%,88%,1,2,Entire home/apt,1.0,1.0,1.0,$90.00,,,2,1125,12,38.92453045602265,-77.02812081282691,Washington,20009,DC
100%,80%,1,1,Shared room,1.0,1.0,1.0,$40.00,,$100.00,2,1125,105,38.93087517460523,-77.02775561698962,Washington,20010,DC
100%,80%,2,4,Entire home/apt,2.0,1.0,2.0,$124.00,$30.00,$200.00,3,1125,11,38.92722415300685,-77.0360138365954,Washington,20009,DC
100%,93%,3,2,Private room,1.0,1.0,1.0,$75.00,$20.00,,1,1125,7,38.925484660987905,-77.02964457629942,Washington,20009,DC
100%,47%,1,2,Private room,1.0,1.0,1.0,$70.00,,,1,7,33,38.928255496160496,-77.03439671650885,Washington,20009,DC
90%,100%,1,2,Private room,1.0,1.0,1.0,$85.00,$65.00,$100.00,2,1125,13,38.9318755576014,-77.02600556382127,Washington,20010,DC
100%,67%,1,2,Private room,1.0,2.0,1.0,$70.00,,,1,1125,1,38.928780153009576,-77.0345309634733,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$109.00,$25.00,,3,1125,25,38.92779417659034,-77.03757879927797,Washington,20009,DC
50%,,1,3,Entire home/apt,1.0,1.0,2.0,$98.00,$100.00,$200.00,1,1125,1,38.93149607732336,-77.03784643555935,Washington,20010,DC
100%,100%,1,5,Entire home/apt,2.0,2.5,3.0,$280.00,$100.00,"$1,000.00",2,30,1,38.93423277727296,-77.03013875942743,Washington,20010,DC
80%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$80.00,$70.00,$500.00,3,180,2,38.92163647147557,-77.03479494386556,Washington,20009,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$65.00,,,1,1125,1,38.933558093302935,-77.0260527188242,Washington,20010,DC
100%,78%,6,2,Private room,1.0,1.0,1.0,$65.00,,,2,1125,113,38.936740928185024,-77.01994745176361,Washington,20011,DC
53%,92%,1,2,Entire home/apt,1.0,1.0,1.0,$152.00,,,2,7,12,38.924396689447605,-77.03475001239184,Washington,20009,DC
,,1,2,Entire home/apt,2.0,1.5,1.0,$125.00,$100.00,,7,1125,0,38.9308687076301,-77.03067337238284,Washington,20010,DC
90%,88%,1,4,Entire home/apt,0.0,1.0,2.0,$94.00,$30.00,$100.00,1,30,51,38.930493475379365,-77.0427898270296,Washington,20010,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$135.00,$75.00,$200.00,2,1125,64,38.92770497267435,-77.03122130574233,Washington,20009,DC
88%,100%,2,4,Entire home/apt,2.0,1.0,3.0,$220.00,$100.00,$400.00,2,1125,4,38.926518786255336,-77.02860105787228,Washington,20009,DC
,,1,2,Private room,1.0,1.0,1.0,$125.00,,,1,1125,22,38.92134364315753,-77.02924166713207,Washington,20009,DC
100%,100%,1,3,Entire home/apt,0.0,1.0,2.0,$125.00,$60.00,$500.00,3,1125,15,38.931343271334796,-77.03584080538917,Washington,20010,DC
71%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$135.00,$20.00,$300.00,3,365,13,38.92999205149441,-77.03493110524784,"Washington, D.C.",20010,DC
,,1,4,Entire home/apt,1.0,1.0,2.0,$143.00,$55.00,,1,60,32,38.93436430544336,-77.03992099752733,Washington,20009,DC
,,1,2,Private room,1.0,1.0,1.0,$149.00,,,4,365,8,38.929212230357926,-77.04086869107375,Washington,20010,DC
100%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,,1,1125,9,38.93128455705049,-77.0336483044337,Washington,20010,DC
91%,100%,1,2,Entire home/apt,1.0,1.0,2.0,$115.00,$50.00,$150.00,1,1125,3,38.93191054064717,-77.03472319114113,Washington,20010,DC
,,1,2,Entire home/apt,0.0,1.0,1.0,$100.00,,,1,1125,0,38.932687624533074,-77.03843884817469,Washington,20010,DC
100%,100%,3,2,Entire home/apt,0.0,1.0,1.0,$148.00,$60.00,,3,1125,0,38.933656142293074,-77.0306006791746,Washington,20010,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$90.00,,,1,1125,4,38.926988777375385,-77.03723662994851,Washington,20009,DC
60%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$103.00,$60.00,$350.00,2,1125,45,38.920942293738094,-77.03357055066834,Washington,20009,DC
,,1,2,Private room,1.0,1.0,1.0,$85.00,$30.00,,1,1125,0,38.92392747067465,-77.02771878583835,Washington,20009,DC
50%,,1,2,Private room,1.0,1.0,1.0,$80.00,$45.00,$250.00,1,1125,10,38.92836598774685,-77.02799223434462,Washington,20009,DC
91%,90%,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,,2,40,14,38.9359837948233,-77.02116049441504,Washington,20010,DC
71%,100%,1,2,Private room,1.0,1.0,1.0,$75.00,,,1,1125,30,38.93387118376098,-77.03672094319802,Washington,20010,DC
83%,75%,3,6,Entire home/apt,2.0,2.0,3.0,$250.00,$100.00,,5,730,0,38.93144808052533,-77.02931077934635,Washington,20010,DC
90%,100%,3,2,Private room,1.0,1.0,1.0,$115.00,,,2,1125,6,38.92747879799492,-77.02309777032431,Washington,20001,DC
43%,100%,1,2,Shared room,1.0,1.0,1.0,$48.00,$25.00,$100.00,1,1125,4,38.93055695458506,-77.03814454385653,Washington,20010,DC
90%,80%,1,4,Entire home/apt,1.0,1.0,2.0,$120.00,$30.00,$100.00,2,14,4,38.934730998364586,-77.02862821039359,Washington,20010,DC
83%,,1,4,Entire home/apt,1.0,1.0,1.0,$117.00,$20.00,$214.00,4,60,15,38.93159147030482,-77.04168699515837,Washington,20010,DC
80%,50%,1,5,Entire home/apt,2.0,2.0,2.0,$145.00,$50.00,$400.00,2,1125,12,38.93080062017419,-77.0431673296467,Washington,20010,DC
100%,100%,1,6,Entire home/apt,2.0,1.0,2.0,$148.00,$65.00,$200.00,1,1125,54,38.93030478566272,-77.04219574669689,Washington,20010,DC
100%,88%,2,8,Entire home/apt,4.0,4.5,4.0,$600.00,$150.00,$500.00,1,1125,32,38.92718674205921,-77.03272670647348,"Washington, D.C.",20010,DC
,,1,2,Private room,1.0,1.0,1.0,$53.00,,,1,1125,0,38.92878425399093,-77.03019810522363,Washington,20010,DC
100%,75%,1,6,Entire home/apt,2.0,2.0,2.0,$199.00,$65.00,,1,3,25,38.92090956936143,-77.02811377547624,"Washington, D.C.",20001,DC
100%,,1,1,Entire home/apt,0.0,1.0,1.0,$60.00,,,1,1125,0,38.933582576754134,-77.03574075298619,Washington,20010,DC
100%,90%,3,3,Private room,1.0,1.0,1.0,$145.00,,$150.00,2,1125,0,38.928213259017724,-77.03317528027605,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$99.00,,,5,1125,0,38.93395353510217,-77.02869460918639,Washington,20010,DC
100%,100%,1,6,Entire home/apt,2.0,1.0,3.0,$150.00,$50.00,,1,1125,1,38.93179292996045,-77.02907377162802,Washington,20010,DC
64%,75%,1,2,Entire home/apt,0.0,1.0,2.0,$65.00,,$400.00,1,1125,1,38.92796233568886,-77.03978968163408,Washington,20009,DC
99%,89%,25,5,Entire home/apt,2.0,1.0,3.0,$119.00,$90.00,$300.00,3,1125,10,38.933950049105675,-77.03074527394485,Washington,20010,DC
100%,100%,1,4,Entire home/apt,2.0,1.0,2.0,$145.00,,,3,1125,4,38.92814970131188,-77.03769182988447,Washington,20009,DC
100%,80%,1,2,Entire home/apt,1.0,1.0,1.0,$80.00,,,1,1125,3,38.92852356289536,-77.03386884721284,Washington,20009,DC
78%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$125.00,$60.00,,1,1125,5,38.93090494982549,-77.04048446803995,Washington,20010,DC
100%,90%,3,3,Private room,1.0,1.0,1.0,$75.00,,$150.00,2,1125,1,38.928511022628825,-77.0339852779036,Washington,20009,DC
50%,,1,2,Entire home/apt,0.0,1.0,1.0,$100.00,$27.00,$100.00,2,1125,2,38.93184014874989,-77.03826955985964,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$125.00,$50.00,$500.00,1,1125,16,38.93558956419211,-77.04223284625947,"Washington, D.C.",20010,DC
100%,88%,1,2,Entire home/apt,1.0,1.0,1.0,$75.00,$15.00,,1,1125,8,38.933329060364734,-77.02611502558888,Washington,20010,DC
,,1,1,Private room,1.0,1.0,1.0,$90.00,,,1,5,2,38.93611905748218,-77.03438125721208,Washington,20010,DC
100%,96%,1,2,Entire home/apt,1.0,1.0,1.0,$115.00,$45.00,,1,1125,14,38.931742620060255,-77.02349024907349,Washington,20010,DC
100%,78%,6,2,Private room,1.0,1.5,1.0,$75.00,,,2,30,25,38.93412436109261,-77.02820993461678,Washington,20010,DC
100%,90%,3,5,Entire home/apt,2.0,1.0,2.0,$225.00,,$300.00,2,1125,0,38.92791111907643,-77.03326327068247,Washington,20009,DC
,,1,1,Private room,1.0,0.5,1.0,$45.00,,,1,1125,3,38.932779039621245,-77.02933259334276,Washington,20010,DC
100%,83%,1,2,Entire home/apt,0.0,1.0,1.0,$125.00,$25.00,$100.00,1,9,12,38.922437653248465,-77.03454597222088,Washington,20009,DC
100%,93%,3,6,Entire home/apt,2.0,1.0,2.0,$200.00,$25.00,$100.00,1,1125,0,38.926803174713434,-77.02907028481653,Washington,20009,DC
,,1,4,Private room,1.0,1.0,1.0,$90.00,,,3,21,1,38.92748390393591,-77.03312669565456,Washington,20009,DC
97%,56%,2,1,Shared room,1.0,,,$40.00,,,1,1125,0,38.92302305943189,-77.03364149203355,Washington,20009,DC
100%,100%,3,5,Entire home/apt,2.0,2.0,2.0,$258.00,$100.00,,3,1125,0,38.931951757522135,-77.0292019740403,Washington,20010,DC
100%,50%,1,2,Private room,1.0,1.0,1.0,$65.00,,$95.00,2,1125,2,38.93335933673824,-77.03269183126834,Washington,20010,DC
98%,95%,3,2,Shared room,1.0,1.0,1.0,$49.00,,,1,1125,5,38.923726311563634,-77.03649393092856,Washington,20009,DC
100%,67%,1,8,Entire home/apt,3.0,2.0,5.0,$450.00,$200.00,,3,730,10,38.9254949748549,-77.03364974012996,Washington,20009,DC
100%,,1,8,Entire home/apt,3.0,2.5,4.0,$325.00,$65.00,$325.00,2,14,16,38.93515516128645,-77.04503466332616,"Washington, D.C.",20010,DC
84%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$150.00,$50.00,$100.00,1,1125,1,38.92564607297135,-77.03345581584215,Washington,20009,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$50.00,,,1,1125,0,38.92890359268979,-77.0282782985646,Washington,20010,DC
100%,100%,1,2,Private room,1.0,2.0,1.0,$56.00,$20.00,,2,1125,4,38.92892660611735,-77.03503421209712,Washington,20009,DC
63%,80%,1,7,Entire home/apt,1.0,1.0,3.0,$178.00,,,1,1125,3,38.93172201362767,-77.03738968422662,Washington,20010,DC
100%,81%,9,2,Entire home/apt,,1.0,1.0,$129.00,$200.00,$500.00,3,900,14,38.926162656330774,-77.03641706679575,Washington,20009,DC
100%,91%,2,6,Entire home/apt,2.0,1.0,4.0,$120.00,$130.00,$300.00,2,1125,0,38.933671574531395,-77.02039198354842,Washington,20010,DC
80%,83%,1,2,Entire home/apt,0.0,1.0,1.0,$80.00,$50.00,,1,9,5,38.92866812684755,-77.02117308962795,Washington,20001,DC
,,1,3,Entire home/apt,1.0,1.0,1.0,$99.00,$40.00,,2,93,27,38.93402609638317,-77.03982901618383,"Washington, D.C.",20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$100.00,,,1,1125,4,38.928997962519524,-77.02654093599561,Washington,20001,DC
99%,98%,222,6,Entire home/apt,3.0,1.5,3.0,$135.00,$95.00,$300.00,3,1125,4,38.92518270897296,-77.02288616630298,Washington,20001,DC
,,1,2,Private room,1.0,1.0,1.0,$125.00,,,1,1125,1,38.92760466544584,-77.03926480030661,Washington,20009,DC
80%,100%,1,1,Private room,1.0,1.0,1.0,$55.00,$30.00,$300.00,2,14,1,38.929687787902296,-77.04034391893315,Washington,20010,DC
100%,95%,5,2,Private room,1.0,1.0,1.0,$79.00,$30.00,,1,1125,4,38.93065413963946,-77.03806356424245,Washington,20010,DC
50%,0%,1,3,Entire home/apt,2.0,1.0,2.0,$99.00,$25.00,$95.00,1,1125,4,38.93675514166407,-77.03626333908986,Washington,20010,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$85.00,$35.00,$150.00,2,30,38,38.93614427916608,-77.03081920794595,Washington,20011,DC
100%,78%,1,2,Entire home/apt,0.0,1.0,1.0,$155.00,,,2,1125,9,38.92231093877369,-77.03632893137687,Washington,20009,DC
80%,,1,3,Entire home/apt,0.0,1.0,2.0,$95.00,$50.00,$200.00,3,30,0,38.92343643842035,-77.02901053827841,Washington,20009,DC
,,1,4,Entire home/apt,1.0,1.0,2.0,$70.00,,$300.00,14,1125,0,38.92363425684409,-77.02934861417206,Washington,20009,DC
100%,100%,1,5,Entire home/apt,2.0,2.0,2.0,$225.00,$100.00,$500.00,3,1125,39,38.927151029361966,-77.03403706924031,Washington,20009,DC
97%,100%,8,2,Entire home/apt,1.0,1.0,2.0,$105.00,$55.00,$150.00,3,1125,3,38.929757141778545,-77.04257361455521,Washington,20010,DC
100%,50%,1,2,Entire home/apt,1.0,1.0,1.0,$70.00,$35.00,$350.00,1,30,2,38.928618427276724,-77.03141650982644,Washington,20010,DC
,,1,5,Entire home/apt,2.0,2.5,2.0,$315.00,$70.00,$500.00,4,12,0,38.935033945649366,-77.02756901303141,Washington,20010,DC
80%,80%,2,2,Private room,1.0,1.0,1.0,$110.00,$75.00,,1,1125,0,38.921336910310906,-77.03461786451966,Washington,20009,DC
90%,67%,1,4,Private room,1.0,1.0,2.0,$99.00,$25.00,$300.00,2,7,12,38.926756974337245,-77.0250573809051,Washington,20001,DC
60%,80%,2,2,Entire home/apt,0.0,1.0,1.0,$105.00,,,1,1125,0,38.922614653743345,-77.03566745609429,Washington,20009,DC
,,1,4,Entire home/apt,1.0,1.0,2.0,$125.00,$50.00,$200.00,1,1125,9,38.93209245434142,-77.03508860708915,Washington,20010,DC
100%,50%,1,6,Entire home/apt,2.0,2.0,2.0,$200.00,,,2,1125,5,38.92510475513644,-77.03373341839601,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,$200.00,3,1125,6,38.92662872618704,-77.03483195222533,Washington,20009,DC
100%,75%,3,2,Private room,1.0,1.0,1.0,$119.00,$50.00,$200.00,4,14,3,38.92631872676397,-77.02320893745747,Washington,20001,DC
100%,60%,3,4,Entire home/apt,3.0,2.5,3.0,$220.00,$80.00,$300.00,3,80,8,38.92976163701233,-77.02463800952289,Washington,20010,DC
100%,83%,2,2,Private room,1.0,1.0,1.0,$75.00,,,2,1125,8,38.932902458437965,-77.04385719439671,Washington,20010,DC
100%,100%,5,2,Private room,1.0,1.5,2.0,$160.00,$20.00,$150.00,2,14,1,38.92378173251849,-77.02278269285567,Washington,20001,DC
100%,94%,5,2,Private room,1.0,2.5,1.0,$118.00,,,2,730,206,38.93091945692801,-77.04033197929797,Washington,20010,DC
30%,,1,4,Entire home/apt,2.0,1.0,2.0,$108.00,$50.00,,3,180,1,38.932821879832986,-77.02541110074752,Washington,20010,DC
100%,100%,1,1,Private room,1.0,1.0,1.0,$75.00,,,1,1125,2,38.932549686943176,-77.03072724731742,Washington,20010,DC
100%,33%,1,2,Private room,1.0,1.0,1.0,$59.00,$25.00,,1,1125,1,38.93479455323548,-77.02504738707721,Washington,20010,DC
100%,,1,2,Private room,1.0,1.0,1.0,$82.00,$20.00,,1,1125,25,38.92811819604968,-77.02637870479563,Washington,20001,DC
100%,100%,5,4,Entire home/apt,1.0,1.5,1.0,$550.00,,$200.00,1,1,0,38.92541341786972,-77.02357957813598,Washington,20001,DC
100%,,1,3,Entire home/apt,1.0,1.0,2.0,$120.00,$100.00,$150.00,1,1125,8,38.920985303579,-77.03409116070557,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$110.00,,,3,20,15,38.927620190267405,-77.03913686220302,Washington,20009,DC
76%,96%,1,8,Entire home/apt,5.0,2.5,5.0,$300.00,$80.00,$200.00,1,1125,2,38.93209425053762,-77.03467490698222,Washington,20010,DC
100%,75%,1,4,Entire home/apt,0.0,1.0,2.0,$85.00,$25.00,$250.00,1,7,1,38.93068798639013,-77.0203013383338,Washington,20010,DC
,,2,8,Entire home/apt,3.0,1.5,3.0,$279.00,,$200.00,1,1125,0,38.92539216945265,-77.03581118159393,Washington,20009,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$180.00,$20.00,,3,1125,1,38.92988765704679,-77.03137542270177,Washington,20010,DC
58%,51%,480,4,Entire home/apt,2.0,2.0,2.0,$279.00,$200.00,,7,365,1,38.92150582585109,-77.03189583563562,Washington,20009,DC
80%,83%,1,2,Private room,1.0,1.0,1.0,$65.00,,$95.00,2,1125,8,38.93345355347639,-77.03302874204765,"Columbia Heights, middle of DC!",20010,DC
100%,91%,2,6,Entire home/apt,3.0,2.0,5.0,$190.00,$130.00,$300.00,2,365,7,38.93244112040455,-77.02110582781269,Washington,20010,DC
86%,100%,1,7,Entire home/apt,2.0,1.0,3.0,$181.00,$80.00,$105.00,3,150,48,38.92451085272974,-77.03468113936167,Washington,20009,DC
100%,82%,5,5,Entire home/apt,1.0,1.0,2.0,$125.00,,$200.00,2,365,24,38.93574149551064,-77.02093723637088,Washington,20010,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$93.00,$40.00,$150.00,3,6,10,38.93569107590968,-77.03334945781684,"Washington, D.C.",20010,DC
50%,,1,1,Entire home/apt,1.0,1.0,1.0,$100.00,,,1,3,2,38.93428821206575,-77.03802736677892,Washington,20010,DC
100%,94%,5,2,Private room,1.0,2.5,1.0,$99.00,,,2,730,175,38.931699902629816,-77.04131518887344,Washington,20010,DC
80%,55%,5,2,Private room,1.0,1.0,1.0,$120.00,,,1,1125,0,38.93422387977644,-77.02851340541825,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$109.00,$50.00,,2,1125,20,38.923736893056336,-77.03130076779034,Washington,20009,DC
