,Unnamed: 0,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
10352,205588,103209,"Ricard ""Ricky"" Rubio Vives",M,25.0,193.0,82.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
10353,205630,103225,Taylor Madison Ruck,F,16.0,180.0,60.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
10354,205631,103225,Taylor Madison Ruck,F,16.0,180.0,60.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
10357,205740,103274,David Lekuta Rudisha,M,27.0,190.0,76.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Gold
10363,205925,103365,Christopher Rhr,M,22.0,180.0,77.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
10377,206160,103490,Cierra Runge,F,20.0,193.0,85.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
10379,206250,103528,Galen Rupp,M,30.0,181.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Bronze
10383,206375,103595,Aaron Russell,M,23.0,206.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
10385,206378,103597,Alonzo Russell,M,24.0,174.0,68.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
10389,206431,103626,Kelly Russell,F,29.0,178.0,83.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
10396,206559,103686,"Gregory James ""Greg"" Rutherford",M,29.0,188.0,92.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Bronze
10411,206832,103807,"William ""Will"" Ryan",M,27.0,193.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver
10413,206979,103877,Yevgeny Mikhaylovich Rylov,M,19.0,184.0,69.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,Bronze
10415,207002,103888,Olga Sergeyevna Rypakova (Alekseyeva-),F,31.0,183.0,62.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Bronze
10429,207259,103994,Lucas Saatkamp,M,30.0,209.0,101.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
10444,207589,104166,Abdul-Rashid Bulayevich Sadulayev,M,20.0,177.0,86.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
10449,207667,104216,Lucie afov,F,29.0,177.0,65.0,Czech Republic-1,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Bronze
10452,207685,104227,Timur Marselevich Safin,M,23.0,182.0,82.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",Bronze
10453,207686,104227,Timur Marselevich Safin,M,23.0,182.0,82.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
10459,207745,104262,Dylan Michael Sage,M,24.0,188.0,96.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
10466,207852,104327,Kamran ahsuvarl,M,23.0,180.0,75.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Bronze
10471,207893,104355,Ibragim Magomed-Saidovich Saidov,M,31.0,180.0,125.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
10479,208153,104486,Masato Sakai,M,21.0,181.0,77.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Silver
10487,208385,104587,Juan Manuel Saladino,M,28.0,174.0,73.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
10502,208660,104767,Popoola Sodiq Saliu,M,21.0,170.0,51.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
10506,208882,104866,Katja Steen Salskov-Iversen,F,21.0,173.0,70.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Bronze
10529,209118,104990,Sara Ahmed Samir,F,18.0,155.0,58.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze
10543,209279,105073,Jessica Eva Katarina Samuelsson,F,24.0,166.0,59.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10552,209461,105173,Germn Sal Snchez Snchez,M,24.0,165.0,50.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Silver
10565,209734,105311,Taylor Sander,M,24.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
10582,210229,105556,Andrea Santarelli,M,23.0,184.0,76.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Silver
10613,210697,105802,Albert Saritov,M,31.0,188.0,100.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
10635,211004,105958,Or Sasson,M,25.0,193.0,120.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,Bronze
10637,211029,105974,"William Spencer ""Will"" Satch",M,27.0,198.0,100.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
10646,211287,106100,Martin Sauer,M,33.0,169.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
10657,211466,106188,Katerine Savard,F,23.0,167.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
10662,211722,106301,Erislandy Savn Cotilla,M,26.0,192.0,91.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze
10680,211987,106423,"Mohamed Karim ""Moe"" Sbihi",M,28.0,202.0,110.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
10700,212403,106646,Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
10704,212505,106699,"Charlotta Eva ""Lotta"" Schelin",F,32.0,179.0,64.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10712,212903,106907,Dafne Schippers,F,24.0,179.0,70.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Silver
10721,213132,107024,Lauren Schmetterling,F,28.0,180.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
10724,213226,107069,Lisa Schmidla,F,25.0,173.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Gold
10725,213238,107078,Bruno Oscar Schmidt,M,29.0,185.0,87.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
10728,213343,107131,Richard Schmidt,M,29.0,191.0,87.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
10729,213351,107136,Sophie Diana Schmidt,F,28.0,172.0,71.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
10736,213443,107185,Allison Rodgers Schmitt,F,26.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
10737,213444,107185,Allison Rodgers Schmitt,F,26.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
10741,213593,107257,Dorothee Schneider (-Krumhoff),F,47.0,169.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
10744,213775,107353,Henri Schoeman,M,24.0,170.0,59.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Bronze
10745,213804,107368,"Jonathan Michael ""Jon"" Schofield",M,31.0,182.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Silver
10749,213949,107434,Lauritz Schoof,M,25.0,195.0,98.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Gold
10751,213955,107436,Joseph Isaac Schooling,M,21.0,184.0,74.0,Singapore,SGP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Gold
10754,214031,107471,Olivia Alma Charlotta Schough,F,25.0,172.0,60.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10758,214162,107531,Anne Schrder,F,21.0,170.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
10761,214418,107642,Almuth Schult,F,25.0,180.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
10766,214534,107703,Karl Schulze,M,28.0,190.0,100.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Gold
10767,214624,107750,Simon Schrch,M,25.0,186.0,75.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
10769,214640,107758,Nino Schurter,M,30.0,173.0,68.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
10771,214711,107800,Lisa Schtze,F,19.0,172.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
10780,215074,107966,Callum Scotson,M,19.0,184.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
10781,215112,107987,Desiree Rose Marie Scott,F,29.0,160.0,62.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
10784,215122,107993,Duncan William MacNaughton Scott,M,19.0,190.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
10785,215123,107993,Duncan William MacNaughton Scott,M,19.0,190.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
10787,215133,108000,Giles Lyndon Scott,M,29.0,197.0,95.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
10789,215179,108025,"Stephen ""Steve"" Scott",M,31.0,172.0,84.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Bronze
10790,215212,108041,Rebecca Scown,F,32.0,178.0,70.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver
10808,215488,108186,Anna Sergeyevna Sedoykina,F,32.0,184.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
10811,215515,108198,Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
10815,215595,108243,Sara Caroline Seger,F,31.0,176.0,62.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10818,215737,108313,Melissa Seidemann,F,26.0,183.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
10831,216096,108467,Davie Selke,M,21.0,192.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
10837,216180,108518,Linda Birgitta Sembrant,F,29.0,175.0,67.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10839,216211,108532,Mokgadi Caster Semenya,F,25.0,178.0,70.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Gold
10849,216315,108579,Sergey Viktorovich Semyonov,M,20.0,187.0,130.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
10851,216328,108586,Anna Sergeyevna Sen,F,25.0,186.0,81.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
10852,216339,108593,Seabelo Mohanoe Senatla,M,23.0,177.0,82.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
10883,216962,108956,Anelo etka,M,30.0,186.0,87.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
10885,216972,108960,Daiya Seto,M,22.0,174.0,72.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
10894,217140,109062,Torul sgrov,M,23.0,170.0,65.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
10902,217346,109169,Dariga Shakimova,F,27.0,172.0,75.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Bronze
10907,217425,109209,Xiaona Shan,F,33.0,165.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
10910,217446,109218,Shang Chunsong,F,20.0,143.0,34.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
10935,217722,109358,Lasha Shavdatuashvili,M,24.0,170.0,75.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Bronze
10946,217946,109475,Abdullahi Shehu,M,23.0,170.0,72.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
10972,218382,109676,Shi Jinglin,F,23.0,175.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
10974,218391,109683,Shi Tingmao,F,24.0,159.0,52.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Gold
10975,218392,109683,Shi Tingmao,F,24.0,159.0,52.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Gold
10976,218398,109688,Shi Zhiyong,M,22.0,168.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,Gold
10979,218460,109724,Claressa Maria Shields,F,21.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Gold
10982,218467,109727,"Thomas Allen ""Tom"" Shields",M,25.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
10997,218643,109817,Shin Seung-Chan,F,21.0,173.0,70.0,South Korea-1,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,Bronze
11004,218755,109869,Kenzo Shirai,M,19.0,162.0,51.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold
11006,218757,109869,Kenzo Shirai,M,19.0,162.0,51.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Bronze
11007,218814,109900,Alla Anatolyevna Shishkina,F,27.0,170.0,54.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
11015,218906,109946,Darya Mikhaylovna Shmelyova,F,21.0,164.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Silver
11016,218936,109967,Erik Thomas Shoji,M,26.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
11017,218937,109968,Kawika Shoji,M,28.0,191.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
11021,219057,110034,Ilya Anatolyevich Shtokalov,M,29.0,185.0,95.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
11027,219144,110085,Mariya Vladimirovna Shurochkina,F,21.0,164.0,48.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
11030,219175,110096,Lyubov Andreyevna Shutova,F,33.0,177.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
11036,219226,110126,Si Yajie,F,17.0,164.0,57.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,Silver
11054,219503,110265,Olivier Floris Johannes Siegelaar,M,29.0,197.0,100.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
11074,219991,110508,Erlon de Souza Silva,M,25.0,175.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
11081,220065,110549,Rafaela Lopes Silva,F,24.0,169.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Gold
11092,220195,110624,Anastasiya Dmitriyevna Simanovich,F,21.0,174.0,69.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
11103,220442,110716,Georgia Simmerling,F,27.0,172.0,67.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
11104,220444,110718,Kerry Simmonds,F,27.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
11120,220684,110840,Marko Simonovi,M,30.0,203.0,96.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
11123,220901,110954,Seth Muenfuh Sincere,M,18.0,170.0,77.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
11125,220911,110961,Christine Margaret Sinclair,F,33.0,176.0,75.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
11128,220929,110974,"Pusarla Venkata ""P. V."" Sindhu",F,21.0,179.0,65.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Silver
11151,221424,111288,Nataliya Siniin,F,31.0,160.0,58.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Bronze
11152,221462,111300,Martin Sinkovi,M,26.0,188.0,95.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Gold
11153,221464,111301,Valent Sinkovi,M,28.0,187.0,93.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Gold
11161,221565,111358,Maicon de Andrade Siqueira,M,23.0,190.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Bronze
11162,221621,111381,Pimsiri Sirikaew,F,26.0,152.0,58.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Silver
11175,221949,111543,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Bronze
11176,221950,111543,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Silver
11179,221953,111543,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,Gold
11184,222029,111586,Ladislav kantr,M,33.0,189.0,80.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
11185,222030,111587,Peter kantr,M,34.0,182.0,78.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
11190,222156,111634,"Nicholas David ""Nick"" Skelton",M,58.0,175.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
11193,222199,111660,Callum Skinner,M,23.0,187.0,93.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,Silver
11195,222201,111660,Callum Skinner,M,23.0,187.0,93.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Gold
11196,222202,111661,Catherine Skinner,F,26.0,172.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Gold
11219,222982,111995,Sara Slott-Bruun Petersen,F,29.0,171.0,57.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Silver
11231,223225,112113,Yeldos Bakhtybayevich Smetov,M,23.0,167.0,60.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Silver
11232,223378,112180,Anabelle Smith,F,23.0,168.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Bronze
11235,223446,112220,Clark Smith,M,21.0,206.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
11237,223465,112232,David Michael Smith,M,31.0,201.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
11246,223647,112330,"Albertus Stephanus ""Kwagga"" Smith",M,23.0,180.0,90.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
11248,223652,112334,Leah Smith,F,21.0,178.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Bronze
11250,223654,112334,Leah Smith,F,21.0,178.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
11252,223676,112342,Louis Antoine Smith,M,27.0,184.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
11262,223912,112475,Olivia Smoliga,F,21.0,188.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
11269,224159,112592,Katelin Snyder (-Guregian),F,28.0,163.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
11270,224160,112593,Kyle Frederick Snyder,M,20.0,180.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
11273,224171,112597,"Philippus Albertus Borman ""Philip"" Snyman",M,29.0,188.0,95.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
11283,224266,112646,Rishod Rashidovich Sobirov,M,29.0,168.0,66.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Bronze
11285,224283,112658,Yevgeniya Viktorovna Soboleva-Khokhriakova,F,27.0,180.0,75.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
11290,224335,112686,Jack Sock,M,23.0,191.0,84.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Gold
11291,224336,112686,Jack Sock,M,23.0,191.0,84.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Bronze
11300,224706,112872,Sanna Charlotte Solberg,F,26.0,178.0,70.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
11302,224775,112904,Franck Robert Bernard Solforosi,M,31.0,184.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
11306,224823,112937,Petrissa Solja,F,22.0,168.0,67.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
11312,224971,113022,Joyce Sombroek,F,25.0,179.0,64.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
11313,224987,113034,Pter Somfai,M,36.0,188.0,85.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze
11325,225388,113243,Cdric Sorhaindo,M,32.0,192.0,110.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
