MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,PavedDrive,SalePrice
20,RL,,115149,ClearCr,1Fam,1Story,7,5,1971,1,1824,1,0,2,0,2,2,739,Y,302000
120,RL,48.0,6240,NridgHt,TwnhsE,1Story,8,5,2006,0,1324,1,0,2,0,2,1,550,Y,254000
60,RL,65.0,9018,Gilbert,1Fam,2Story,7,5,2007,0,1456,0,0,2,1,3,1,400,Y,179540
20,RL,,7162,Sawyer,1Fam,1Story,5,7,1966,0,904,0,0,1,0,3,0,408,Y,109900
30,RL,56.0,4130,BrkSide,1Fam,1Story,3,6,1935,1,729,0,0,1,0,2,0,0,N,52000
50,C (all),66.0,8712,IDOTRR,1Fam,1.5Fin,4,7,1900,1,1178,0,0,1,0,2,0,384,N,102776
120,RL,40.0,4671,StoneBr,TwnhsE,1Story,8,5,1988,1,1228,1,0,2,0,2,1,472,Y,189000
190,RL,60.0,9873,BrkSide,2fmCon,1Story,4,5,1970,0,960,1,0,1,0,3,0,576,Y,129000
60,RL,,13517,Sawyer,1Fam,2Story,6,8,1976,1,1479,0,0,2,1,3,0,475,Y,130500
20,RL,78.0,10140,NWAmes,1Fam,1Story,6,5,1974,0,1350,0,0,2,0,3,1,478,Y,165000
70,RM,60.0,10800,OldTown,1Fam,2Story,7,8,1890,1,2554,0,0,1,1,3,0,704,P,159500
20,RL,80.0,10000,NWAmes,1Fam,1Story,5,6,1973,1,1178,0,1,1,1,3,1,439,Y,157000
60,RL,96.0,10542,NoRidge,1Fam,2Story,7,5,1993,1,2418,1,0,2,1,3,1,983,Y,341000
20,RL,69.0,9920,CollgCr,1Fam,1Story,5,6,1969,0,971,0,0,1,1,3,1,300,Y,128500
120,RL,,6563,StoneBr,1Fam,1Story,8,5,1985,0,1742,1,0,2,0,2,1,564,Y,275000
120,RM,,4426,CollgCr,TwnhsE,1Story,6,5,2004,0,848,1,0,1,0,1,0,420,Y,143000
20,RL,70.0,8120,NAmes,1Fam,1Story,4,7,1970,0,864,0,0,1,0,3,0,463,Y,124500
50,RL,60.0,8172,Edwards,1Fam,1.5Fin,4,6,1954,1,1470,0,0,2,0,4,0,548,Y,135000
20,RL,86.0,13286,Edwards,1Fam,1Story,9,5,2007,1,1698,1,0,2,0,3,1,768,Y,320000
20,RL,60.0,6960,NAmes,1Fam,1Story,4,6,1970,0,864,0,0,1,0,3,0,660,Y,120500
20,RL,,21695,Crawfor,1Fam,1Story,6,9,1988,1,1680,1,0,2,0,3,1,540,Y,222000
20,RL,64.0,7314,CollgCr,1Fam,1Story,7,5,2007,0,1232,1,0,2,0,2,0,632,Y,194500
90,RL,85.0,11475,NAmes,Duplex,1Story,5,5,1958,0,1776,1,0,2,0,4,0,888,Y,110000
30,RM,52.0,6240,IDOTRR,1Fam,1.5Fin,4,5,1925,1,1208,0,0,1,0,2,0,539,Y,103000
120,RL,39.0,5389,StoneBr,TwnhsE,1Story,8,5,1995,1,1616,1,0,2,0,2,1,608,Y,236500
80,RL,73.0,9590,Timber,1Fam,SLvl,7,5,2003,0,1146,1,0,2,0,3,1,438,Y,187500
60,RL,75.0,11404,CollgCr,1Fam,2Story,7,5,1998,1,2031,0,0,2,1,3,1,541,Y,222500
20,RL,80.0,10000,Sawyer,1Fam,1Story,5,6,1961,1,1144,1,0,1,0,3,1,264,Y,131400
20,RL,,8978,Sawyer,1Fam,1Story,5,5,1968,0,948,0,0,1,0,3,0,300,Y,108000
75,RM,60.0,10800,OldTown,1Fam,2.5Unf,7,7,1914,1,1768,0,0,1,1,2,2,320,N,163000
90,RL,60.0,8544,NAmes,Duplex,1Story,3,4,1950,0,1040,0,0,2,0,2,0,400,Y,93500
60,RL,72.0,10463,Gilbert,1Fam,2Story,8,5,2005,0,1801,0,0,2,1,3,1,800,Y,239900
90,RL,60.0,10800,Edwards,Duplex,1Story,5,5,1987,1,1200,3,0,3,0,3,0,0,Y,179000
60,RL,65.0,9313,CollgCr,1Fam,2Story,7,5,2004,0,1728,0,0,2,1,3,0,572,Y,190000
70,RM,60.0,9600,OldTown,1Fam,2Story,5,7,1910,1,1432,0,0,2,0,2,0,360,Y,132000
20,RL,65.0,6768,Sawyer,1Fam,1Story,6,8,1961,1,912,1,1,1,0,3,0,288,Y,142000
20,RL,65.0,8450,SawyerW,1Fam,1Story,7,5,2000,1,1349,0,0,2,0,3,0,539,Y,179000
80,RL,70.0,12886,Sawyer,1Fam,SLvl,5,6,1963,1,1464,0,1,2,0,3,1,480,Y,175000
120,RL,41.0,5395,StoneBr,TwnhsE,1Story,8,5,1993,0,1337,1,0,2,0,2,1,462,Y,180000
60,RL,,8963,NWAmes,1Fam,2Story,8,9,1976,1,2715,0,1,3,1,4,2,831,Y,299800
60,RL,,8795,Gilbert,1Fam,2Story,7,5,2000,0,2256,0,0,2,1,4,1,554,Y,236000
70,RM,65.0,11700,OldTown,1Fam,2Story,7,7,1880,1,2640,0,0,1,1,4,1,864,N,265979
20,RL,59.0,10593,NoRidge,1Fam,1Story,7,5,1996,0,1720,1,0,2,0,3,1,527,Y,260400
50,RL,50.0,8405,Edwards,1Fam,1.5Fin,4,3,1945,1,1529,0,0,2,0,4,0,240,N,98000
50,RM,55.0,8800,OldTown,1Fam,1.5Fin,4,7,1910,1,1140,0,0,1,0,3,0,0,N,96500
60,RL,,7750,Gilbert,1Fam,2Story,7,5,2003,0,1320,0,0,2,1,3,0,400,Y,162000
20,RL,79.0,9236,CollgCr,1Fam,1Story,6,5,1997,0,1494,1,0,2,0,3,0,576,Y,217000
60,RL,80.0,10240,NridgHt,1Fam,2Story,8,5,2005,0,2098,0,0,2,1,3,1,878,Y,275500
20,RL,61.0,7930,NAmes,1Fam,1Story,6,8,1969,1,1026,1,0,1,0,3,0,440,Y,156000
160,FV,34.0,3230,Somerst,TwnhsE,2Story,6,5,1999,0,1471,0,0,2,1,3,0,440,Y,172500
60,RL,68.0,10769,CollgCr,1Fam,2Story,8,5,2007,0,1768,0,0,2,1,3,0,578,Y,212000
60,RL,,11616,Sawyer,1Fam,2Story,6,5,1978,0,1386,0,0,2,1,3,1,440,Y,158900
160,FV,24.0,2280,Somerst,Twnhs,2Story,7,5,1999,0,1501,0,0,2,1,3,0,440,Y,179400
60,RL,65.0,12257,NoRidge,1Fam,2Story,8,5,1995,0,2531,0,0,2,1,4,1,752,Y,290000
20,RL,70.0,9100,NAmes,1Fam,1Story,6,6,1959,0,864,0,0,1,0,2,0,300,Y,127500
30,RM,60.0,6911,BrkSide,1Fam,1Story,5,5,1924,1,1301,0,0,1,0,2,0,440,Y,100000
60,FV,72.0,8640,Somerst,1Fam,2Story,7,5,2009,0,1547,0,0,2,1,3,0,614,Y,215200
60,RL,82.0,9430,NoRidge,1Fam,2Story,8,5,1999,0,2365,1,0,2,1,3,1,856,Y,337000
120,RL,30.0,9549,Veenker,TwnhsE,1Story,8,5,1995,1,1494,1,0,1,1,2,1,481,Y,270000
20,RL,75.0,14587,Somerst,1Fam,1Story,9,5,2008,0,1506,0,0,2,0,2,1,592,Y,264132
60,RL,80.0,10421,NWAmes,1Fam,2Story,7,5,1988,0,1714,0,0,2,1,3,1,496,Y,196500
50,RL,75.0,12508,Mitchel,1Fam,1.5Fin,6,7,1940,1,1750,1,0,2,0,4,0,423,Y,160000
20,RL,70.0,9100,CollgCr,1Fam,1Story,7,5,2004,1,1836,0,0,2,0,3,1,484,Y,216837
60,RL,47.0,53504,StoneBr,1Fam,2Story,8,5,2003,0,3279,1,0,3,1,4,1,841,Y,538000
85,RL,,7252,Sawyer,1Fam,SFoyer,5,5,1982,0,858,1,0,1,0,2,0,576,Y,134900
20,RL,67.0,8877,Edwards,1Fam,1Story,4,5,1951,0,1220,0,0,1,0,2,0,396,Y,102000
80,RL,94.0,7819,Edwards,1Fam,SLvl,6,5,1976,0,1117,1,0,1,0,3,1,672,Y,107000
20,RL,70.0,10150,NAmes,1Fam,1Story,5,5,1958,0,912,0,0,1,0,2,0,275,Y,114500
20,RL,110.0,14226,NridgHt,1Fam,1Story,8,5,2006,0,1973,0,0,2,0,3,1,895,Y,395000
120,RM,32.0,4500,Mitchel,TwnhsE,1Story,6,5,1998,0,1204,1,0,2,0,2,0,412,Y,162000
20,RL,86.0,11210,CollgCr,1Fam,1Story,7,5,2005,1,1614,0,0,2,0,3,0,865,Y,221500
20,RL,100.0,13350,Sawyer,1Fam,1Story,5,5,1974,0,894,1,0,1,0,3,1,440,Y,142500
90,RH,60.0,8400,SawyerW,Duplex,1Story,5,5,1977,0,2020,0,0,2,0,4,2,630,Y,144000
90,RL,78.0,10530,Mitchel,Duplex,SFoyer,6,5,1977,0,1004,1,0,1,0,2,0,504,Y,135000
20,RL,63.0,7875,Gilbert,1Fam,1Story,7,5,1995,1,1253,0,0,2,0,3,1,402,Y,176000
60,RL,65.0,7153,SawyerW,1Fam,2Story,6,5,1992,0,1603,0,0,2,1,3,0,484,Y,175900
20,RL,67.0,16285,CollgCr,1Fam,1Story,7,5,2001,1,1430,0,0,2,0,3,0,605,Y,187100
85,RL,,9101,Mitchel,1Fam,SFoyer,5,6,1978,0,1110,1,0,1,0,1,1,602,Y,165500
75,RM,35.0,6300,OldTown,1Fam,2.5Unf,6,6,1914,1,1484,0,0,2,0,3,1,0,Y,128000
20,RL,,9790,NWAmes,1Fam,1Story,6,5,1967,0,1342,0,0,2,0,3,1,457,Y,161500
50,RM,60.0,10800,OldTown,1Fam,1.5Fin,5,6,1915,1,1652,1,0,2,0,4,0,416,Y,139000
60,RL,76.0,10142,SawyerW,1Fam,2Story,7,5,2004,0,2084,1,0,2,1,4,0,618,Y,233000
20,RM,50.0,6000,OldTown,1Fam,1Story,4,7,1954,1,901,0,0,1,0,2,0,281,Y,107900
60,RL,,12205,ClearCr,1Fam,2Story,6,8,1966,1,2087,0,0,2,1,5,0,444,Y,187500
120,RL,43.0,3182,Blmngtn,TwnhsE,1Story,7,5,2005,1,1145,0,0,2,0,2,1,397,Y,160200
80,RL,,11333,Mitchel,1Fam,SLvl,6,5,1976,0,1062,1,0,1,0,3,2,539,Y,146800
60,RL,92.0,9920,NoRidge,1Fam,2Story,7,5,1996,1,2013,1,0,2,1,3,1,455,Y,269790
20,RL,76.0,9158,Somerst,1Fam,1Story,8,5,2007,0,1496,0,0,2,0,3,0,474,Y,225000
60,RL,,10832,Gilbert,1Fam,2Story,7,5,1994,1,1895,0,0,2,1,3,1,409,Y,194500
60,RL,70.0,8400,SawyerW,1Fam,2Story,6,6,1980,1,1564,0,0,2,1,3,1,476,Y,171000
20,RL,71.0,8197,Sawyer,1Fam,1Story,6,5,1977,0,1285,0,0,1,1,3,1,528,Y,143500
20,RL,57.0,7677,NAmes,1Fam,1Story,5,5,1953,0,773,0,0,1,0,2,0,240,Y,110000
60,RL,104.0,13518,NridgHt,1Fam,2Story,9,5,2008,1,3140,0,0,3,1,4,2,820,Y,485000
50,RL,60.0,7200,SWISU,1Fam,1.5Fin,5,7,1937,1,1768,1,0,1,1,3,2,240,Y,175000
60,RL,79.0,12798,ClearCr,1Fam,2Story,6,5,1997,0,1688,1,0,2,1,4,0,603,Y,200000
30,RM,40.0,4800,IDOTRR,1Fam,1Story,4,7,1916,1,1196,1,0,1,0,2,0,440,Y,109900
60,RL,63.0,8199,CollgCr,1Fam,2Story,7,5,2005,0,1456,1,0,2,1,3,1,410,Y,189000
60,RL,107.0,13891,NridgHt,1Fam,2Story,9,5,2008,1,2822,0,0,3,1,4,1,1020,Y,582933
20,RL,75.0,9000,NAmes,1Fam,1Story,5,5,1954,0,1128,0,0,1,0,2,0,286,Y,118000
20,RL,91.0,12274,Somerst,1Fam,1Story,7,5,2008,0,1428,0,0,2,0,3,0,554,Y,227680
80,RL,75.0,9750,NAmes,1Fam,SLvl,5,5,1967,0,980,0,0,2,0,3,0,384,Y,135500
70,RL,144.0,21384,BrkSide,1Fam,2Story,5,6,1923,1,1576,2,0,1,1,3,1,528,Y,223500
80,RL,85.0,13400,NAmes,1Fam,SLvl,5,5,1966,0,1086,1,0,1,0,3,1,484,Y,159950
75,RM,90.0,8100,OldTown,1Fam,2.5Unf,5,5,1898,1,2138,0,0,2,0,2,0,360,N,106000
20,RL,78.0,10140,NWAmes,1Fam,1Story,6,6,1974,1,1309,1,0,1,1,3,1,484,Y,181000
120,RM,,4438,CollgCr,TwnhsE,1Story,6,5,2004,0,848,1,0,1,0,1,1,420,Y,144500
20,C (all),66.0,8712,IDOTRR,1Fam,1Story,5,5,1952,0,1044,0,0,1,0,2,0,504,N,55993
20,RL,75.0,9750,NAmes,1Fam,1Story,6,6,1958,0,1442,0,0,1,1,4,0,301,Y,157900
50,RL,45.0,8248,Edwards,1Fam,1.5Fin,5,7,1918,1,1250,0,1,1,1,3,0,280,P,116000
20,RL,48.0,12137,CollgCr,1Fam,1Story,7,5,1998,0,1661,0,0,2,0,3,0,598,Y,224900
20,RL,,11425,NAmes,1Fam,1Story,5,6,1954,0,1008,0,0,1,0,2,1,275,Y,137000
20,RL,,13265,Mitchel,1Fam,1Story,8,5,2002,0,1689,1,0,2,0,3,2,857,Y,271000
80,RL,80.0,8816,ClearCr,1Fam,SLvl,6,7,1971,0,1052,1,0,1,0,3,0,440,Y,155000
120,RL,44.0,6371,NridgHt,TwnhsE,1Story,7,5,2009,1,1358,1,0,2,0,2,1,484,Y,224000
60,RL,72.0,7226,CollgCr,1Fam,2Story,7,5,2003,0,1640,0,0,2,1,3,0,595,Y,183000
20,RM,60.0,6000,OldTown,2fmCon,1Story,4,4,1953,0,936,0,0,1,0,2,0,576,Y,93000
60,RL,,12394,Gilbert,1Fam,2Story,7,5,2003,0,1733,0,0,2,1,3,1,433,Y,225000
50,RL,60.0,9900,SWISU,1Fam,1.5Fin,6,7,1940,1,1489,0,0,2,0,3,1,240,Y,139500
20,FV,81.0,11216,Somerst,1Fam,1Story,8,5,2006,0,1489,0,0,2,0,3,1,776,Y,232600
20,RL,114.0,14803,NridgHt,1Fam,1Story,10,5,2007,1,2084,1,0,2,0,2,1,1220,Y,385000
45,RM,50.0,6130,BrkSide,1Fam,1.5Unf,5,6,1924,1,784,1,0,1,0,2,0,0,Y,109500
20,RL,65.0,8529,SawyerW,1Fam,1Story,7,5,2001,0,1434,0,0,2,0,3,1,527,Y,189000
60,RL,,28698,ClearCr,1Fam,2Story,5,5,1967,0,2126,0,1,2,1,3,0,538,Y,185000
160,FV,24.0,2544,Somerst,Twnhs,2Story,7,5,2005,0,1223,0,0,2,1,2,0,480,Y,147400
20,RL,80.0,11900,NAmes,1Fam,1Story,6,5,1957,0,1392,1,0,1,1,3,2,458,Y,166000
160,FV,30.0,3180,Somerst,TwnhsE,2Story,7,5,2005,0,1200,0,0,2,1,2,0,480,Y,151000
60,RL,44.0,9548,CollgCr,1Fam,2Story,7,6,2003,0,1829,1,0,2,1,3,1,613,Y,237000
20,RL,100.0,10004,NAmes,1Fam,1Story,6,6,1964,0,1516,0,0,1,1,3,0,472,Y,167000
20,RL,75.0,7875,NAmes,1Fam,1Story,5,6,1961,0,1144,1,0,1,0,3,0,456,Y,139950
20,RL,60.0,9600,Sawyer,1Fam,1Story,4,7,1950,1,1067,0,0,2,0,2,0,436,Y,128000
30,RM,90.0,8100,OldTown,1Fam,1Story,5,6,1948,1,1559,1,0,1,0,2,0,812,Y,153500
160,RM,21.0,1680,BrDale,Twnhs,2Story,6,5,1973,0,987,1,0,1,1,2,0,264,Y,100000
20,RL,75.0,9525,CollgCr,1Fam,1Story,5,6,1995,1,1099,0,0,1,1,3,0,352,Y,144000
50,RL,70.0,11767,Edwards,1Fam,1.5Fin,5,6,1946,1,1200,0,0,1,0,3,0,240,Y,130500
70,RH,,12155,SWISU,1Fam,2Story,6,8,1925,1,1482,0,0,2,0,4,0,400,P,140000
70,RM,60.0,10440,OldTown,1Fam,2Story,5,8,1904,1,1539,0,0,2,0,3,1,686,P,157500
80,RL,82.0,9020,NAmes,1Fam,SLvl,6,7,1966,0,1165,1,0,1,1,3,0,490,Y,174900
90,RL,80.0,8000,NAmes,Duplex,1Story,5,4,1961,0,1800,0,0,2,0,6,0,0,Y,141000
50,RM,100.0,12665,OldTown,1Fam,1.5Fin,5,8,1915,1,1416,0,0,1,1,4,1,720,Y,153900
85,RL,,16647,Sawyer,1Fam,SFoyer,5,5,1975,1,1701,1,0,2,0,3,2,611,Y,171000
60,RL,75.0,9317,SawyerW,1Fam,2Story,7,5,1993,0,1775,1,0,2,1,3,1,425,Y,213000
20,RL,36.0,15523,CollgCr,1Fam,1Story,5,6,1972,0,864,1,0,1,0,3,1,338,Y,133500
50,RL,75.0,45600,ClearCr,1Fam,1.5Fin,6,8,1908,1,2358,0,0,3,0,5,1,360,Y,240000
80,RL,80.0,9600,Veenker,1Fam,SLvl,6,7,1976,1,1855,0,0,2,1,3,1,512,Y,187000
120,RM,36.0,4435,CollgCr,TwnhsE,1Story,6,5,2003,0,848,1,0,1,0,1,0,420,Y,131500
120,RL,,3196,Blmngtn,TwnhsE,1Story,8,5,2003,0,1456,0,0,2,0,2,1,400,Y,215000
75,RL,53.0,7128,Crawfor,1Fam,2.5Unf,7,5,1941,1,1646,0,0,2,0,4,2,240,Y,164000
80,RL,,12095,NAmes,1Fam,SLvl,6,6,1964,0,1445,0,0,1,1,3,1,645,Y,158000
20,RL,102.0,17920,Sawyer,1Fam,1Story,5,4,1955,1,1779,1,0,1,1,3,1,454,Y,170000
20,RL,,6897,Sawyer,1Fam,1Story,5,8,1962,1,1040,1,0,1,1,3,0,260,Y,127000
80,RL,,10970,CollgCr,1Fam,SLvl,6,6,1978,0,1026,1,0,1,0,3,0,576,Y,147000
60,RL,65.0,8125,Gilbert,1Fam,2Story,6,5,1994,1,1481,0,0,2,1,3,1,343,Y,174000
20,RL,80.0,10400,NWAmes,1Fam,1Story,7,5,1976,0,1370,0,0,2,0,3,1,479,Y,152000
60,RL,,11029,NWAmes,1Fam,2Story,6,7,1968,1,2654,1,0,2,1,4,1,619,Y,250000
50,RL,55.0,7642,Crawfor,1Fam,1.5Fin,7,8,1918,1,1426,0,0,1,1,3,1,216,Y,189950
190,RL,75.0,11625,Sawyer,2fmCon,1Story,5,4,1965,0,1039,1,0,1,1,3,0,504,Y,131500
20,RL,81.0,9672,SawyerW,1Fam,1Story,6,5,1984,1,1097,0,0,2,0,3,0,480,Y,152000
20,RL,70.0,7931,NAmes,1Fam,1Story,5,5,1959,0,1148,1,0,1,0,3,0,672,Y,132500
20,FV,72.0,8640,Somerst,1Fam,1Story,7,5,2007,1,1372,0,0,2,0,3,0,529,Y,250580
20,RL,,8750,NAmes,1Fam,1Story,5,6,1970,0,1002,1,0,1,0,3,0,902,Y,148500
20,RL,67.0,10656,Timber,1Fam,1Story,8,5,2006,1,1646,0,0,2,0,3,1,870,Y,248900
20,RL,85.0,6970,Sawyer,1Fam,1Story,4,5,1961,0,1120,1,0,1,1,3,0,544,Y,129000
60,RL,,14762,Gilbert,1Fam,2Story,5,6,1948,1,2320,0,0,2,0,2,1,672,P,169000
60,RL,80.0,9938,SawyerW,1Fam,2Story,7,5,1993,1,1949,1,0,2,1,3,1,574,Y,236000
20,RL,60.0,6600,NAmes,1Fam,1Story,5,5,1962,0,894,0,0,1,0,2,0,308,Y,109500
60,RL,70.0,8750,CollgCr,1Fam,2Story,6,5,1998,0,1682,0,0,2,1,3,0,523,Y,200500
20,RL,74.0,8892,NAmes,1Fam,1Story,5,7,1953,1,910,0,0,1,0,3,0,414,Y,116000
40,RL,60.0,12144,NAmes,1Fam,1Story,5,7,1949,1,1268,0,0,1,0,3,1,288,Y,133000
50,RM,52.0,5720,OldTown,1Fam,1.5Fin,5,6,1941,1,1131,0,0,1,1,3,0,200,Y,66500
60,FV,75.0,9000,Somerst,1Fam,2Story,8,5,2007,0,2610,0,0,2,1,4,1,550,Y,303477
20,RL,94.0,25286,Mitchel,1Fam,1Story,4,5,1963,0,1040,1,0,1,0,3,0,648,Y,132250
60,RL,74.0,8834,NridgHt,1Fam,2Story,9,5,2004,1,2224,1,0,2,1,4,1,738,Y,350000
85,RL,88.0,11782,Sawyer,1Fam,SFoyer,5,7,1961,1,1155,1,0,1,0,3,0,576,Y,148000
20,RL,,7000,CollgCr,1Fam,1Story,5,8,1978,1,864,1,0,1,0,3,0,336,Y,136500
20,RL,60.0,7024,Edwards,1Fam,1Story,5,5,2005,1,1090,1,0,1,1,2,0,450,Y,157000
50,RL,44.0,13758,Timber,1Fam,1.5Fin,7,5,1990,1,1717,0,0,2,1,3,1,400,Y,187500
60,RL,,9636,Gilbert,1Fam,2Story,6,5,1992,1,1593,0,0,2,1,3,1,389,Y,178000
75,RL,60.0,6204,SWISU,1Fam,2.5Fin,4,5,1912,1,2230,1,0,1,0,5,0,440,Y,118500
20,RL,65.0,7150,NAmes,1Fam,1Story,5,5,1967,0,892,0,0,1,0,3,0,288,Y,100000
120,FV,50.0,5119,Somerst,TwnhsE,1Story,9,5,1999,1,1709,1,0,2,0,2,1,506,Y,328900
90,RL,70.0,8393,NAmes,Duplex,1Story,5,5,1959,1,1712,0,0,2,0,4,0,588,Y,145000
50,RL,59.0,16466,Edwards,1Fam,1.5Fin,5,7,1955,0,1393,0,0,1,1,3,0,300,Y,135500
20,RL,95.0,15865,NAmes,1Fam,1Story,8,6,1970,0,2217,1,0,2,0,4,1,621,Y,268000
20,RL,128.0,12160,NAmes,1Fam,1Story,6,4,1953,0,1505,1,0,1,0,2,1,505,Y,149500
50,RL,60.0,8064,NAmes,1Fam,1.5Fin,5,7,1949,1,924,0,0,1,0,3,1,576,Y,122900
60,RL,70.0,11184,Sawyer,1Fam,2Story,6,5,1978,0,1683,0,0,2,1,3,1,440,Y,172500
20,RL,70.0,8414,Sawyer,1Fam,1Story,6,8,1963,1,1068,0,1,1,0,3,0,264,Y,154500
20,RL,,13284,Sawyer,1Fam,1Story,5,5,1954,0,1383,1,0,1,0,3,1,354,Y,165000
90,RL,64.0,7018,SawyerW,Duplex,1Story,5,5,1979,0,1535,0,0,2,0,4,0,400,Y,118858
60,RL,71.0,7056,NAmes,1Fam,2Story,6,5,1963,0,1796,1,0,1,1,4,1,483,Y,140000
30,RM,50.0,8765,IDOTRR,1Fam,1Story,4,6,1936,1,951,0,0,1,0,2,0,327,Y,106500
90,RL,64.0,7018,SawyerW,Duplex,2Story,5,5,1979,0,2240,0,0,2,0,6,0,528,Y,142953
20,RL,100.0,12919,NridgHt,1Fam,1Story,9,5,2009,1,2364,1,0,2,1,2,2,820,Y,611657
20,RL,65.0,6993,Sawyer,1Fam,1Story,5,7,1961,1,1236,0,0,1,0,3,1,288,Y,135000
20,RL,,7340,NAmes,1Fam,1Story,4,6,1971,0,858,0,0,1,0,2,0,684,Y,110000
20,RL,64.0,8712,NAmes,1Fam,1Story,5,7,1957,1,1306,1,0,1,0,2,0,756,Y,153000
60,RL,63.0,7875,Gilbert,1Fam,2Story,7,5,2003,0,1509,0,0,2,1,3,1,393,Y,180000
20,RL,50.0,14859,Gilbert,1Fam,1Story,7,5,2006,0,1670,0,0,2,0,3,1,690,Y,240000
20,RL,,6173,Sawyer,1Fam,1Story,5,6,1967,0,902,0,0,1,0,3,0,288,Y,125500
20,RL,80.0,9920,NAmes,1Fam,1Story,5,5,1954,0,1063,1,0,1,0,3,0,280,Y,128000
20,RL,116.0,13501,Somerst,1Fam,1Story,8,5,2006,0,1636,1,0,2,0,3,1,865,Y,255000
50,RL,86.0,11500,Crawfor,1Fam,1.5Fin,7,7,1936,1,2057,0,0,1,1,3,1,180,Y,250000
20,RL,,8885,Mitchel,1Fam,1Story,5,5,1983,0,902,1,0,1,0,2,0,484,Y,131000
60,RL,149.0,12589,Gilbert,1Fam,2Story,6,5,2005,0,1484,0,0,2,1,3,1,390,Y,174000
90,RL,80.0,11600,NAmes,Duplex,2Story,5,5,1960,0,2274,0,0,2,0,5,0,480,Y,154300
20,RL,,9286,CollgCr,1Fam,1Story,5,7,1977,1,1268,0,0,1,1,3,0,252,Y,143500
30,RM,51.0,6120,BrkSide,1Fam,1Story,5,7,1925,1,1015,0,0,1,0,3,0,450,Y,88000
90,RH,82.0,6270,Crawfor,Duplex,2Story,5,6,1949,1,2002,0,0,2,0,4,0,871,Y,145000
160,FV,30.0,3000,Somerst,TwnhsE,2Story,6,5,2009,0,1224,0,0,2,1,2,0,528,Y,173733
160,RM,21.0,2001,MeadowV,Twnhs,2Story,4,5,1970,0,1092,0,0,1,1,3,0,286,Y,75000
20,C (all),50.0,9000,IDOTRR,1Fam,1Story,2,3,1949,1,480,1,0,0,0,1,0,308,Y,35311
20,RL,,17140,Edwards,1Fam,1Story,4,6,1956,0,1229,0,0,1,0,3,0,284,Y,135000
60,RL,103.0,13125,SawyerW,1Fam,2Story,7,5,1991,0,2127,1,0,2,1,4,1,833,Y,238000
20,RL,87.0,11029,NAmes,1Fam,1Story,6,8,1958,1,1414,1,0,1,0,3,1,601,Y,176500
60,RL,70.0,8462,SawyerW,1Fam,2Story,6,5,1994,0,1721,0,1,2,1,3,0,471,Y,201000
90,RL,67.0,8777,Edwards,Duplex,1.5Fin,5,7,1900,1,2200,2,0,2,2,4,0,0,N,145900
20,RL,65.0,10237,Gilbert,1Fam,1Story,6,5,2005,1,1316,0,0,2,0,3,1,397,Y,169990
120,RL,50.0,8012,SawyerW,TwnhsE,1Story,6,5,1993,1,1617,1,0,2,0,2,1,533,Y,193000
20,RL,79.0,10240,NWAmes,1Fam,1Story,6,6,1980,0,1686,1,0,2,0,3,1,612,Y,207500
20,RL,,15611,NWAmes,1Fam,1Story,5,6,1977,0,1126,0,1,2,0,3,0,540,Y,175000
60,RL,93.0,11999,NridgHt,1Fam,2Story,8,5,2003,1,2374,0,0,2,1,4,1,656,Y,285000
60,RL,,9900,NWAmes,1Fam,2Story,7,5,1968,0,1978,0,0,2,1,4,1,486,Y,176000
20,RL,,11838,CollgCr,1Fam,1Story,8,5,2001,0,1788,0,0,2,0,3,1,522,Y,236500
60,RL,,13006,Gilbert,1Fam,2Story,7,5,1997,0,2236,0,0,2,1,4,1,642,Y,222000
20,RL,73.0,8925,Timber,1Fam,1Story,8,5,2007,0,1466,0,0,2,0,3,0,610,Y,201000
20,RL,70.0,9100,NAmes,1Fam,1Story,5,6,1965,0,925,0,1,1,0,2,0,429,Y,117500
20,RL,84.0,11670,Somerst,1Fam,1Story,9,5,2006,0,1905,0,0,2,0,3,1,788,Y,320000
20,RL,63.0,8487,CollgCr,1Fam,1Story,7,5,2004,0,1500,0,0,2,0,3,0,570,Y,190000
20,RL,313.0,27650,NAmes,1Fam,1Story,7,7,1960,1,2069,1,0,2,0,4,1,505,Y,242000
30,RL,52.0,5825,BrkSide,1Fam,1Story,4,5,1926,1,747,0,0,1,0,1,0,528,Y,79900
20,RL,67.0,10083,SawyerW,1Fam,1Story,7,5,2003,0,1200,1,0,2,0,2,0,555,Y,184900
60,RL,75.0,9675,Somerst,1Fam,2Story,7,5,2005,0,1971,0,0,2,1,3,1,689,Y,253000
60,RL,73.0,8760,CollgCr,1Fam,2Story,7,5,2006,0,1962,0,0,2,1,3,0,868,Y,239799
70,RL,,24090,ClearCr,1Fam,2Story,7,7,1940,1,2403,0,0,2,0,4,2,349,Y,244400
90,RL,55.0,12640,Mitchel,Duplex,1Story,6,5,1976,0,1728,0,0,2,0,4,0,574,Y,150900
60,RL,,8755,Gilbert,1Fam,2Story,7,5,1999,0,2060,1,0,2,1,3,1,390,Y,214000
90,RL,42.0,7711,Edwards,Duplex,1Story,4,3,1977,0,1440,2,0,2,0,4,0,0,N,150000
