Date,AAPL,AMZN,IBM,WMT,XOM
2007-09-07,18.82,84.52,115.55,42.39,85.75
2007-09-10,19.53,83.34,115.8,42.27,84.86
2007-09-11,19.36,86.28,117.35,42.94,86.94
2007-09-12,19.55,87.3,116.0,42.71,87.65
2007-09-13,19.6,87.26,115.95,43.06,88.62
2007-09-14,19.83,87.77,115.13,43.32,88.67
2007-09-17,19.77,86.91,114.52,43.32,89.26
2007-09-18,20.13,88.75,116.63,44.44,91.76
2007-09-19,20.11,89.0,116.67,44.75,92.12
2007-09-20,20.04,89.65,116.86,44.32,92.09
2007-09-21,20.59,91.3,116.78,44.23,92.31
2007-09-24,21.18,92.59,116.25,43.97,91.73
2007-09-25,21.88,93.48,116.51,43.16,91.96
2007-09-26,21.82,93.43,117.3,43.3,92.37
2007-09-27,22.07,93.38,117.71,43.61,92.97
2007-09-28,21.92,93.15,117.8,43.65,92.56
2007-10-01,22.33,93.41,119.03,44.47,93.95
2007-10-02,22.64,92.36,118.36,44.87,92.24
2007-10-03,22.56,92.46,116.4,45.13,91.33
2007-10-04,22.32,92.26,115.69,45.0,90.92
2007-10-05,23.06,93.43,116.3,45.37,91.36
2007-10-08,23.99,95.85,117.77,45.27,90.68
2007-10-09,23.98,95.32,118.3,45.21,92.67
2007-10-10,23.83,94.66,118.62,45.59,93.13
2007-10-11,23.18,89.34,118.05,46.9,92.66
2007-10-12,23.89,92.37,117.81,47.06,93.48
2007-10-15,23.85,90.53,118.03,46.45,94.82
2007-10-16,24.23,89.53,119.6,45.86,94.74
2007-10-17,24.68,90.55,115.78,45.99,94.8
2007-10-18,24.79,89.85,114.8,45.89,95.05
2007-10-19,24.35,89.76,112.28,44.98,92.14
2007-10-22,24.91,91.29,113.37,45.25,90.91
2007-10-23,26.59,100.82,114.68,43.93,91.35
2007-10-24,26.56,88.73,112.95,43.87,92.13
2007-10-25,26.11,88.21,112.81,43.88,91.57
2007-10-26,26.39,90.0,113.73,44.64,92.21
2007-10-29,26.44,90.1,114.8,45.01,93.61
2007-10-30,26.71,88.24,114.12,45.37,91.14
2007-10-31,27.14,89.15,116.12,45.21,91.99
2007-11-01,26.78,87.65,113.65,44.03,88.5
2007-11-02,26.84,85.98,114.59,44.19,87.93
2007-11-05,26.6,84.37,113.4,44.03,87.66
2007-11-06,27.4,87.27,113.17,44.29,90.38
2007-11-07,26.61,87.04,111.08,43.93,87.2
2007-11-08,25.07,83.58,106.11,43.62,89.42
2007-11-09,23.62,78.89,100.25,42.9,86.85
2007-11-12,21.97,77.0,101.45,43.32,84.54
2007-11-13,24.28,79.86,105.27,45.97,86.88
2007-11-14,23.73,78.51,103.44,46.51,86.31
2007-11-15,23.47,77.85,103.6,46.2,84.49
2007-11-16,23.77,78.6,104.79,46.34,85.1
2007-11-19,23.42,79.18,102.22,45.47,84.11
2007-11-20,24.12,80.39,103.42,45.5,87.82
2007-11-21,24.07,79.76,102.22,44.86,87.04
2007-11-23,24.51,81.43,104.05,45.73,88.29
2007-11-26,24.65,81.3,101.97,45.03,85.68
2007-11-27,24.97,85.59,103.83,45.83,86.38
2007-11-28,25.75,90.3,107.37,47.23,87.92
2007-11-29,26.33,89.15,107.5,47.54,88.59
2007-11-30,26.03,90.56,105.18,47.9,89.16
2007-12-03,25.55,90.91,105.83,47.87,88.85
2007-12-04,25.69,94.41,106.63,48.19,88.12
2007-12-05,26.5,93.19,108.16,48.9,89.92
2007-12-06,27.14,94.21,109.7,49.27,91.44
2007-12-07,27.76,94.31,108.86,49.02,91.5
2007-12-10,27.74,93.02,109.39,49.43,92.03
2007-12-11,26.93,90.75,106.99,49.03,90.28
2007-12-12,27.27,91.28,108.47,48.23,91.92
2007-12-13,27.4,92.4,108.18,48.33,92.72
2007-12-14,27.2,89.08,105.77,47.63,91.18
2007-12-17,26.34,85.09,104.53,47.83,89.89
2007-12-18,26.14,86.89,106.31,48.24,91.42
2007-12-19,26.16,89.38,107.14,48.08,91.43
2007-12-20,26.74,90.58,108.84,47.85,92.13
2007-12-21,27.7,91.26,111.05,48.21,93.43
2007-12-24,28.4,91.01,111.65,48.74,93.66
2007-12-26,28.42,92.85,111.56,48.38,94.81
2007-12-27,28.37,94.25,109.6,47.77,93.67
2007-12-28,28.55,94.45,110.09,48.08,95.0
2007-12-31,28.3,92.64,108.1,47.53,93.69
2008-01-02,27.83,96.25,104.69,46.9,93.51
2008-01-03,27.85,95.21,104.9,46.38,93.83
2008-01-04,25.72,88.79,101.13,45.72,92.08
2008-01-07,25.38,88.82,100.05,46.56,91.22
2008-01-08,24.46,87.88,97.59,45.97,90.05
2008-01-09,25.6,85.22,98.31,46.9,91.56
2008-01-10,25.43,84.26,99.92,48.4,91.66
2008-01-11,24.67,81.08,97.67,47.72,90.3
2008-01-14,25.54,82.87,102.93,47.67,90.83
2008-01-15,24.15,80.24,101.83,46.99,89.02
2008-01-16,22.81,80.35,101.63,47.49,86.53
2008-01-17,22.98,80.12,101.1,47.48,83.91
2008-01-18,23.05,79.76,103.4,47.58,85.08
2008-01-22,22.23,78.48,101.22,49.2,82.45
2008-01-23,19.87,73.97,106.1,50.16,83.45
2008-01-24,19.37,77.67,106.91,48.91,86.0
2008-01-25,18.57,77.6,104.52,48.09,83.94
2008-01-28,18.57,75.82,104.98,48.71,85.13
2008-01-29,18.79,73.95,106.1,49.01,85.08
2008-01-30,18.88,74.21,105.65,49.16,85.28
2008-01-31,19.34,77.7,107.11,50.74,86.4
2008-02-01,19.11,74.63,109.08,51.18,85.95
2008-02-04,18.81,73.95,107.93,50.07,85.44
2008-02-05,18.48,72.09,105.02,49.56,82.11
2008-02-06,17.43,68.49,103.59,48.83,81.44
2008-02-07,17.32,70.91,102.34,49.84,81.89
2008-02-08,17.93,73.5,103.27,48.76,81.71
2008-02-11,18.49,75.19,105.14,49.6,83.22
2008-02-12,17.84,74.45,106.53,50.25,84.38
2008-02-13,18.49,77.73,108.42,50.66,85.49
2008-02-14,18.21,75.8,106.13,49.97,85.55
2008-02-15,17.8,72.96,106.16,49.44,85.37
2008-02-19,17.45,72.08,105.0,49.66,87.01
2008-02-20,17.69,73.64,107.85,49.7,88.1
2008-02-21,17.36,69.9,106.93,49.79,86.92
2008-02-22,17.07,72.08,108.07,49.97,87.17
2008-02-25,17.11,73.27,110.08,50.33,89.13
2008-02-26,17.02,71.69,114.38,51.4,89.89
2008-02-27,17.57,70.87,116.46,51.43,89.39
2008-02-28,18.56,67.85,115.24,50.7,89.38
2008-02-29,17.86,64.47,113.86,49.59,87.01
2008-03-03,17.39,62.43,114.23,49.89,87.75
2008-03-04,17.8,65.34,115.71,49.87,86.69
2008-03-05,17.78,64.99,115.39,49.55,87.19
2008-03-06,17.28,62.74,112.52,49.98,84.51
2008-03-07,17.46,64.09,113.94,49.9,82.49
2008-03-10,17.1,63.47,114.01,48.85,82.46
2008-03-11,18.19,67.15,116.49,50.25,86.68
2008-03-12,18.0,66.51,117.07,50.29,85.97
2008-03-13,18.28,68.32,115.91,50.6,87.05
2008-03-14,18.09,68.22,115.23,49.82,85.91
2008-03-17,18.1,66.53,115.55,49.95,85.79
2008-03-18,18.97,71.7,118.41,50.98,88.47
2008-03-19,18.52,70.17,116.94,50.78,84.43
2008-03-20,19.04,73.19,118.33,53.23,85.0
2008-03-24,19.93,75.95,119.06,53.63,85.95
2008-03-25,20.14,75.17,117.97,53.05,85.2
2008-03-26,20.72,73.8,116.91,52.9,86.26
2008-03-27,20.04,70.8,115.52,52.37,86.2
2008-03-28,20.43,69.76,114.57,52.12,85.22
2008-03-31,20.5,71.3,115.14,52.68,84.58
2008-04-01,21.36,76.7,116.49,54.08,87.02
2008-04-02,21.07,77.37,114.81,54.46,88.52
2008-04-03,21.66,74.94,116.02,54.93,88.23
2008-04-04,21.87,76.87,115.76,54.4,88.74
2008-04-07,22.27,76.9,116.31,54.23,88.92
2008-04-08,21.83,77.3,116.27,54.45,89.61
2008-04-09,21.63,74.39,116.77,54.14,89.7
2008-04-10,22.08,74.83,118.78,54.66,89.55
2008-04-11,21.02,71.99,116.0,54.8,88.62
2008-04-14,21.11,72.61,117.28,55.15,89.7
2008-04-15,21.2,72.5,117.17,56.27,90.8
2008-04-16,21.96,74.59,120.47,57.07,92.89
2008-04-17,22.07,74.04,123.08,56.67,93.38
2008-04-18,23.01,80.1,124.4,56.31,94.0
2008-04-21,24.02,80.18,124.35,56.38,94.26
2008-04-22,22.89,79.6,123.67,56.55,94.39
2008-04-23,23.27,81.0,123.6,56.92,94.22
2008-04-24,24.13,77.69,124.19,57.45,92.6
2008-04-25,24.25,80.86,123.08,57.65,92.46
2008-04-28,24.61,81.97,121.69,57.35,92.45
2008-04-29,25.01,80.74,122.85,58.61,91.79
2008-04-30,24.85,78.63,120.7,57.98,93.07
2008-05-01,25.71,79.36,123.61,58.07,89.7
2008-05-02,25.85,77.31,123.18,57.5,89.61
2008-05-05,26.39,75.92,122.03,56.97,89.51
2008-05-06,26.67,75.71,122.82,56.35,90.07
2008-05-07,26.08,73.18,124.14,56.83,88.82
2008-05-08,26.44,72.79,124.92,57.16,89.93
2008-05-09,26.21,72.41,124.06,57.18,88.82
2008-05-12,26.88,74.53,125.24,58.02,89.19
2008-05-13,27.14,74.56,126.58,56.65,89.68
2008-05-14,26.61,74.2,127.52,57.45,89.91
2008-05-15,27.1,76.12,128.46,57.12,91.3
2008-05-16,26.8,76.46,127.82,57.04,92.67
2008-05-19,26.23,82.29,126.49,56.4,94.36
2008-05-20,26.56,80.72,125.18,55.95,94.56
2008-05-21,25.46,78.3,123.62,55.23,93.67
2008-05-22,25.29,79.26,124.7,56.05,92.51
2008-05-23,25.88,78.35,124.2,55.75,90.7
2008-05-27,26.63,80.62,127.32,56.4,89.8
2008-05-28,26.72,80.08,129.54,57.09,90.43
2008-05-29,26.67,80.35,129.71,57.94,89.35
2008-05-30,26.96,81.62,129.43,57.74,88.76
2008-06-02,26.59,80.23,127.36,57.2,87.81
2008-06-03,26.48,80.11,127.84,57.77,85.71
2008-06-04,26.46,81.5,127.55,57.68,85.75
2008-06-05,27.06,84.51,128.47,59.8,89.31
2008-06-06,26.52,80.63,124.94,58.37,86.79
2008-06-09,25.94,79.43,125.86,59.57,89.07
2008-06-10,26.52,79.62,125.94,59.78,87.89
2008-06-11,25.83,77.28,123.25,58.52,88.61
2008-06-12,24.75,76.15,123.85,59.11,87.06
2008-06-13,24.62,79.17,126.15,59.18,88.36
2008-06-16,25.26,81.7,126.71,59.31,87.99
2008-06-17,25.92,82.97,125.1,58.69,88.62
2008-06-18,25.54,82.52,124.16,57.67,87.83
2008-06-19,25.84,84.26,125.02,57.69,85.79
2008-06-20,25.04,81.1,122.74,56.26,84.91
2008-06-23,24.74,80.68,123.46,56.64,87.7
2008-06-24,24.75,79.64,123.46,57.32,86.92
2008-06-25,25.34,80.51,124.58,58.12,87.6
2008-06-26,24.04,76.3,121.13,56.83,86.41
2008-06-27,24.3,74.66,120.05,56.3,86.55
2008-06-30,23.92,73.33,118.53,56.2,88.13
2008-07-01,24.95,73.62,119.27,57.03,88.35
2008-07-02,24.03,71.44,119.1,56.5,87.41
2008-07-03,24.3,72.0,119.54,56.6,88.27
2008-07-07,25.02,72.49,121.5,56.91,86.95
2008-07-08,25.65,75.04,123.88,59.11,85.94
2008-07-09,24.89,70.61,120.4,57.67,84.31
2008-07-10,25.23,70.63,123.18,57.21,86.06
2008-07-11,24.65,68.54,122.12,56.29,85.48
2008-07-14,24.84,66.28,121.54,56.31,85.42
2008-07-15,24.23,67.03,123.2,56.24,82.19
2008-07-16,24.69,71.84,125.94,56.96,80.81
2008-07-17,24.54,72.11,126.52,57.68,80.33
2008-07-18,23.59,69.12,129.89,57.92,81.54
2008-07-21,23.76,68.48,128.66,57.31,82.98
2008-07-22,23.15,67.97,130.0,59.06,82.86
2008-07-23,23.75,70.54,129.52,58.09,80.99
2008-07-24,22.72,78.72,130.0,56.97,80.8
2008-07-25,23.16,78.31,128.53,56.83,81.7
2008-07-28,22.06,75.98,126.25,56.02,80.68
2008-07-29,22.44,78.21,127.66,57.45,80.9
2008-07-30,22.84,78.21,128.86,58.56,84.38
2008-07-31,22.71,76.34,127.98,58.62,80.43
2008-08-01,22.38,75.75,126.64,57.75,79.72
2008-08-04,21.89,75.71,127.56,58.43,76.6
2008-08-05,22.95,79.11,128.87,60.34,78.35
2008-08-06,23.46,78.09,129.16,60.76,78.33
2008-08-07,23.37,76.95,129.05,56.96,77.44
2008-08-08,24.22,80.51,128.81,57.86,78.72
2008-08-11,24.79,88.09,126.6,58.56,78.16
2008-08-12,25.25,87.25,125.22,59.25,76.88
2008-08-13,25.61,86.69,125.8,57.88,78.17
2008-08-14,25.62,88.03,126.94,58.1,77.45
2008-08-15,25.11,86.4,126.36,59.37,77.07
2008-08-18,25.06,83.11,124.59,58.83,76.53
2008-08-19,24.79,81.29,122.56,58.2,77.95
2008-08-20,25.12,82.13,122.51,58.36,78.81
2008-08-21,24.9,83.26,122.99,58.5,80.35
2008-08-22,25.26,85.26,124.93,59.44,80.3
2008-08-25,24.65,82.85,122.86,58.55,78.71
2008-08-26,24.81,81.76,122.5,59.0,79.95
2008-08-27,24.95,81.73,123.38,59.29,80.47
2008-08-28,24.82,83.42,124.58,59.88,81.18
2008-08-29,24.22,80.81,121.73,59.07,80.01
2008-09-02,23.74,81.41,118.41,59.65,77.32
2008-09-03,23.85,80.77,118.34,59.79,78.02
2008-09-04,23.03,78.03,115.0,59.78,76.14
2008-09-05,22.88,79.19,114.33,60.74,75.62
2008-09-08,22.56,81.16,117.29,62.0,76.77
2008-09-09,21.67,79.04,115.04,61.13,73.26
2008-09-10,21.66,76.74,118.04,62.02,75.25
2008-09-11,21.81,79.51,119.2,63.17,75.56
2008-09-12,21.28,78.3,118.97,62.41,77.5
2008-09-15,20.05,77.34,115.19,61.63,73.25
2008-09-16,19.98,78.73,116.05,62.14,76.43
2008-09-17,18.26,71.54,111.47,59.64,75.28
2008-09-18,19.16,76.5,115.12,61.48,77.75
2008-09-19,20.13,81.0,118.85,59.7,79.61
2008-09-22,18.72,74.93,116.21,58.89,78.88
2008-09-23,18.12,71.76,115.36,58.4,77.69
2008-09-24,18.39,69.96,116.46,58.92,78.03
2008-09-25,18.85,72.08,120.11,60.12,80.67
2008-09-26,18.32,70.7,119.42,60.71,80.65
2008-09-29,15.04,63.35,114.46,58.45,74.06
2008-09-30,16.24,72.76,116.96,59.89,77.66
2008-10-01,15.59,69.58,110.13,59.66,78.58
2008-10-02,14.3,67.36,104.74,58.85,77.5
2008-10-03,13.87,67.0,103.44,59.73,77.94
2008-10-06,14.02,65.23,100.62,57.9,77.32
2008-10-07,12.74,58.52,95.65,54.84,76.07
2008-10-08,12.83,61.02,90.55,54.55,77.0
2008-10-09,12.68,56.0,89.0,51.39,68.0
2008-10-10,13.8,56.25,87.75,50.95,62.36
2008-10-13,15.75,62.02,92.21,54.5,73.08
2008-10-14,14.87,55.86,93.6,54.44,72.46
2008-10-15,13.99,48.72,88.29,50.05,62.35
2008-10-16,14.56,50.29,91.52,54.62,69.45
2008-10-17,13.91,50.65,90.78,53.77,68.04
2008-10-20,14.06,52.97,92.51,54.43,74.99
2008-10-21,13.07,50.23,88.86,53.67,71.5
2008-10-22,13.84,49.99,83.6,52.27,64.57
2008-10-23,14.03,50.32,84.35,52.76,70.39
2008-10-24,13.77,48.96,82.07,51.4,69.04
2008-10-27,13.16,49.58,79.66,49.67,66.09
2008-10-28,14.27,56.04,87.28,55.17,74.86
2008-10-29,14.94,56.89,88.2,55.02,74.65
2008-10-30,15.86,56.71,90.69,54.75,75.05
2008-10-31,15.37,57.24,92.97,55.81,74.12
2008-11-03,15.28,55.77,92.68,55.97,74.29
2008-11-04,15.86,58.45,93.4,56.13,77.49
2008-11-05,14.76,51.98,89.94,54.13,73.69
2008-11-06,14.16,47.22,85.15,53.49,69.96
2008-11-07,14.03,49.21,86.27,54.39,73.95
2008-11-10,13.7,48.46,83.87,55.18,74.02
2008-11-11,13.54,46.3,82.74,54.75,72.65
2008-11-12,12.87,41.56,79.74,52.62,68.93
2008-11-13,13.78,44.93,84.21,54.93,75.41
2008-11-14,12.89,41.75,80.33,52.71,73.68
2008-11-17,12.59,39.69,77.48,51.81,73.38
2008-11-18,12.84,38.44,80.08,52.72,76.33
2008-11-19,12.33,35.84,75.97,51.0,73.42
2008-11-20,11.5,35.03,71.74,50.66,68.51
2008-11-21,11.8,37.87,74.88,52.92,75.81
2008-11-24,13.28,42.5,79.89,52.77,78.8
2008-11-25,12.97,42.19,80.65,54.68,78.11
2008-11-26,13.57,43.96,81.67,56.69,80.89
2008-11-28,13.24,42.7,81.6,55.88,80.15
2008-12-01,12.7,40.47,76.9,53.01,74.31
2008-12-02,13.21,41.19,79.84,53.45,77.61
2008-12-03,13.7,45.21,80.67,54.38,78.93
2008-12-04,13.06,47.32,77.44,55.11,76.27
2008-12-05,13.43,48.26,80.59,58.21,76.6
2008-12-08,14.25,51.41,84.86,57.56,79.6
2008-12-09,14.29,51.25,82.69,55.81,78.2
2008-12-10,14.03,49.7,82.86,55.25,80.07
2008-12-11,13.57,48.25,80.58,54.79,80.02
2008-12-12,14.04,51.25,82.2,54.63,80.45
2008-12-15,13.54,48.85,82.77,54.71,79.95
2008-12-16,13.63,52.63,86.4,55.24,83.14
2008-12-17,12.74,53.18,85.84,55.19,81.06
2008-12-18,12.78,52.08,84.0,55.41,77.0
2008-12-19,12.86,51.56,83.52,55.74,75.02
2008-12-22,12.25,49.84,81.99,55.99,74.91
2008-12-23,12.34,51.08,80.6,55.29,75.1
2008-12-24,12.15,51.44,80.52,55.44,75.78
2008-12-26,12.26,51.78,81.33,55.35,77.19
2008-12-29,12.37,49.4,81.25,55.11,78.02
2008-12-30,12.33,50.76,83.55,55.05,78.59
2008-12-31,12.19,51.28,84.16,56.06,79.83
2009-01-02,12.96,54.36,87.37,57.18,81.64
2009-01-05,13.51,54.06,86.82,56.52,81.63
2009-01-06,13.29,57.36,89.23,56.02,80.3
2009-01-07,13.0,56.2,87.79,55.54,78.25
2009-01-08,13.24,57.16,87.18,51.38,79.09
2009-01-09,12.94,55.51,84.7,51.58,77.57
2009-01-12,12.67,51.92,85.71,51.39,76.54
2009-01-13,12.53,51.45,85.34,52.12,77.92
2009-01-14,12.19,48.49,83.19,51.56,75.1
2009-01-15,11.91,51.44,84.12,51.35,76.66
2009-01-16,11.76,51.59,84.92,51.56,78.1
2009-01-20,11.17,48.44,81.98,50.56,76.29
2009-01-21,11.83,50.54,91.42,49.14,79.26
2009-01-22,12.62,49.94,90.07,48.87,78.23
2009-01-23,12.62,50.63,89.49,48.35,78.04
2009-01-26,12.81,49.63,91.6,48.6,78.6
2009-01-27,12.96,48.44,91.66,48.79,78.92
2009-01-28,13.46,50.36,94.82,48.73,79.25
2009-01-29,13.29,50.0,92.51,47.86,77.0
2009-01-30,12.88,58.82,91.65,47.12,76.48
2009-02-02,13.07,61.15,90.93,46.57,76.69
2009-02-03,13.28,63.59,93.48,47.81,78.12
2009-02-04,13.36,61.06,92.83,46.42,77.66
2009-02-05,13.78,63.18,92.41,48.56,79.78
2009-02-06,14.25,66.55,96.14,49.63,80.34
2009-02-09,14.64,66.71,96.82,49.28,79.48
2009-02-10,13.98,63.31,93.27,47.72,76.14
2009-02-11,13.83,64.35,95.16,48.23,74.58
2009-02-12,14.18,63.96,95.07,48.13,75.22
2009-02-13,14.17,63.26,93.84,46.53,74.59
2009-02-17,13.5,61.67,90.67,48.24,71.28
2009-02-18,13.48,62.35,91.51,50.0,71.94
2009-02-19,12.95,61.95,88.93,50.45,72.16
2009-02-20,13.0,63.86,88.79,50.02,71.23
2009-02-23,12.42,61.71,84.37,48.88,69.3
2009-02-24,12.89,65.6,86.4,50.01,72.09
2009-02-25,13.02,63.71,85.9,49.21,72.05
2009-02-26,12.74,62.34,88.97,48.25,70.95
2009-02-27,12.76,64.79,92.03,49.24,67.9
2009-03-02,12.56,61.99,89.05,48.04,64.91
2009-03-03,12.62,61.7,87.77,47.38,64.36
2009-03-04,13.02,64.81,89.49,48.49,65.68
2009-03-05,12.69,64.77,87.48,49.75,62.22
2009-03-06,12.19,61.69,85.81,48.91,64.03
2009-03-09,11.87,60.49,83.48,47.51,64.57
2009-03-10,12.66,65.71,87.25,48.67,67.39
2009-03-11,13.24,68.54,88.62,47.46,65.77
2009-03-12,13.76,69.58,90.4,48.94,67.15
2009-03-13,13.7,68.63,90.36,49.19,67.2
2009-03-16,13.63,66.98,91.22,48.8,66.97
2009-03-17,14.24,71.35,92.91,50.0,69.09
2009-03-18,14.5,71.25,91.95,50.44,69.17
2009-03-19,14.52,70.1,92.66,49.95,68.33
2009-03-20,14.51,69.96,92.51,49.59,66.09
2009-03-23,15.38,75.58,98.71,51.48,70.53
2009-03-24,15.21,72.81,98.3,51.08,69.38
2009-03-25,15.21,72.4,97.95,51.68,70.16
2009-03-26,15.7,73.69,98.78,52.76,71.23
2009-03-27,15.26,70.52,94.15,52.57,69.98
2009-03-30,14.93,71.44,94.52,51.76,68.63
2009-03-31,15.02,73.44,96.89,52.1,68.1
2009-04-01,15.53,73.5,97.61,52.82,69.23
2009-04-02,16.1,76.34,100.82,53.64,70.25
2009-04-03,16.57,78.17,102.22,53.8,70.44
2009-04-06,16.92,77.99,101.56,53.43,70.05
2009-04-07,16.43,75.51,98.75,52.39,68.71
2009-04-08,16.62,76.98,101.19,52.61,68.96
2009-04-09,17.08,79.77,101.7,50.66,69.84
2009-04-13,17.17,78.94,99.95,51.53,68.02
2009-04-14,16.9,77.22,99.27,51.12,67.7
2009-04-15,16.81,74.71,98.85,51.29,68.14
2009-04-16,17.35,77.25,101.43,50.78,67.41
2009-04-17,17.63,78.05,101.27,50.2,66.75
2009-04-20,17.21,77.57,100.43,49.27,65.29
2009-04-21,17.39,78.74,102.31,49.83,66.23
2009-04-22,17.36,79.2,102.55,48.96,64.75
2009-04-23,17.91,80.61,101.42,48.86,65.71
2009-04-24,17.7,84.46,100.08,47.87,66.57
2009-04-27,17.82,83.12,99.95,48.51,66.13
2009-04-28,17.7,82.4,101.94,48.47,67.08
2009-04-29,17.88,79.79,104.04,50.45,68.44
2009-04-30,17.98,80.52,103.21,50.4,66.67
2009-05-01,18.18,78.96,104.61,50.05,68.01
2009-05-04,18.87,79.77,106.19,50.84,68.2
2009-05-05,18.96,81.9,105.85,50.46,67.65
2009-05-06,18.93,81.99,104.62,49.51,68.58
2009-05-07,18.44,79.28,102.59,49.89,68.93
2009-05-08,18.46,77.95,101.49,50.14,70.8
2009-05-11,18.51,78.61,102.9,50.63,69.27
2009-05-12,17.77,77.93,103.94,50.9,70.82
2009-05-13,17.07,74.19,102.26,50.03,69.77
2009-05-14,17.56,75.11,101.05,49.1,69.76
2009-05-15,17.49,73.6,101.37,48.15,69.11
2009-05-18,18.09,75.95,104.58,49.92,70.5
2009-05-19,18.21,77.87,105.51,49.36,70.52
2009-05-20,17.98,77.97,104.05,48.94,69.61
2009-05-21,17.74,75.96,102.82,49.11,68.39
2009-05-22,17.5,75.64,101.89,49.25,68.83
2009-05-26,18.68,78.39,105.02,50.0,69.81
2009-05-27,19.01,77.1,102.93,49.32,68.3
2009-05-28,19.3,77.65,104.69,49.55,69.23
2009-05-29,19.4,77.99,106.28,49.74,69.35
2009-06-01,19.91,83.05,108.37,50.59,71.76
2009-06-02,19.93,84.93,106.83,49.93,72.92
2009-06-03,20.14,85.68,106.49,50.88,72.08
2009-06-04,20.53,85.52,106.33,50.87,72.98
2009-06-05,20.67,87.56,107.24,51.07,72.97
2009-06-08,20.55,86.36,107.49,50.81,73.17
2009-06-09,20.39,87.08,108.14,50.61,73.12
2009-06-10,20.04,86.59,108.35,50.06,73.84
2009-06-11,19.99,85.69,109.4,49.32,74.05
2009-06-12,19.57,84.08,108.21,49.84,73.78
2009-06-15,19.44,83.18,107.62,48.46,72.81
2009-06-16,19.48,82.15,107.32,48.25,71.63
2009-06-17,19.37,82.65,107.0,48.56,71.42
2009-06-18,19.41,81.6,106.33,48.68,71.44
2009-06-19,19.93,82.96,105.89,48.17,71.05
2009-06-22,19.62,79.15,104.52,48.59,68.84
2009-06-23,19.14,77.68,104.44,48.35,68.95
2009-06-24,19.46,79.27,104.15,48.51,68.45
2009-06-25,19.98,82.2,106.06,49.15,69.88
2009-06-26,20.35,83.88,105.68,48.63,69.05
2009-06-29,20.28,83.03,105.83,48.76,70.58
2009-06-30,20.35,83.66,104.42,48.44,69.91
2009-07-01,20.4,81.6,104.84,48.37,70.56
2009-07-02,20.0,79.32,101.73,47.79,68.49
2009-07-06,19.8,78.1,101.65,47.73,68.1
2009-07-07,19.34,75.63,100.19,47.84,66.56
2009-07-08,19.6,77.36,100.68,48.37,66.26
2009-07-09,19.48,78.1,102.08,48.08,65.97
2009-07-10,19.79,77.63,100.83,47.57,65.12
2009-07-13,20.33,81.47,103.62,47.83,65.7
2009-07-14,20.32,81.95,103.25,48.13,66.22
2009-07-15,20.98,84.55,107.22,48.55,68.44
2009-07-16,21.07,86.11,110.64,48.51,68.46
2009-07-17,21.68,85.85,115.42,48.49,68.52
2009-07-20,21.84,88.23,116.44,48.82,68.94
2009-07-21,21.64,89.01,117.04,48.86,70.47
2009-07-22,22.39,88.79,115.57,49.17,69.99
2009-07-23,22.55,93.87,117.06,48.76,71.61
2009-07-24,22.86,86.49,117.64,48.94,72.29
2009-07-27,22.87,84.24,117.63,48.97,72.75
2009-07-28,22.86,84.98,117.28,48.92,71.89
2009-07-29,22.86,84.34,117.26,49.37,71.43
2009-07-30,23.26,86.09,117.86,49.98,70.72
2009-07-31,23.34,85.76,117.93,49.88,70.39
2009-08-03,23.78,87.44,119.92,49.84,70.65
2009-08-04,23.65,85.8,119.6,49.85,70.6
2009-08-05,23.59,84.29,118.47,49.2,70.03
2009-08-06,23.42,84.47,117.38,48.98,69.73
2009-08-07,23.64,85.32,119.33,49.29,69.47
2009-08-10,23.53,84.44,118.7,49.72,69.18
2009-08-11,23.26,83.56,117.79,50.04,68.13
2009-08-12,23.62,85.96,119.29,50.51,69.11
2009-08-13,24.06,84.6,119.58,51.88,68.75
2009-08-14,23.83,83.58,118.57,51.79,68.21
2009-08-17,22.8,81.06,116.86,51.57,66.55
2009-08-18,23.43,82.12,117.63,51.36,66.49
2009-08-19,23.51,83.0,118.57,51.67,68.0
2009-08-20,23.76,84.09,118.95,51.71,68.59
2009-08-21,24.17,85.0,119.9,51.36,69.92
2009-08-24,24.15,84.5,119.32,51.55,71.3
2009-08-25,24.2,84.19,118.83,51.67,70.68
2009-08-26,23.92,84.0,119.47,51.8,71.37
2009-08-27,24.21,84.31,119.43,51.24,70.86
2009-08-28,24.29,82.76,118.22,51.13,70.12
2009-08-31,24.03,81.19,118.05,50.87,69.15
2009-09-01,23.61,79.16,116.69,50.97,68.41
2009-09-02,23.6,78.14,116.09,50.92,68.18
2009-09-03,23.79,78.46,116.33,51.74,68.26
2009-09-04,24.33,78.87,117.46,51.68,69.18
2009-09-08,24.7,80.9,117.16,51.4,70.65
2009-09-09,24.45,82.24,116.76,51.11,70.5
2009-09-10,24.65,83.85,117.67,51.03,70.65
2009-09-11,24.59,84.54,118.05,50.72,69.98
2009-09-14,24.82,83.86,118.88,50.38,70.0
2009-09-15,25.02,83.55,119.35,49.93,69.49
2009-09-16,25.98,90.7,121.82,50.04,70.34
2009-09-17,26.36,90.44,121.88,49.96,69.84
2009-09-18,26.43,90.28,122.11,50.11,69.99
2009-09-21,26.29,90.56,121.57,50.91,69.57
2009-09-22,26.35,93.75,121.61,50.99,69.83
2009-09-23,26.5,92.38,120.82,50.4,69.0
2009-09-24,26.26,92.11,120.94,50.7,68.93
