,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2
1506,1.0,2.0,4.0,1.0,2.0,2.0,5.0,8.0,0.0,1.0,5.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1,0,0
1507,4.0,0.0,3.0,1.0,0.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,0,0,0
1508,2.0,3.0,6.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,0,0,0
1509,0.0,1.0,2.0,1.0,2.0,2.0,2.0,11.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,0.0,1.0,1.0,3.0,2.0,1,1,0
1510,2.0,1.0,2.0,3.0,3.0,2.0,4.0,6.0,0.0,0.0,5.0,3.0,3.0,0.0,3.0,1.0,5.0,0.0,1.0,2.0,1,1,0
1511,5.0,0.0,6.0,2.0,3.0,7.0,1.0,3.0,4.0,5.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,5.0,1.0,0,0,0
1512,5.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,0.0,1.0,5.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1,0,0
1513,2.0,3.0,2.0,6.0,5.0,3.0,2.0,5.0,0.0,2.0,3.0,6.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1,1,0
1514,2.0,1.0,2.0,0.0,3.0,0.0,5.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,1,1,0
1515,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,5.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,1,1,1
1516,3.0,0.0,4.0,5.0,2.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,9.0,4.0,2.0,0.0,5.0,1.0,4.0,4.0,1,1,0
1517,0.0,2.0,2.0,3.0,5.0,0.0,1.0,3.0,1.0,1.0,5.0,6.0,8.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0,1,0
1518,4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,0.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1,1,1
1519,1.0,0.0,3.0,0.0,2.0,0.0,5.0,4.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,2.0,1.0,1,1,0
1520,0.0,2.0,1.0,5.0,1.0,0.0,2.0,7.0,1.0,4.0,6.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,0,1,0
1521,0.0,3.0,4.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1,1,1
1522,0.0,3.0,2.0,6.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,0.0,3.0,5.0,0,1,0
1523,0.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,0.0,1,1,1
1524,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,6.0,3.0,3.0,4.0,0.0,2.0,1.0,1.0,4.0,0,1,0
1525,6.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,0,0,0
1526,4.0,2.0,6.0,0.0,3.0,0.0,6.0,5.0,0.0,1.0,3.0,7.0,4.0,3.0,6.0,3.0,4.0,2.0,2.0,0.0,1,0,0
1527,0.0,1.0,6.0,6.0,8.0,2.0,5.0,7.0,1.0,2.0,5.0,3.0,6.0,5.0,5.0,0.0,6.0,0.0,1.0,3.0,1,1,0
1528,1.0,1.0,6.0,2.0,3.0,0.0,0.0,4.0,1.0,5.0,3.0,5.0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0,1,0
1529,2.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,1.0,0.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1,0,0
1530,0.0,0.0,0.0,2.0,1.0,1.0,1.0,11.0,0.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,1,1,0
1531,1.0,0.0,4.0,1.0,2.0,0.0,5.0,7.0,0.0,0.0,2.0,4.0,5.0,2.0,6.0,0.0,2.0,2.0,3.0,1.0,1,1,0
1532,0.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,1.0,3.0,5.0,8.0,5.0,7.0,6.0,1.0,0.0,0.0,5.0,3.0,0,1,0
1533,1.0,3.0,6.0,4.0,3.0,0.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,1,1,0
1534,0.0,4.0,2.0,3.0,2.0,6.0,4.0,3.0,0.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1,1,1
1535,3.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,0,1,0
1536,1.0,0.0,3.0,7.0,3.0,1.0,5.0,4.0,1.0,1.0,6.0,7.0,5.0,3.0,5.0,0.0,0.0,3.0,1.0,1.0,1,1,0
1537,3.0,2.0,4.0,1.0,8.0,0.0,4.0,6.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,1.0,0.0,1,0,0
1538,0.0,0.0,4.0,0.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,1,1,1
1539,5.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,6.0,7.0,2.0,2.0,6.0,0,0,0
1540,1.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,0.0,4.0,3.0,4.0,2.0,4.0,5.0,1.0,3.0,0.0,5.0,3.0,1,1,0
1541,1.0,2.0,0.0,8.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,1.0,0.0,5.0,4.0,0,1,0
1542,1.0,0.0,5.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0,7.0,7.0,4.0,1.0,4.0,2.0,2.0,0.0,5.0,0.0,1,1,0
1543,3.0,6.0,0.0,5.0,0.0,0.0,5.0,2.0,1.0,6.0,3.0,6.0,7.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0,1,0
1544,0.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,6.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1,1,1
1545,1.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1,1,1
1546,3.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,2.0,6.0,5.0,6.0,1.0,6.0,1.0,1.0,4.0,2.0,4.0,1,1,0
1547,0.0,4.0,4.0,4.0,0.0,1.0,0.0,9.0,0.0,2.0,3.0,3.0,4.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,0,1,0
1548,0.0,3.0,4.0,1.0,6.0,2.0,2.0,5.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,1,1,1
1549,2.0,4.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,9.0,6.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,0
1550,2.0,2.0,7.0,4.0,1.0,1.0,1.0,7.0,1.0,0.0,4.0,10.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,1,1,0
1551,3.0,2.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,0
1552,0.0,2.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,6.0,10.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0,1,0
1553,0.0,3.0,1.0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,0,1,0
1554,0.0,2.0,2.0,2.0,0.0,1.0,4.0,7.0,0.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,0.0,3.0,4.0,0,1,0
1555,0.0,1.0,3.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,2.0,6.0,5.0,0,0,0
1556,3.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,0.0,2.0,1.0,6.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0,3.0,1,0,0
1557,2.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1,1
1558,1.0,1.0,3.0,3.0,4.0,3.0,7.0,5.0,0.0,0.0,4.0,7.0,6.0,3.0,1.0,1.0,5.0,4.0,2.0,0.0,1,0,0
1559,3.0,2.0,8.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,1,1,1
1560,3.0,0.0,1.0,0.0,5.0,0.0,1.0,8.0,0.0,2.0,1.0,8.0,4.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,1,0,0
1561,0.0,2.0,4.0,1.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,4.0,1.0,1,1,1
1562,1.0,0.0,0.0,3.0,4.0,1.0,1.0,5.0,1.0,0.0,2.0,2.0,6.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,0,1,0
1563,1.0,2.0,3.0,0.0,3.0,0.0,7.0,8.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,1,0,0
1564,0.0,1.0,4.0,1.0,3.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,9.0,6.0,9.0,1.0,3.0,1.0,2.0,3.0,0,1,0
1565,0.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,5.0,4.0,6.0,0.0,4.0,0.0,1.0,1.0,0,1,0
1566,2.0,0.0,2.0,10.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,11.0,5.0,4.0,1.0,1.0,2.0,6.0,1.0,0,1,0
1567,1.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,0.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,0.0,1,1,0
1568,6.0,5.0,3.0,6.0,3.0,5.0,4.0,3.0,7.0,1.0,1.0,0.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,0,0,0
1569,4.0,2.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,2.0,3.0,0,0,0
1570,3.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,0,0,0
1571,1.0,2.0,3.0,2.0,3.0,0.0,6.0,7.0,0.0,3.0,4.0,6.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1,1,0
1572,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,6.0,1.0,3.0,2.0,0.0,4.0,0.0,0.0,1,1,0
1573,3.0,1.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0,0,0
1574,2.0,2.0,5.0,3.0,8.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,1,1,1
1575,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,0,0,0
1576,1.0,0.0,2.0,2.0,2.0,3.0,6.0,3.0,8.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1,1,1
1577,1.0,3.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,1,1,1
1578,1.0,0.0,5.0,1.0,4.0,1.0,3.0,10.0,0.0,0.0,1.0,9.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,1,0,0
1579,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,0,0,0
1580,4.0,2.0,0.0,3.0,4.0,0.0,12.0,4.0,0.0,0.0,8.0,4.0,5.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,1,0,0
1581,5.0,3.0,1.0,1.0,4.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,5.0,1.0,4.0,3.0,0,0,0
1582,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,4.0,0,0,0
1583,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,0.0,1.0,1.0,4.0,3.0,2.0,7.0,1.0,2.0,1.0,3.0,0.0,1,1,0
1584,1.0,1.0,2.0,4.0,4.0,0.0,3.0,5.0,0.0,1.0,5.0,6.0,3.0,6.0,5.0,2.0,2.0,3.0,3.0,1.0,1,1,0
1585,2.0,3.0,1.0,6.0,6.0,1.0,9.0,3.0,0.0,1.0,4.0,8.0,4.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,1,1,0
1586,2.0,2.0,3.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,7.0,3.0,4.0,0.0,1.0,3.0,7.0,1.0,1,1,0
1587,2.0,1.0,4.0,3.0,5.0,4.0,1.0,9.0,1.0,6.0,3.0,7.0,4.0,3.0,4.0,1.0,0.0,0.0,5.0,5.0,0,1,0
1588,2.0,1.0,2.0,1.0,6.0,1.0,5.0,6.0,0.0,0.0,7.0,10.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1,0,0
1589,1.0,2.0,2.0,4.0,4.0,0.0,4.0,6.0,0.0,4.0,3.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1,1,0
1590,0.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,2.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,1,1,1
1591,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,6.0,1.0,10.0,0.0,1.0,0.0,4.0,1.0,0,1,0
1592,2.0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,0,0,0
1593,1.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,8.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,1,1,0
1594,2.0,3.0,6.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1,1,0
1595,2.0,3.0,5.0,2.0,4.0,2.0,3.0,9.0,1.0,3.0,5.0,2.0,6.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,1,1,1
1596,2.0,1.0,1.0,6.0,0.0,0.0,4.0,6.0,1.0,1.0,5.0,3.0,6.0,4.0,6.0,0.0,2.0,3.0,1.0,3.0,1,1,0
1597,1.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0,2.0,2.0,3.0,6.0,10.0,4.0,4.0,0.0,2.0,0.0,4.0,4.0,0,1,0
1598,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,6.0,1.0,2.0,2.0,4.0,0.0,4.0,1.0,4.0,2.0,4.0,0,0,0
1599,1.0,0.0,3.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,1,1,0
1600,0.0,0.0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,1,1,1
1601,3.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1,1,0
1602,1.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,0,0,0
1603,2.0,0.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0,3.0,6.0,9.0,4.0,5.0,2.0,2.0,1.0,2.0,5.0,1,1,1
1604,0.0,1.0,2.0,1.0,3.0,1.0,8.0,6.0,2.0,1.0,5.0,3.0,4.0,4.0,1.0,0.0,3.0,4.0,1.0,2.0,1,1,1
1605,1.0,2.0,2.0,1.0,2.0,2.0,4.0,9.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1,1,1
1606,2.0,3.0,3.0,1.0,3.0,0.0,1.0,5.0,1.0,0.0,3.0,3.0,5.0,3.0,6.0,1.0,2.0,1.0,1.0,3.0,1,1,1
1607,0.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,3.0,5.0,6.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,1,1,0
1608,3.0,0.0,3.0,2.0,3.0,0.0,9.0,8.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,0.0,8.0,6.0,0.0,0.0,1,0,0
1609,1.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,5.0,3.0,4.0,3.0,1,1,1
1610,1.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,2.0,0.0,6.0,2.0,2.0,6.0,1.0,4.0,0.0,3.0,1.0,1,1,1
1611,1.0,3.0,4.0,2.0,6.0,1.0,5.0,1.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,6.0,1,1,1
1612,0.0,1.0,9.0,2.0,5.0,0.0,3.0,8.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,4.0,1.0,1,1,0
1613,0.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,0.0,1.0,4.0,2.0,4.0,3.0,5.0,0.0,1.0,1.0,0.0,2.0,1,1,0
1614,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,3.0,3.0,2.0,7.0,7.0,5.0,1.0,0.0,0.0,5.0,1.0,0,1,0
1615,4.0,2.0,1.0,5.0,3.0,3.0,7.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0,0,0
1616,4.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0,0.0,2.0,2.0,2.0,1.0,1,1,1
1617,1.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,1,1,1
1618,1.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,6.0,4.0,4.0,1.0,6.0,0,0,0
1619,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1,1,1
1620,2.0,4.0,3.0,1.0,6.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,0.0,6.0,3.0,2.0,2.0,4.0,4.0,2.0,0,0,0
1621,0.0,3.0,3.0,8.0,5.0,0.0,4.0,4.0,2.0,0.0,3.0,8.0,4.0,6.0,5.0,1.0,1.0,2.0,0.0,1.0,1,1,0
1622,1.0,4.0,2.0,2.0,5.0,2.0,7.0,5.0,1.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,0,0,0
1623,1.0,2.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,7.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0,1,0
1624,2.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,0,0,0
1625,0.0,1.0,2.0,6.0,3.0,0.0,5.0,6.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,2.0,4.0,2.0,1.0,1.0,1,1,0
1626,1.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,4.0,8.0,5.0,4.0,4.0,2.0,1.0,4.0,0.0,5.0,1,1,0
1627,1.0,0.0,2.0,5.0,6.0,0.0,0.0,5.0,0.0,4.0,6.0,4.0,2.0,5.0,4.0,1.0,1.0,0.0,6.0,1.0,0,1,0
1628,0.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,6.0,2.0,0.0,1.0,5.0,1.0,0,1,0
1629,0.0,2.0,4.0,4.0,2.0,0.0,0.0,7.0,0.0,1.0,4.0,2.0,6.0,3.0,5.0,0.0,0.0,1.0,3.0,3.0,0,1,0
1630,4.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,5.0,5.0,7.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0,1,0
1631,0.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,0.0,3.0,2.0,2.0,1.0,1,1,1
1632,1.0,0.0,2.0,3.0,1.0,1.0,3.0,7.0,1.0,5.0,1.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0,1,0
1633,0.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,8.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1,1,1
1634,0.0,1.0,0.0,3.0,7.0,0.0,9.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,2.0,9.0,2.0,1.0,0.0,1,0,0
1635,3.0,1.0,7.0,2.0,2.0,1.0,6.0,3.0,0.0,0.0,2.0,7.0,7.0,5.0,1.0,3.0,0.0,1.0,2.0,2.0,1,1,0
1636,3.0,4.0,4.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,0,0,0
1637,0.0,3.0,3.0,5.0,3.0,1.0,4.0,6.0,1.0,3.0,5.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0,1,0
1638,2.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,7.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,1,1,0
1639,1.0,3.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,0,1,0
1640,2.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,3.0,8.0,2.0,3.0,3.0,5.0,2.0,0.0,5.0,4.0,2.0,3.0,1,1,1
1641,3.0,3.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,0,0,0
1642,1.0,1.0,1.0,1.0,2.0,0.0,3.0,5.0,0.0,1.0,8.0,6.0,7.0,6.0,3.0,1.0,1.0,1.0,3.0,2.0,1,1,0
1643,1.0,0.0,3.0,2.0,6.0,0.0,8.0,4.0,0.0,0.0,1.0,8.0,5.0,0.0,3.0,2.0,3.0,4.0,1.0,1.0,1,0,0
1644,2.0,3.0,2.0,7.0,4.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,6.0,5.0,5.0,0.0,0.0,1.0,1.0,4.0,0,1,0
1645,1.0,2.0,6.0,3.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1,1,0
1646,1.0,2.0,6.0,5.0,5.0,0.0,5.0,3.0,0.0,4.0,1.0,3.0,5.0,2.0,6.0,2.0,5.0,3.0,3.0,3.0,1,1,1
1647,1.0,0.0,4.0,9.0,2.0,0.0,2.0,3.0,0.0,1.0,5.0,6.0,8.0,5.0,8.0,0.0,1.0,0.0,6.0,3.0,0,1,0
1648,1.0,1.0,3.0,0.0,2.0,1.0,4.0,7.0,1.0,4.0,5.0,6.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,1,1,0
1649,1.0,1.0,3.0,2.0,2.0,2.0,7.0,3.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1,1,1
1650,0.0,0.0,4.0,4.0,0.0,0.0,2.0,7.0,0.0,3.0,7.0,6.0,4.0,6.0,6.0,0.0,1.0,0.0,7.0,0.0,0,1,0
1651,0.0,1.0,5.0,1.0,4.0,3.0,4.0,5.0,1.0,6.0,6.0,4.0,7.0,1.0,2.0,0.0,4.0,3.0,4.0,1.0,1,1,1
1652,1.0,0.0,2.0,0.0,3.0,0.0,7.0,6.0,0.0,2.0,9.0,3.0,4.0,3.0,3.0,1.0,7.0,2.0,0.0,1.0,1,0,0
1653,1.0,1.0,2.0,1.0,4.0,0.0,6.0,3.0,0.0,0.0,4.0,1.0,8.0,1.0,4.0,3.0,6.0,3.0,1.0,0.0,1,0,0
1654,2.0,1.0,3.0,2.0,1.0,0.0,3.0,7.0,1.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1,1,0
1655,2.0,2.0,2.0,9.0,1.0,2.0,7.0,4.0,0.0,2.0,5.0,5.0,6.0,2.0,7.0,0.0,1.0,0.0,3.0,1.0,0,1,0
1656,0.0,2.0,0.0,11.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,5.0,1.0,0,1,0
1657,0.0,1.0,2.0,1.0,4.0,0.0,4.0,6.0,1.0,7.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,6.0,4.0,1.0,1,1,1
1658,5.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,2.0,0.0,0,0,0
1659,1.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,3.0,5.0,7.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,5.0,1,1,0
1660,2.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,3.0,6.0,4.0,1.0,0.0,1,1,0
