headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
144,556,186,124,100006.24767834463,0.1
152,555,188,134,100004.93603234737,0.1
155,568,204,134,100006.92093040653,0.1
150,588,209,133,100002.45000451998,0.1
144,555,198,120,100010.50352354746,0.1
149,566,191,132,99999.02960691741,0.1
151,565,192,123,99984.24185145898,0.1
150,558,194,122,100003.21017081973,0.1
145,533,171,130,100003.90620799274,0.1
143,555,192,127,99999.13938432484,0.1
150,555,178,130,99996.23540939944,0.1
148,560,184,123,100002.7536921406,0.1
146,564,190,125,99985.30123692851,0.1
154,547,183,130,100013.2687553988,0.1
145,580,206,129,99997.10583841852,0.1
147,558,197,138,99997.09216409977,0.1
154,579,194,138,99996.60020030396,0.1
159,617,208,129,99985.97789963981,0.1
154,570,197,134,100003.26382557767,0.1
159,557,181,130,100002.03411480736,0.1
154,560,187,133,100009.8649525682,0.1
136,560,188,123,100001.58883455428,0.1
148,555,184,131,100002.47486881496,0.1
144,572,185,122,100019.2955371267,0.1
145,555,190,131,99997.48718951602,0.1
149,565,197,124,100001.6641680841,0.1
145,549,191,121,99994.41892941858,0.1
153,595,206,139,99996.39943918427,0.1
149,556,192,124,99999.6377997285,0.1
153,574,192,134,99985.16345529974,0.1
146,575,196,118,99997.63714910776,0.1
146,566,193,127,100005.32064007489,0.1
145,541,187,115,100011.2236486253,0.1
145,558,188,120,100005.91211690755,0.1
149,558,183,128,100019.70292559598,0.1
150,571,199,128,100007.3109235177,0.1
146,546,185,131,99994.2207186124,0.1
151,572,197,125,99998.36297719895,0.1
145,554,197,128,100010.08812854267,0.1
148,554,196,124,100017.95775710637,0.1
146,565,199,118,100012.47212033645,0.1
139,551,183,125,100006.26374141301,0.1
146,544,187,125,100015.6832076024,0.1
149,570,184,132,100004.90524833256,0.1
150,556,186,127,100004.64052012056,0.1
144,530,177,120,100010.0089278706,0.1
147,544,186,130,100001.47800732797,0.1
151,566,183,122,99996.13054494359,0.1
141,538,182,126,99986.69362337605,0.1
153,602,197,130,99991.96529147867,0.1
147,580,197,129,100002.63040487614,0.1
141,551,189,119,99998.32141510703,0.1
146,550,183,125,100018.0645755052,0.1
138,546,187,128,99991.42308160511,0.1
155,567,185,126,99978.44674939259,0.1
152,544,181,131,99986.93275340127,0.1
151,568,191,124,99993.35686336883,0.1
145,550,186,126,99990.20302445874,0.1
142,564,192,122,99995.08417052092,0.1
160,565,186,133,100002.2054023308,0.1
143,534,180,117,99997.13715077774,0.1
152,600,201,117,99995.53554608932,0.1
142,556,181,125,100002.12338760417,0.1
156,575,196,131,99996.02588739972,0.1
149,564,187,124,100007.06335218312,0.1
154,556,183,122,100000.65416595175,0.1
164,605,203,120,99997.72668651394,0.1
154,560,186,120,100004.89051046377,0.1
157,577,188,125,99991.32496820886,0.1
153,550,182,126,99995.34959388904,0.1
148,556,182,123,99989.77257226074,0.1
145,566,195,125,99996.29922923357,0.1
147,555,194,129,99993.43126114391,0.1
152,635,214,139,99998.93499931053,0.1
144,554,190,120,99989.21141062382,0.1
150,575,192,124,99988.43170405383,0.1
154,584,186,123,100016.3845118816,0.1
152,614,208,135,100022.3876296614,0.1
151,600,200,134,100015.6393772444,0.1
146,535,185,116,100001.40801603199,0.1
145,534,178,130,99979.82450385617,0.1
149,537,177,118,100009.19058572264,0.1
150,571,199,127,99999.55865657792,0.1
146,564,194,131,99995.83188683554,0.1
148,565,192,132,100005.22126381927,0.1
155,582,195,131,100005.61341286881,0.1
154,563,194,128,100015.6243179428,0.1
154,560,191,124,100020.88828277883,0.1
152,562,191,140,100003.30395606293,0.1
148,550,186,127,99993.6965111539,0.1
155,572,193,123,100001.94241837673,0.1
138,534,184,112,99986.7616929642,0.1
147,557,186,130,99996.33901615675,0.1
157,558,187,123,99989.38870148038,0.1
143,560,192,130,100009.38927119508,0.1
143,547,185,123,100012.746435644,0.1
147,543,189,129,99997.4802208886,0.1
146,556,190,127,100004.88770019842,0.1
142,607,197,130,100003.90650111355,0.1
144,600,185,130,100007.93533354047,0.1
149,573,195,132,99999.61027719847,0.1
150,549,178,130,100010.85840532104,0.1
147,600,191,128,99994.74575232284,0.1
145,531,177,120,100010.50736703779,0.1
162,570,194,143,100012.22600284225,0.1
146,544,186,120,99999.66623516883,0.1
149,554,185,115,100004.53017889586,0.1
143,579,197,129,100000.92786334107,0.1
132,540,186,137,100005.98284996586,0.1
149,537,185,118,100006.76389685944,0.1
158,598,194,129,100002.6047172122,0.1
147,562,183,129,99997.75980624926,0.1
161,585,195,138,100008.25004581279,0.1
142,553,189,122,100004.62313671118,0.1
144,597,199,115,100023.82766119561,0.1
138,511,171,119,99989.22991419699,0.1
146,543,185,128,100019.46349043623,0.1
149,571,196,132,100004.19160612859,0.1
143,522,172,118,100008.05294991127,0.1
153,576,195,130,99993.8509232764,0.1
145,554,191,114,99995.98241191576,0.1
149,556,189,126,100003.63118206011,0.1
145,564,192,129,100000.31151556574,0.1
147,546,183,120,99986.20431046453,0.1
141,570,201,124,100000.80526382034,0.1
146,548,182,130,100000.88641631464,0.1
147,567,195,121,99995.42355189957,0.1
139,535,184,128,100010.31117935662,0.1
150,554,186,138,100012.22996445042,0.1
148,566,186,130,99991.8579551783,0.1
146,557,190,137,99996.9853739712,0.1
145,566,196,124,99994.44071981136,0.1
146,557,186,122,100001.79861197424,0.1
147,557,195,114,100010.3030795494,0.1
140,533,178,117,100004.43613142175,0.1
148,550,187,127,99998.35005382876,0.1
158,570,190,129,99994.93053360046,0.1
143,580,195,125,100015.24929436076,0.1
150,574,199,115,100013.06188423716,0.1
149,543,181,122,100004.94036849428,0.1
156,597,198,128,99987.90321484166,0.1
146,564,183,129,100009.86077968104,0.1
156,595,211,145,100001.47101223737,0.1
156,609,210,145,99990.25863099538,0.1
135,530,180,121,100014.1398366168,0.1
142,540,183,131,100005.41875153998,0.1
147,547,180,125,99986.58114777949,0.1
137,508,178,114,99997.48447941418,0.1
152,549,186,124,99998.55044879197,0.1
143,557,190,118,99994.6938726453,0.1
146,575,200,125,100006.29411112447,0.1
141,547,190,122,100010.51340694136,0.1
152,566,195,117,99996.34529198168,0.1
136,524,179,119,100020.32605227496,0.1
151,558,190,125,100002.67639248297,0.1
145,543,188,120,100018.18011780034,0.1
145,562,197,129,100004.80225916787,0.1
143,554,194,125,100010.39288252854,0.1
151,605,207,136,100014.57875821482,0.1
153,564,191,127,99994.23851558016,0.1
152,578,197,122,100011.174095309,0.1
142,544,188,117,99991.78630096962,0.1
158,601,207,137,99999.64744492482,0.1
148,560,199,133,100001.23906332074,0.1
143,560,199,140,100008.57983530381,0.1
152,554,181,124,99982.6906002324,0.1
145,564,191,124,100001.85582090393,0.1
141,557,195,125,99999.80280114773,0.1
150,558,184,129,99983.78507994303,0.1
153,578,193,137,99982.70795652214,0.1
148,548,190,126,99997.2511077041,0.1
144,560,184,128,99984.98888544494,0.1
143,559,194,123,100003.03394554203,0.1
161,582,184,146,99989.21750172801,0.1
144,549,194,129,99995.61221934472,0.1
148,542,183,127,99993.92113634825,0.1
151,560,190,128,100002.38707212618,0.1
152,567,197,118,100004.14893158444,0.1
148,558,192,120,99979.04342153101,0.1
149,555,189,130,99978.94383606547,0.1
151,566,194,140,100007.88022575523,0.1
157,548,179,136,99989.68887479918,0.1
144,549,193,126,100004.41733511527,0.1
152,584,189,120,100003.50266819428,0.1
137,555,192,133,100001.8474760299,0.1
148,560,184,131,100000.51394551633,0.1
144,567,193,127,100004.26512389131,0.1
147,575,194,134,99988.40507456294,0.1
149,554,193,119,100001.30235821538,0.1
144,541,194,130,100004.25972642656,0.1
144,555,191,137,100007.94729856736,0.1
157,560,186,113,100006.80194615056,0.1
148,565,194,135,99998.181293243,0.1
150,563,191,128,100001.99017486906,0.1
145,544,179,121,100002.0878332218,0.1
149,553,181,117,99992.86800924373,0.1
153,534,170,133,100001.39409667916,0.1
150,565,197,127,100002.29994233038,0.1
158,595,200,135,99996.1743757506,0.1
147,565,195,115,100001.34935036203,0.1
150,568,194,128,100011.70488747793,0.1
149,559,190,127,99994.3011509909,0.1
152,569,199,120,100023.60612588367,0.1
143,561,184,120,100001.63634354649,0.1
152,555,190,130,100006.31239363094,0.1
153,554,180,122,100010.04046983775,0.1
150,561,189,120,100003.37558639084,0.1
148,557,190,119,99993.80247566654,0.1
152,581,197,120,99998.34697162351,0.1
155,548,179,129,100006.86348480653,0.1
153,545,178,120,100004.78877969993,0.1
157,566,189,133,99972.80061909043,0.1
159,606,206,116,100017.00912135301,0.1
152,537,180,128,99997.0563797604,0.1
146,550,199,118,99993.67309392654,0.1
146,545,186,128,100005.90650916527,0.1
149,544,181,118,99992.53730671262,0.1
145,558,191,117,100004.84516291202,0.1
140,585,202,121,99991.08718667932,0.1
149,598,202,128,99999.2494104049,0.1
144,566,194,125,99999.91017281276,0.1
148,554,183,112,100009.59093984893,0.1
156,560,184,133,100006.62567652288,0.1
139,534,188,121,99997.05831992516,0.1
140,584,194,125,99979.03666600832,0.1
146,551,195,117,99992.13615610676,0.1
153,598,197,120,100004.30062514427,0.1
148,545,181,131,100007.48611211457,0.1
147,576,192,114,99989.64602688492,0.1
145,578,197,141,100001.41397014106,0.1
140,567,187,124,99997.33871825832,0.1
151,611,199,134,100014.73575998755,0.1
154,568,192,123,100012.35114129783,0.1
151,572,192,137,100004.22511598004,0.1
149,564,186,135,99980.37813890872,0.1
157,543,175,127,99997.85942474019,0.1
155,570,194,136,99995.815706141,0.1
147,599,201,129,100000.55024731916,0.1
154,553,187,117,99985.59251244494,0.1
151,545,185,120,100011.8387013842,0.1
145,533,182,130,100015.65740231107,0.1
142,565,200,131,99997.81050832236,0.1
150,560,191,126,99997.49206812606,0.1
147,540,190,126,99995.95493675908,0.1
153,582,197,133,99999.97687938547,0.1
143,555,194,125,100006.00634439512,0.1
152,569,188,127,100015.34579698986,0.1
140,544,184,128,100000.50447030102,0.1
153,589,197,128,100000.04431519276,0.1
147,552,188,122,100014.06048238356,0.1
143,556,196,121,99988.30652432551,0.1
160,595,202,118,100009.99194860016,0.1
142,545,192,127,100010.06265628956,0.1
154,574,192,123,100006.56830862844,0.1
147,561,189,125,99993.82382747844,0.1
147,563,185,124,100006.20002160707,0.1
150,557,189,120,100005.89806320824,0.1
146,571,199,125,100017.4031001437,0.1
144,551,193,124,99998.30560423924,0.1
146,555,193,125,100006.68277949533,0.1
152,558,188,126,99988.91581574787,0.1
156,611,204,123,100002.5495474748,0.1
145,575,190,120,99999.70795402092,0.1
144,563,197,128,99994.06888790826,0.1
146,581,195,128,99996.76177719461,0.1
148,568,195,123,100019.1938227882,0.1
145,563,189,129,100004.96883706133,0.1
144,557,187,126,100001.18606097804,0.1
146,558,186,121,99988.9602600398,0.1
150,556,188,125,99995.02968713983,0.1
154,585,196,130,100003.12940757297,0.1
152,584,197,137,100002.26165065335,0.1
149,582,202,119,100014.63108989963,0.1
143,570,200,120,100000.25263857633,0.1
151,548,184,117,99998.61208410008,0.1
139,582,197,136,99999.8300366272,0.1
146,575,193,125,100000.97042451696,0.1
147,560,198,121,99999.38156960881,0.1
143,547,187,119,100001.67654171711,0.1
145,576,202,133,100006.53907337392,0.1
143,553,183,126,100013.02428411006,0.1
146,570,199,130,99995.89830620977,0.1
151,587,197,126,99986.68915861908,0.1
138,558,185,120,100006.17350167787,0.1
153,582,197,115,100015.69187280339,0.1
140,528,187,130,99999.17912969131,0.1
152,566,190,124,100006.81880681221,0.1
145,578,195,128,99992.74225672305,0.1
154,600,209,139,100002.04399725577,0.1
146,566,194,117,99995.567933416,0.1
147,557,191,133,99996.83919187156,0.1
146,552,184,120,99993.88631313744,0.1
153,577,195,134,99995.93053659996,0.1
145,536,183,124,99996.30851863224,0.1
141,547,187,118,100001.80657118052,0.1
150,540,174,124,100001.35074552581,0.1
149,593,197,133,100009.68621992422,0.1
159,620,214,128,99999.05683138114,0.1
146,575,194,127,99990.52371947964,0.1
152,576,202,129,99997.65707641591,0.1
147,562,183,129,99989.08609908148,0.1
147,571,194,135,100009.97176241233,0.1
148,563,191,127,100010.86480784627,0.1
153,588,202,130,99987.0097365352,0.1
151,548,185,130,99986.95733772848,0.1
144,584,196,139,100011.82555797762,0.1
145,563,183,129,99995.70478919137,0.1
144,571,194,126,100000.82418705213,0.1
156,555,175,133,99978.60487240057,0.1
142,540,180,119,100012.46867874204,0.1
151,564,190,132,100018.05311860287,0.1
151,570,188,122,100003.16882289293,0.1
154,567,186,130,99990.28436141509,0.1
148,558,190,137,100016.46764046076,0.1
140,542,184,119,100001.46397275776,0.1
153,591,200,130,99997.57572501707,0.1
142,574,200,130,100020.23995857636,0.1
152,551,182,122,99990.84337781172,0.1
151,558,190,129,100006.46477351108,0.1
153,577,196,134,99988.00078663269,0.1
144,543,183,121,100007.83796880743,0.1
148,560,190,130,99994.62092355851,0.1
152,573,193,134,99987.82918957633,0.1
150,567,195,125,100020.12856657515,0.1
148,577,196,137,100000.98533472588,0.1
145,559,197,116,99990.57428611773,0.1
160,553,179,120,99984.74715020688,0.1
155,569,188,125,99992.48826038386,0.1
146,608,187,130,100011.53165373199,0.1
142,574,194,127,99999.07185102,0.1
137,519,174,121,99988.88463237381,0.1
154,579,199,134,100015.53357131378,0.1
162,607,200,127,99989.72435405523,0.1
153,564,190,133,99999.28286767057,0.1
147,550,184,122,100004.45525283068,0.1
147,575,199,134,99998.7814089966,0.1
149,558,190,134,100001.90848983174,0.1
144,555,186,123,99977.27840874252,0.1
143,534,179,121,99970.85501082645,0.1
146,550,190,125,100003.90935185725,0.1
144,526,180,127,99988.34261507183,0.1
145,557,193,130,100008.11856470599,0.1
152,546,181,130,99990.3715122082,0.1
147,548,187,130,99984.32039702068,0.1
148,535,175,123,99998.48052605697,0.1
146,562,197,126,99995.6761909007,0.1
151,546,179,119,99999.64237439216,0.1
148,551,179,124,100015.12819940217,0.1
148,554,191,108,99992.24005482596,0.1
134,524,181,131,99997.28231200462,0.1
156,554,182,127,100010.19646021443,0.1
148,562,196,129,99995.64756364851,0.1
150,560,190,119,99989.84543466326,0.1
147,557,192,123,100001.85910030117,0.1
147,545,177,128,100005.63153053356,0.1
147,544,183,124,99975.81026575262,0.1
159,566,193,127,99992.83180023544,0.1
152,550,184,120,100005.75042442356,0.1
155,619,199,124,100004.80736150642,0.1
143,549,187,134,100003.70112841776,0.1
144,563,191,127,99998.37552089988,0.1
142,534,184,125,99986.97492143534,0.1
146,545,190,125,99998.07884587195,0.1
146,574,201,124,100016.60738753648,0.1
143,544,188,124,100008.68712400462,0.1
150,559,182,130,99979.84831820095,0.1
140,528,183,123,99990.03095060648,0.1
141,552,193,120,99989.65749208156,0.1
144,573,201,122,100008.79521054203,0.1
147,572,192,117,100007.12504829193,0.1
146,555,195,131,100017.72187175533,0.1
143,559,198,129,100012.46123044305,0.1
152,571,193,130,99988.3637443257,0.1
153,553,181,124,100000.6157423118,0.1
148,534,180,138,99994.23539977524,0.1
150,556,190,130,99984.07063500542,0.1
154,550,179,130,100007.15685593737,0.1
135,534,186,119,100009.24851599266,0.1
147,570,188,126,99996.33853088273,0.1
150,545,187,120,100015.21628690636,0.1
154,574,204,132,100012.97954675985,0.1
140,552,193,122,99997.46485904328,0.1
137,561,176,131,99996.17537282457,0.1
148,536,170,125,100009.73071061734,0.1
154,574,198,134,100010.69713939977,0.1
149,557,186,131,99994.55585259126,0.1
138,535,188,120,99999.36928958916,0.1
148,555,190,127,100008.93818858196,0.1
142,572,193,119,100018.37915989837,0.1
150,569,196,130,100005.84678526336,0.1
144,537,184,127,100016.04546236065,0.1
141,555,186,126,100005.66613074744,0.1
150,594,197,129,99992.24012210674,0.1
146,564,184,128,100010.84888688242,0.1
150,580,200,128,100022.41989460992,0.1
146,541,187,119,99990.75244716377,0.1
140,545,181,126,100011.28889895412,0.1
151,562,189,122,99988.71208731414,0.1
148,567,180,127,99992.75262377918,0.1
144,554,186,130,100006.23571208783,0.1
151,600,192,128,100014.37966464076,0.1
155,577,190,134,100002.74141842817,0.1
144,576,197,124,99994.9553098534,0.1
145,563,192,132,100011.06670996029,0.1
149,534,174,124,100006.93304104976,0.1
135,523,181,124,100003.6737233298,0.1
150,602,205,124,99984.59255241901,0.1
147,570,192,129,100001.17619608152,0.1
144,565,199,142,99991.94217821873,0.1
155,590,199,141,99984.30716782092,0.1
144,540,182,138,99997.00211884148,0.1
153,569,191,133,100019.26271798064,0.1
149,550,184,119,100008.17812680133,0.1
152,557,188,133,100000.40503509378,0.1
147,557,186,124,100000.58993418174,0.1
147,555,187,138,99999.52119643208,0.1
159,557,181,143,100003.98569027596,0.1
162,618,208,134,99997.331408348,0.1
146,583,195,129,99989.35967684412,0.1
156,555,178,130,99993.77556425867,0.1
147,565,194,126,100006.29624727789,0.1
149,538,188,127,100004.8257339869,0.1
145,562,186,131,99989.27051157744,0.1
151,609,195,142,99998.79474390273,0.1
148,565,200,130,100005.93799352828,0.1
146,576,199,132,99992.03453516752,0.1
142,526,176,126,100016.33058170704,0.1
138,536,186,122,99991.08889821767,0.1
146,576,188,132,99996.35370682698,0.1
144,545,191,123,100016.8192066409,0.1
150,592,187,129,99995.91866315801,0.1
153,570,200,120,99985.21746718467,0.1
146,527,171,121,99991.89411508273,0.1
150,580,192,132,99992.94296048216,0.1
150,580,192,132,100009.05433789453,0.1
152,570,192,140,100002.88755449618,0.1
144,558,199,124,99998.54505841114,0.1
146,554,190,136,99999.25924416832,0.1
146,560,196,126,100001.74253170773,0.1
154,610,206,126,100013.32829536924,0.1
146,584,198,135,99996.14133584227,0.1
140,558,182,134,99992.17929255457,0.1
144,564,190,118,99997.15358399852,0.1
152,605,185,126,99996.05921125675,0.1
150,535,183,131,100003.07382520569,0.1
144,550,186,121,99996.19341437127,0.1
146,568,194,118,99996.80971412976,0.1
161,630,210,142,99992.92217628132,0.1
146,574,200,129,99992.55612826027,0.1
148,570,196,130,99995.21305978557,0.1
144,554,192,125,100002.6776187764,0.1
145,556,189,119,100006.37665655206,0.1
146,560,183,123,100002.61073001429,0.1
144,556,182,130,99985.37569853949,0.1
156,596,200,129,100011.65510957366,0.1
147,564,191,114,100028.54424081449,0.1
144,546,186,130,99997.05867723581,0.1
150,614,197,124,99989.57102608854,0.1
144,592,206,128,100002.29067721334,0.1
144,586,206,128,100011.65685581377,0.1
142,559,188,124,99995.25145651943,0.1
150,608,196,130,100007.14228397855,0.1
144,586,196,130,100000.318531778,0.1
148,550,196,130,100013.09733972803,0.1
140,556,190,130,100005.42812730688,0.1
150,580,192,130,100003.71795294224,0.1
156,560,192,122,99984.20411293131,0.1
156,595,205,128,99996.0409438156,0.1
147,560,189,123,100003.54125467525,0.1
155,598,199,137,100022.62335080364,0.1
143,578,193,126,100008.23682233752,0.1
145,581,206,140,100004.94774767171,0.1
146,586,187,127,99988.68903795356,0.1
140,544,188,118,99997.98195294275,0.1
154,567,193,140,99979.60048090167,0.1
142,544,179,129,99984.56594267725,0.1
151,555,185,131,99989.50179419943,0.1
154,562,192,121,99991.50850505769,0.1
149,562,190,130,99995.05287217248,0.1
150,541,191,133,99988.7256976789,0.1
155,583,188,130,100000.9131193973,0.1
159,599,200,126,99987.78457758484,0.1
148,566,189,127,100006.85182669954,0.1
160,587,200,130,99991.75956692804,0.1
149,575,204,131,99998.03189677074,0.1
143,567,196,133,99997.093204566,0.1
152,566,200,129,99991.12735887132,0.1
147,541,196,124,100005.17634097864,0.1
140,544,181,129,99992.08925706056,0.1
149,550,193,134,100003.713093095,0.1
154,597,197,130,99994.183196246,0.1
150,561,192,126,99999.91876672428,0.1
148,556,192,122,99994.22294045237,0.1
147,574,194,133,100016.34844151324,0.1
151,578,197,125,100008.95244210119,0.1
149,584,197,136,100027.30845310928,0.1
154,566,188,135,99986.25353424717,0.1
145,558,188,140,100017.67878137779,0.1
149,606,214,129,100004.10253309354,0.1
152,577,185,126,100006.22930633307,0.1
158,572,183,128,100000.1105678383,0.1
147,568,193,130,100000.71860459648,0.1
138,545,186,129,99996.97498241373,0.1
149,610,196,123,100009.43365684758,0.1
151,567,194,128,99999.85577008649,0.1
158,575,197,130,100008.03050059693,0.1
152,579,197,123,100003.26911350727,0.1
142,558,195,130,100019.10957559485,0.1
147,542,186,135,100003.65076094256,0.1
146,550,188,133,100012.08716026119,0.1
144,555,196,123,99996.76778382485,0.1
144,565,191,120,99993.16478307496,0.1
148,561,196,127,100003.22612075275,0.1
138,572,193,126,99998.85889510508,0.1
145,565,189,123,99998.79823337733,0.1
149,588,201,130,99996.9042579907,0.1
150,576,195,120,99995.64473591883,0.1
146,540,177,126,100018.08706676564,0.1
144,555,190,122,99991.88254026283,0.1
148,565,193,136,100002.53080465086,0.1
153,539,175,133,99979.06898926618,0.1
143,528,178,131,100008.415458829,0.1
146,581,182,138,100005.14486490256,0.1
147,545,189,130,100010.07383229854,0.1
151,573,196,132,99993.3818580458,0.1
146,548,187,124,99984.43353565632,0.1
144,561,200,128,99996.7456232342,0.1
147,568,196,123,100024.02776772864,0.1
146,554,193,133,99998.77595552572,0.1
144,568,196,135,100003.63628056424,0.1
150,556,192,128,99997.1743985546,0.1
145,558,192,132,100008.66375171203,0.1
144,537,182,130,99990.09923355936,0.1
148,550,190,137,100001.04197941264,0.1
143,566,196,119,100002.63517418383,0.1
151,572,188,132,100012.75931141668,0.1
153,580,200,131,100017.08760253982,0.1
159,573,194,131,99977.58456024544,0.1
152,543,187,136,99997.61037065803,0.1
135,538,189,125,99984.779902354,0.1
146,553,189,135,99992.66626591986,0.1
149,562,187,122,100006.67023863627,0.1
145,556,188,127,100011.55079341444,0.1
153,570,187,133,100012.37278685966,0.1
147,568,192,128,99981.19074875604,0.1
145,546,187,126,99986.55969929203,0.1
145,557,191,132,99987.13014887206,0.1
150,587,196,127,99992.16996333594,0.1
146,549,187,128,99999.70929239652,0.1
146,581,193,130,100004.71154427287,0.1
151,576,198,132,99999.45372391476,0.1
148,524,181,132,99995.9661465746,0.1
143,592,203,133,100012.45345118661,0.1
145,552,191,135,99990.23178199577,0.1
155,566,193,122,99997.20765068338,0.1
139,554,194,122,99988.07857584364,0.1
146,543,185,129,99994.54307056162,0.1
146,531,178,126,100006.24117122382,0.1
149,559,194,132,99981.57882994068,0.1
149,563,192,128,99993.34673279162,0.1
151,560,194,133,99993.8533784507,0.1
145,561,191,130,99995.7319162353,0.1
147,557,189,132,99999.91013486322,0.1
149,555,190,131,99995.13198378141,0.1
154,587,194,132,99993.49100589404,0.1
147,539,180,134,99999.02017117279,0.1
141,550,192,126,99998.32174134682,0.1
145,553,183,139,99983.9565765059,0.1
142,539,187,127,99982.20800278033,0.1
138,533,185,122,99994.27438959076,0.1
151,559,190,128,100006.99946041737,0.1
151,561,187,126,99998.03293741928,0.1
145,567,194,132,99992.53548062744,0.1
151,563,181,129,100009.37748132557,0.1
158,548,183,126,99973.74598763106,0.1
151,542,182,132,100007.46164834162,0.1
149,555,191,129,100006.74110015377,0.1
137,554,191,120,100010.14267499725,0.1
140,556,196,123,99999.19285767117,0.1
144,544,181,120,99997.78352265328,0.1
140,572,183,130,99993.53640889454,0.1
156,550,182,128,100013.74084657346,0.1
147,550,188,134,99990.87089472094,0.1
147,560,193,134,100004.79711177322,0.1
144,550,189,124,100007.42366753508,0.1
137,541,191,120,100002.31547893194,0.1
143,554,194,132,99990.93036260956,0.1
154,545,190,130,100024.81945243127,0.1
134,534,186,128,100002.2661946091,0.1
144,554,193,127,99998.62083763676,0.1
144,547,183,130,99994.5845075759,0.1
152,596,203,127,99991.95408000758,0.1
145,557,188,128,100009.3062738544,0.1
150,568,200,132,100015.4306520976,0.1
153,553,183,130,100013.81786900015,0.1
142,560,192,130,99998.33331242068,0.1
151,584,204,125,99983.41417125656,0.1
154,553,185,137,99994.45650842438,0.1
157,543,168,134,100005.06683471618,0.1
150,553,187,130,100001.52475811887,0.1
144,555,187,127,99996.27618862524,0.1
149,572,196,131,99988.8295396338,0.1
149,556,181,131,99995.72185270082,0.1
145,546,190,122,100009.39183808964,0.1
150,560,189,121,99990.79290088268,0.1
145,560,195,132,99995.57362657654,0.1
141,577,193,130,100006.80653690387,0.1
153,590,200,135,99989.63826193707,0.1
152,590,198,127,99982.4888678828,0.1
149,537,179,129,100005.34143075408,0.1
150,563,194,133,100006.99832698947,0.1
154,564,189,126,100002.12831069775,0.1
155,564,189,134,99985.56879261084,0.1
148,577,197,124,99998.74369318405,0.1
144,588,206,132,100015.76356300547,0.1
148,558,194,128,99985.63461639805,0.1
146,554,190,129,100002.77326052307,0.1
146,537,177,128,99994.35387995199,0.1
147,539,182,127,100002.10231621387,0.1
137,570,201,124,99987.87187896665,0.1
146,524,171,130,99983.16299074242,0.1
146,537,183,120,100005.48939014539,0.1
152,573,202,132,100001.33089616004,0.1
156,580,190,134,100002.33366109352,0.1
149,566,185,127,99985.1559292185,0.1
146,567,192,123,100004.31884448654,0.1
152,571,187,127,100012.67851686913,0.1
143,563,200,131,99994.59613005591,0.1
144,556,193,130,100003.36490656887,0.1
154,569,191,133,99994.99521034422,0.1
145,544,181,127,100008.90586317338,0.1
152,588,200,127,99991.73502202233,0.1
152,565,193,130,99998.74787557774,0.1
149,580,196,133,100008.56918745127,0.1
134,520,179,111,100004.61829428843,0.1
145,566,197,127,99990.50652849609,0.1
152,588,197,131,99999.61155859393,0.1
152,545,187,125,100023.72396539604,0.1
147,563,198,120,99999.01063047463,0.1
137,549,183,122,100022.678590646,0.1
144,585,196,133,99995.96052849416,0.1
138,535,180,124,99994.06305048152,0.1
150,558,189,126,100003.26675851313,0.1
146,571,197,133,100011.801142921,0.1
144,563,196,120,99990.72672937343,0.1
147,592,201,130,99997.2728733352,0.1
139,537,187,127,100018.32772693073,0.1
138,558,193,125,99997.52792245963,0.1
154,600,204,134,100012.10290075137,0.1
154,578,189,133,100020.705255325,0.1
145,580,194,126,99980.10665112533,0.1
147,570,183,120,100000.91526879786,0.1
152,566,191,126,99976.23600440632,0.1
147,563,190,127,99981.81780229672,0.1
152,564,187,131,99997.67973456589,0.1
144,557,194,131,100012.56811474025,0.1
145,534,183,109,99993.77686555029,0.1
144,556,192,115,100014.89887415527,0.1
147,562,183,127,99999.24609652748,0.1
149,570,194,127,100002.87330628817,0.1
138,556,179,125,99999.89789489246,0.1
149,568,189,127,100011.51811065471,0.1
141,537,184,117,99999.19597874382,0.1
154,588,198,130,100012.67674653648,0.1
158,578,198,120,99991.33779746185,0.1
144,565,188,128,99991.39669295355,0.1
155,541,168,121,99998.26153776053,0.1
142,552,185,131,99988.59167922878,0.1
144,577,197,129,99988.72830118897,0.1
145,564,191,127,100005.84292915066,0.1
149,575,198,133,100002.11545494516,0.1
152,570,187,122,99989.6981475065,0.1
152,537,182,131,100011.85758467132,0.1
149,567,187,125,99994.34130078494,0.1
144,547,185,122,100002.49152307262,0.1
144,553,192,117,99988.2121629967,0.1
150,572,197,130,99995.26500169028,0.1
152,568,184,128,100010.64339982011,0.1
154,554,183,117,100012.67505308297,0.1
145,597,206,124,99989.21699151413,0.1
155,577,195,135,99995.0396527122,0.1
144,557,192,133,99995.36831735686,0.1
153,593,199,124,99993.9537043998,0.1
144,567,192,132,100008.20688380107,0.1
145,538,184,107,99996.190934891,0.1
146,568,194,131,100013.16157041604,0.1
150,536,181,125,99983.65999702137,0.1
150,568,197,139,100004.77677428118,0.1
151,558,192,127,100009.79415083873,0.1
145,530,174,119,99991.86084140373,0.1
145,565,189,133,99996.86555744047,0.1
146,555,189,132,99988.58319037755,0.1
144,547,186,126,99992.17547087008,0.1
148,556,194,127,99989.8499718234,0.1
150,611,205,119,100010.71549261043,0.1
146,574,193,134,99991.48134058264,0.1
138,547,188,122,100017.28581786572,0.1
158,552,189,134,100011.71279216863,0.1
147,567,189,127,99993.85058837688,0.1
