Unnamed: 0,id,title,overview,tagline
821,9625,The Glimmer Man,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",Two good cops. One bad situation.
822,10680,D3: The Mighty Ducks,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,No Fear. No Limits. No Brakes. Just Ducks.
823,6346,The Chamber,"Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide...",
824,18660,The Apple Dumpling Gang,A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,"Wanted: For chicanery, skulduggery, tomfoolery and habitual bungling!"
825,35115,"Davy Crockett, King of the Wild Frontier","Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo.",NOW...on the MOTION PICTURE SCREEN!
826,14821,Escape to Witch Mountain,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",Caught in a world where they don't belong... they have one chance to escape!
827,14136,The Love Bug,"Herbie is a car - but no ordinary car. The story follows the Volkswagen Beetle with a mind of its own from the showroom to the race track, with various close escapes in between. Three further Herbie movies were to follow.",Herbie will honk his way into your heart.
828,10869,Herbie Rides Again,The living Volkswagen Beetle helps a old lady protect her home from a corrupt developer.,The Loveable Bug's back doin' his thing!
829,22660,Old Yeller,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.","All the heart, all the excitement of a great frontier adventure!"
830,19186,The Parent Trap,"Hayley Mills plays twins who, unknown to their divorced parents, meet at a summer camp. Products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them.",
831,31102,Pollyanna,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,"Meet the people, the pleasure, the entertainment of the year! All the love, laughter and drama that life can hold, poured into one unforgettable motion picture!"
832,6878,Homeward Bound: The Incredible Journey,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",
833,15944,The Shaggy Dog,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....","""I was a Teen-age boy!"""
834,18444,Swiss Family Robinson,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",THE ADVENTURE OF ADVENTURES!
835,20723,That Darn Cat!,"A young woman suspects foul play when her cat comes home wearing a wrist watch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",It takes a Siamese secret agent to unravel the PURR-fect crime!
836,173,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",The mightiest motion picture of them all!
837,864,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",One dream. Four Jamaicans. Twenty below zero.
838,24795,Angels in the Outfield,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",Ya Gotta Believe!
839,11224,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",The greatest love story ever told.
840,81310,Winnie the Pooh and the Blustery Day,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",
841,15947,The Three Caballeros,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",
842,9078,The Sword in the Stone,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",Tired of living in a Medieval mess...Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!
843,29682,So Dear to My Heart,"The tale of Jeremiah Kincaid and his quest to raise his 'champion' lamb, Danny. Jeremiah's dream of showing Danny at the Pike County Fair must overcome the obstinate objections of his loving, yet strict, grandmother Granny. Jeremiah's confidant, Uncle Hiram, is the boy's steady ally.",
844,8367,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.","For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law."
845,433,Mary Poppins,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",It's supercalifragilisticexpialidocious!
846,11360,Dumbo,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,The One...The Only...The FABULOUS...
847,11114,Pete's Dragon,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",Brazzle Dazzle Brilliance!
848,12335,Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!
849,12092,Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",A world of wonders in One Great Picture
850,10948,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",A story of two friends who didn't know they were supposed to be enemies.
851,11229,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",Her life is no fairy tale.
852,15121,The Sound of Music,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,The happiest sound in all the world!
853,562,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",40 Stories. Twelve Terrorists. One Cop.
854,10163,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,God made him simple. Science made him a god.
855,47199,The Secret Agent,"London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian goverment, an agent provacateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or lose his salary, Verloc sets off a tragic chain of events that involves his pretty young wife Winnie, her retarded brother Stevie, and a figure called the Professor, whose fascination with explosives and destruction makes him the person to call on when Verloc needs a bomb.",
856,11159,Secrets & Lies,"A middle-aged London factory worker is shocked when the mixed-race daughter she gave up at birth decides to track her down. At first she denies she is her mother. All family members become emotional, as everyone's secrets are exposed.",
857,9591,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",In every life there comes a time when that dream you dream becomes that thing you do.
858,30500,To Gillian on Her 37th Birthday,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",Some love lasts a lifetime. Real love lasts forever.
859,41843,Surviving Picasso,"The passionate Merchant-Ivory drama tells the story of Francoise Gilot, the only lover of Pablo Picasso who was strong enough to withstand his ferocious cruelty and move on with her life.",Only his passion for women could rival his passion for painting.
860,10938,Beautiful Thing,"A pair of teenage boys growing up in a working-class neighbourhood of Thamesmead, in south-east London, become aware of their homosexuality. While both were vaguely aware they might be gay, neither had ever acted on their impulses. Once they decide that they're attracted to each other, neither is sure just what to do.",
861,11412,The Long Kiss Goodnight,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent",What's forgotten is not always gone.
862,10586,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",Prey For The Hunters
863,42314,Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",A four hundred year old work-in-progress.
864,27845,Trees Lounge,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",
865,23223,Normal Life,"Chris Anderson and his wife Pam live a fairly normal life until Chris loses his job on the police force and secretly turns to robbing banks to make his wife's dreams come true. Upon discovering his secret, she joins his deadly crime wave and together they terrorize an unsuspecting suburban town.",They found the American Dream ... One bullet at a time!
866,49471,Get on the Bus,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.","On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus."
867,38153,Shadow Conspiracy,"Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",
868,25147,Jude,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",A time without pity. A society without mercy. A love without equal.
869,9716,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,
870,454,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",My only love sprung from my only hate.
871,10218,Swingers,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",Cocktails first. Questions later.
872,819,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes. A moving drama from director Barry Levinson.,When friendship runs deeper than blood.
873,56830,Johns,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza Hotel. He's ripped off a local drug dealer to pay the bill, but as he's sleeping that morning, someone steals his shoes right off his feet, with the money in them. Meanwhile, Donner, a lad new to the streets, wants John to leave the city with him for Camelot, a theme park in Branson, MO, where they'll work as lifeguards. John spends the day trying to hustle the money for the hotel, avoid Jimmy the Warlock, keep his girl friend placated, and figure out how to deal with Donner's friendship.",
874,11238,Aladdin and the King of Thieves,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",The Spectacular Adventure Continues!
875,31530,Shall We Dance,"Ballet star Pete ""Petrov"" Peters arranges to cross the Atlantic aboard the same ship as the dancer he's fallen for but barely knows, musical star Linda Keene. By the time the ocean liner reaches New York, a little white lie has churned through the rumor mill and turned into a hot gossip item: that the two celebrities are secretly married.","Foot-free Fred and joyous Ginger...in their gayest, gladdest show!"
876,66473,A Damsel in Distress,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on ""Mr. X."" After Alyce goes to London to meet a beau (bumping into dancer Jerry Halliday, instead), she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to ""protect his investment.""",
877,28120,Crossfire,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",Hate is like a loaded gun!
878,1834,"Murder, My Sweet","Detective Philip Marlowe is hired by hulking Moose Malloy to locate his old girlfriend that he lost track of while serving time in prison. With each lead he follows, Marlowe encounters lies, larceny, perjury, theft and a beautiful femme fatale. Based on Raymond Chandler's novel ""Farewell My Lovely"", which was also the film's title in the United Kingdom.",An Original Philip Marlowe Mystery
879,252,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,It's Scrumdiddlyumptious!
880,16372,The Innocents,A young governess for two children becomes convinced that the house and grounds are haunted.,Apparitions? Evils? Corruptions?
881,11561,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",Woody Allen takes a nostalgic look at the future.
882,11302,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",
883,623,A Fish Called Wanda,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds.","A tale of murder, lust, greed, revenge, and seafood."
884,583,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",He wasn't the messiah. He was a very naughty boy.
885,12614,Victor/Victoria,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",The disguise surprise comedy of the year!
886,21711,The Candidate,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",Too Handsome. Too Young. Too Liberal. Doesn't have a chance. He's PERFECT!
887,11575,The Great Race,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.","The movie with 20,000-mile or one-million-laughs guarantee!"
888,475,Bonnie and Clyde,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,They’re young… they’re in love… and they kill people.
889,11331,The Old Man and the Sea,"Based on one of Hemingway's most famous works, it centers upon Santiago, an aging, down on his luck Cuban fisherman. After catching nothing for nearly 3 months, he hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",SPENCER TRACY in his most suspenseful role...ERNEST HEMINGWAY'S story of Heroism...Defeat...Victory!
890,521,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.",If a woman answers...hang on for dear life!
891,21202,Madame Butterfly,"Cio-Cio-San, a young Japanese geisha, seeks to fulfill her dreams through marriage to an American naval officer. Her faith in their future is shattered by his empty vows and the loss she endures touches something deep within us all.",
892,88,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",Have the time of your life.
893,500,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Every dog has his day.
894,792,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",The first casualty of war is innocence.
895,8491,Weekend at Bernie's,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.","Bernie may be dead, but he's still the life of the party!"
896,402,Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",A brutal murder. A brilliant killer. A cop who can't resist the danger.
897,10537,The Doors,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.","The Ultimate Story of Sex, Drugs & Rock 'N' Roll"
898,11386,The Crying Game,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",Play At Your Own Risk.
899,9504,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",Lie. Cheat. Steal. All in a day’s work.
900,15764,Sophie's Choice,"Meryl Streep stars as Sophie, a Polish immigrant who shares a boarding house in Brooklyn with her tempestuous lover, Nathan (Kevin Kline in his feature film debut), and a young writer, Stingo (Peter MacNicol).",
901,601,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",He is afraid. He is alone. He is three million light years from home.
902,25842,A Christmas Carol,"Reginald Owen portrays Charles Dickens' holiday humbug Ebenezer Scrooge, the miser's miser who has a huge change of heart after spirits whisk him into the past, present and future.","Greater than ""David Copperfield"" !"
903,2119,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",You can't stop the thunder.
904,744,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",Up there with the best of the best.
905,221,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",The bad boy from a good family.
906,702,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"...Blanche, who wanted so much to stay a lady..."
907,25750,Children of the Corn IV: The Gathering,"Grace Rhodes, who is studying to be a doctor, returns to her hometown as a strange illness is afflicting the local children. The symptoms include a high fever and spasms, but even weirder is what happens the next day: All those with the illness claim they are somebody else -- then they begin murdering the grown-ups. After her sister undergoes the same sinister metamorphosis, Grace comes to believe there is some connection to an evil cult figure who may be returning from the grave.",In a sleepy midwestern town... A horrifying evil is about to rise again!
908,9305,Microcosmos,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",
909,37616,Palookaville,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",One foot in the door. The other one in the gutter.
910,11112,The Associate,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,Behind Every Great Man Is A Woman... Wishing He'd Get The Hell Out Of Her Way.
911,21612,The Funeral,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.","One family, one murder, too many lies."
912,1630,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","You may not like what he does, but are you prepared to give up his right to do it?"
913,124837,A Perfect Candidate,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.","In the Voting Booth, No One Can Hear You Scream"
914,11816,On Golden Pond,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?",when life is at its finest...when love is at its fullest...
915,11843,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,
916,10379,Drop Dead Fred,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",Dishes. Relationships. Wind. This guy breaks everything.
917,2756,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","There's everything you've ever known about adventure, and then there's The Abyss."
918,790,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",Lock your doors. Bolt your windows. There's something in THE FOG!
919,1103,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.
920,11298,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",Imagine your worst fear a reality
921,4480,Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",
922,4481,Manon of the Spring,"In this, the sequel to Jean de Florette, Manon (Beart) has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.",
923,10765,Private Benjamin,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,
924,762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.
925,44497,Hustler White,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.",See it with someone you've paid for.
